INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	STRING	INT
112165	“登高丘而望远海，六鳌骨已霜，三山流安在？”选自《相和歌辞。登高丘而望远》，请问它的作者是？	杜甫	李煜	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112166	“劝君莫拒杯，春风笑人来。桃李如旧识，倾花向我开。”选自《相和歌辞。对酒二首》，请问它的作者是？	王安石	杜甫	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112167	“美女渭桥东，春还事蚕作。五马如飞龙，青丝结金络。”选自《相和歌辞。陌上桑》，请问它的作者是？	李煜	王安石	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112168	“日出东方隈，似从地底来。历天又入海，六龙所舍安在哉？其始与终古不息。”选自《相和歌辞。日出行》，请问它的作者是？	杜甫	白居易	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112169	“汉家秦地月，流影照明妃。一上玉关道，天涯去不归。”选自《相和歌辞。王昭君二首》，请问它的作者是？	白居易	李煜	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112170	“桃李得日开，荣华照当年。东风动百物，草木尽欲言。枯枝无丑叶，涸水吐清泉。大力运天地，羲和无停鞭。”选自《相和歌辞。长歌行》，请问它的作者是？	李煜	杜甫	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112171	“白日何短短，百年苦易满。苍穹浩茫茫，万劫太极长。麻姑垂两鬓，一半已成霜。天公见玉女，大笑亿千场。吾欲揽六龙，回车挂扶桑。北斗酌美酒，劝龙各一觞。富贵非所愿，为人驻颓光。”选自《相和歌辞。短歌行》，请问它的作者是？	杜甫	白居易	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112172	“五花马，千金裘，呼儿将出换美酒，与尔同销万古愁。”选自《乐府杂曲。鼓吹曲辞。将进酒》，请问它的作者是？	杜甫	白居易	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112173	“乃知兵者是凶器，圣人不得已而用之。”选自《乐府杂曲。鼓吹曲辞。战城南》，请问它的作者是？	杜甫	李煜	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112174	“与君歌一曲，请君为我侧耳听。钟鼓馔玉不足贵，但愿长醉不复醒。”选自《乐府杂曲。鼓吹曲辞。将进酒》，请问它的作者是？	白居易	王安石	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112175	“万乘出黄道，千旗扬彩虹。前军细柳北，后骑甘泉东。”选自《乐府杂曲。鼓吹曲辞。上之回》，请问它的作者是？	杜甫	李煜	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112176	“天地至广大，何惜遂物情。善卷让天子，务光亦逃名。”选自《乐府杂曲。鼓吹曲辞。雉子班》，请问它的作者是？	白居易	王安石	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112177	“虎可搏，河难凭，公果溺死流海湄，有长鲸白齿若雪山。”选自《相和歌辞。公无渡河》，请问它的作者是？	杜甫	李煜	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112178	“木不怨落于秋天，谁挥鞭策驱四运，万物兴歇皆自然。”选自《相和歌辞。日出行》，请问它的作者是？	杜甫	白居易	李白	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112179	“又见桐花发旧枝，一楼烟雨暮凄凄。凭阑惆怅人谁会，不觉潸然泪眼低。”选自《感怀》，请问它的作者是？	杜甫	白居易	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112180	“殷勤移植地，曲槛小栏边。共约重芳日，还忧不盛妍。”选自《梅花》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112181	“浮生共憔悴，壮岁失婵娟。汗手遗香渍，痕眉染黛烟。”选自《书灵筵手巾》，请问它的作者是？	白居易	王安石	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112182	“侁自肩如削，难胜数缕绦。天香留凤尾，余暖在檀槽。”选自《书琵琶背》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112183	“夜鼎唯煎药，朝髭半染霜。前缘竟何似，谁与问空王。”选自《病中感怀》，请问它的作者是？	杜甫	白居易	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112184	“病身坚固道情深，宴坐清香思自任。”选自《病中书事》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112185	“风情渐老见春羞，到处消魂感旧游。多谢长条似相识，强垂烟态拂人头。”选自《赐宫人庆奴》，请问它的作者是？	白居易	王安石	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112186	“牙签万轴里红绡，王粲书同付火烧。不于祖龙留面目，遗篇那得到今朝。”选自《题金楼子后》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112187	“异国非所志，烦劳殊清闲。惊涛千万里，无乃见钟山。”选自《亡后见形诗》，请问它的作者是？	杜甫	白居易	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112188	“浪花有意千里雪，桃花无言一队春。一壶酒，一竿身，快活如侬有几人。”选自《渔父》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112189	“一棹春风一叶舟，一纶茧缕一轻钩。花满渚，酒满瓯，万顷波中得自由。”选自《渔歌子》，请问它的作者是？	白居易	王安石	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112190	“闲梦远，南国正清秋。千里江山寒色暮，芦花深处泊孤舟。笛在月明楼。”选自《忆江南》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112191	“深院静，小庭空，断续寒砧断续风。无奈夜长人不寐，数声和月到帘栊。”选自《捣练子》，请问它的作者是？	杜甫	白居易	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112192	“云鬓乱，晚妆残，带恨眉儿远岫攒。斜托香腮春笋懒，为谁和泪倚阑干。”选自《深院月》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112193	“多少恨，昨夜梦魂中。还似旧时游上苑，车如流水马如龙。”选自《望江南》，请问它的作者是？	白居易	王安石	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112194	“多少泪，沾袖复横颐。心事莫将和泪滴，凤笙休向月明吹。”选自《江南好》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112195	“晚雨秋阴酒乍醒，感时心绪杳难平。”选自《九月十日偶书》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112196	“残莺何事不知秋，横过幽林尚独游。”选自《秋莺》，请问它的作者是？	白居易	王安石	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112197	“山舍初成病乍轻，杖藜巾褐称闲情。炉开小火深回暖，沟引新流几曲声。”选自《病起题山舍壁》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112198	“君驰桧楫情何极，我凭阑干日向西。咫尺烟江几多地，不须怀抱重凄凄。”选自《送邓王二十弟从益牧宣城》，请问它的作者是？	白居易	王安石	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112199	“云笼远岫愁千片，雨打归舟泪万行。”选自《渡中江望石城泣下》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112200	“秾丽今何在，飘零事已空。沉沉无问处，千载谢东风。”选自《挽辞》，请问它的作者是？	白居易	王安石	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112201	“永念难消释，孤怀痛自嗟。雨深秋寂莫，愁引病增加。”选自《悼诗》，请问它的作者是？	杜甫	李白	李煜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112202	“大风起兮云飞扬，威加海内兮归故乡。”作者是谁？	刘备	刘秀	刘邦	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112203	《七步诗》“本是同根生，相煎何太急？”是谁的作品？	曹丕	曹操	曹植	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112204	《归田园居》“少无适俗韵，性本爱丘山。”的作者是谁？	陶然	陶谦	陶潜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112205	陶潜的诗歌多为描述什么的?	故国	山河湖泊	田园风光	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112206	“将军百战死，壮士十年归。”出自哪里？	《悲愁歌》	《大风歌》	《木兰诗》	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112207	“今夜月明人尽望，不知愁思在谁家。”出自哪首诗？	《月下独酌》	《拟明月皎夜光》	《十五夜望月》	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112208	“一夫当关，万夫莫开。”说的是蜀道的什么关隘？	绵竹	山海关	剑阁	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112209	李煜的“小楼昨夜又东风，故国不堪回首月明中。”是哪首词？	《一剪梅》	《浣溪沙》	《虞美人》	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112210	发生在唐代的古文运动是一场什么样的文学革新运动？	提倡赋，反对骈体文	提倡七律	提倡散文，反对骈体文	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112211	“正始体”出现在历史上哪个时期？	五代十国	晋朝末年	三国魏后期	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112212	“太康体”出现在历史上哪个时期？	宋文帝时期	三国初年	晋武帝时期	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112213	“长庆体”指哪两个风格相似的诗人？	白居易和上官仪	元稹和韩愈	元稹和白居易	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112214	“花间词派”是什么时期的一个文学流派？	三国魏后期	晋代武帝	五代时西蜀	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112215	以下谁不是边塞诗的代表人物？	王昌龄	岑参	李清照	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112216	边塞诗人的作品风格是什么？	典雅工丽，粉饰太平	穷研极态，无以复加	气势奔放，慷慨激昂	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112217	以中唐诗人韩愈和孟郊为代表的诗歌流派是什么？	边塞诗派	蓬莱文章	韩孟诗派	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112218	大文豪陆机的弟弟叫什么？	陆绩	陆逊	陆云	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112219	“大历十才子”指唐大历时期的几位诗人？	一百人	二十人	十人	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112220	西汉时期的班昭是哪里人？	湖南人	陕西人	山西人	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112221	汉末时期的蔡琰是哪里人？	山东人	河北人	河南人	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112222	西晋时期左棻是哪里人？	广东人	山西人	山东人	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112223	南宋女词人李清照是哪里人？	广东人	山西人	山东人	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112224	藏族的英雄史诗是什么?	《湘绣》	《阿诗玛》	《格萨尔王传》	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112225	“东风不与周郎便，铜雀春深锁二乔。”中的周郎是谁？	周公	周邦彦	周瑜	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112226	“琵琶美酒夜光杯，欲饮琵琶马上催。醉卧沙场君莫笑，古来征战几人回。”的作者是谁？	陆游	辛弃疾	王翰	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112227	五代后主李煜擅写什么诗歌作品？	赋	诗	词	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112228	五代时期后主李煜所做的词大多描述什么内容？	秀丽山河	风花雪月	亡国愁思	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112229	“大江东去，浪淘尽，千古风流人物。”是苏轼的哪首词？	《浣溪沙》	《水调歌头》	《念奴娇 赤壁怀古》	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112230	苏轼的《江城子 乙卯正月二十四日夜记梦》是一首什么词？	道贺词	春闺词	悼亡词	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112231	蜀汉除了诸葛亮以外还记载有谁曾有“行丞相事”的？	乐毅	管仲	向朗	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112232	铜雀台北有冰井台，藏有石炭数十万片（斤），西晋初，谁看后还觉得很新奇?	陆抗、鹿鼎记	陆绩、陆逊	陆云、陆机	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112233	我国医学史上现存第一部有关脉学的专书《脉经》是西晋谁编写的？	萧峰	段誉	王叔和	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112234	魏晋时期，杜预注《左传》，在很大程度上取代了谁的注文统治地位？	阿朱、阿碧	王语嫣	贾逵、服虔	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112235	魏正始年间，文学发展不同于建安，所以这段时间至晋初文学风格被称为什么？	安庆文学	建安文学	正始文学	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112236	王弼是魏晋玄学中什么阵营的主要开创者？	马克思主义	唯物主义	唯心主义	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112237	诸葛亮七星台有多少人？	81	49	120	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112238	玄学清谈是什么时期名士的主流风尚？	北宋时期	大唐风韵	魏晋时期	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112239	《昌言》是着名的政论散文的代表作之一，它的作者是谁？	诸葛亮	王昌龄	仲长统	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112240	仲长统的文章的特色是什么？	华而不实，虚有其表	清淡简约，古朴真实	骈骊色浓，工丽整齐	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112241	陆龟蒙如何称赞越窑的瓷器？	火树银花不夜天	日照香炉生紫烟	夺得千峰翠色来	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112242	成国渠自渭水北岸至灞，渭汇合处注入渭水，于宋朝涸废，它是什么时期开凿的？	汉怀帝	汉哀帝	汉武帝	#	#	#	-1	-1	1	-1	-1	-1	文史知识	5
112243	洛阳城有家很大的九州商会，请问九州商会的老板是谁？	乔复盛	乔清盛	乔道清	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112244	游戏中负责玩家开设商店的NPC是谁？	乔复盛	乔清盛	金六爷	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112245	在游戏中想要收购材料，必须首先开设什么商店？	物品店	材料店	珍兽店	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112246	洛阳城的钱庄接应使金六爷在游戏中的作用是什么？	进入钱庄	打开银行	存钱	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112247	下列NPC哪一个站在童贯的旁边？	高俅	蔡京	梁师成	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112248	在洛阳城要参加蹴鞠大赛，需要找谁报名？	童贯	高俅	蔡京	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112249	九州商会传送人叫什么名字？	汪旱	吴德昌	崔逢九	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112250	洛阳的竞技场接引人是谁？	夏侯仁	夏侯渊	夏侯惇	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112251	洛阳禁军指挥使陈永仁，他在游戏中的主要作用是什么？	领取双倍经验时间	领取奖励装备	报名参加禁军	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112252	下列哪个人物不是负责金币元宝寄售的？	丁丁	汀汀	冬冬	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112253	在移民接待使范移城处不能做的事情是？	更新结拜称号	更新夫妻称号	更新师徒称号	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112254	在下列哪个人物处不可以进行武器强化？	朱锋	欧冶子	风胡子	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112255	重新鉴定装备资质需要哪种物品？	金刚砂	鬼哭砂	磨刀石	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112256	珍兽技能升级需要找下列哪个NPC？	云霏霏	云渺渺	云飘飘	#	#	#	-1	1	-1	-1	-1	-1	游戏知识	5
112257	要学习6级以上的铸造技能，需要找哪个人物？	耶律大石	欧冶子	风胡子	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112258	洛阳城的冯铸铁在游戏中的主要作用是什么？	学习材料加工	学习铸造	学习打铁	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112259	天龙八部中，崔逢九是哪个城市的驿站老板?	苏州	洛阳	大理	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112260	天龙八部中，大理城中财富大使叫做什么名字?	都不爽	都太爽	都大爽	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112261	大名鼎鼎的丁春秋也算一代枭雄了，你知道他创建了哪个门派吗？	少林派	峨嵋派	星宿派	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112262	少林90级套装叫什么名字？	修碧	无尘	归埃	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112263	明教90级套装叫什么名字？	炎日	焚灭	圣火	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112264	武当90级套装叫什么名字？	寒雾	五行	太极	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112265	峨嵋90级套装叫什么名字？	素女	玉女	回心	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112266	星宿90级套装叫什么名字？	三笑	碧焰	神木	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112267	逍遥90级套装叫什么名字？	无涯	诛仙	淩烟	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112268	丐帮90级套装叫什么名字？	屠龙	游龙	擒龙	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112269	天山90级套装叫什么名字？	碎魂	地鹤	心云	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112270	天龙90级套装叫什么名字？	雪月	少泽	天南	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112271	下列哪一项是只能从暗金宝箱里开出的奖励？	时装	精铁	古瓷碎片	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112273	游戏中，要成为一代名师需要多少善恶值？	100000	75000	50000	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112274	天龙八部中，“浓情蜜意暗幽思，西山彩凤待金凰”是指哪一件时装？	暗夜百合	段誉语嫣	苗域风情	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112275	天龙八部中，“锦衣如绢情脉脉，如水婵娟共此生”是指哪一件时装？	暗夜百合	段誉语嫣	苗域风情	#	#	#	-1	1	-1	-1	-1	-1	游戏知识	5
112276	天龙八部中，“身着银铃配银环，幽光缥缈金丝缠”是指哪一件时装？	暗夜百合	段誉语嫣	苗域风情	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112277	天龙八部中，“今生戏为他人世，一点粉墨化凝装”是指哪一件时装？	粉墨人生	鸾凤和鸣	女真氏服	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112278	天龙八部中，“夜同寝，昼同行，不离不弃，似鸾凤和鸣”是指哪一件时装？	粉墨人生	鸾凤和鸣	女真氏服	#	#	#	-1	1	-1	-1	-1	-1	游戏知识	5
112279	天龙八部中，“飞雪如烟落霜衣，西风拂羽驭风归”是指哪一件时装？	雪羽霜衣	骷髅战甲	虎纹猎手	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112280	天龙八部中，“闪烁着邪恶光芒，犹如地狱中无尽黑暗要将世人吞噬”是指哪一件时装？	雪羽霜衣	骷髅战甲	虎纹猎手	#	#	#	-1	1	-1	-1	-1	-1	游戏知识	5
112281	天龙八部中，“泛着檀木香气的衣衫，显出一种高贵而古朴的美”是指哪一件时装？	骷髅战甲	虎纹猎手	大内宫风	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112282	天龙八部中，“腥风血雨亦无尽，谁知江湖何日休”是指哪一件时装？	蛊惑江湖	虎纹猎手	大内宫风	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112283	天龙八部中，“闪耀着高贵的光芒珠光宝气，犹如高贵的王子公主莅临”是指哪一件时装？	蛊惑江湖	虎纹猎手	西洋风情	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112284	天龙八部中，赠送999朵玫瑰后，双方友好度能增加多少？	500	1000	5000	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112285	天龙八部中，骑乘雪羽能增加多少移动速度？	50%	70%	80%	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112286	天龙八部中，骑乘熊能增加多少移动速度？	50%	70%	80%	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112287	天龙八部中，骑乘雪橇能增加多少移动速度？	50%	70%	80%	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112288	天龙八部中，骑乘驯鹿能增加多少移动速度？	50%	70%	80%	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112289	天龙八部中，使用马鞍后能增加坐骑多少移动速度？	10%	20%	30%	#	#	#	-1	1	-1	-1	-1	-1	游戏知识	5
112290	天龙八部中，低级宝石镶嵌符能把镶嵌成功率提升到多少？	20%	50%	70%	#	#	#	-1	1	-1	-1	-1	-1	游戏知识	5
112291	天龙八部中，小洗髓丹能把多少已分配点数转化为潜能？	5点	10点	15点	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112292	天龙八部中，高级宝石镶嵌符能把镶嵌成功率提升到多少？	50%	80%	100%	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112293	天龙八部中，天罡强化精华能强化多少级以上的装备？	20级	30级	40级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112294	天龙八部中，土灵珠的使用次数是多少次？	5次	10次	20次	#	#	#	-1	1	-1	-1	-1	-1	游戏知识	5
112295	天龙八部中，使用高级宝石摘除符后原宝石会下降几个等级？	1个	2个	不会下降	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112296	天龙八部中，能使装备基础属性+10%，并且死亡不掉落的物品叫做什么？	刻铭符	润物露	天罡强化精华	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112297	天龙八部中，适用于1——10级装备的打孔材料是？	玉犀角	牛角	湘妃箭	#	#	#	-1	1	-1	-1	-1	-1	游戏知识	5
112298	天龙八部中，适用于1——20级装备的打孔材料是？	竹箭	湘妃箭	彩虹之箭	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	5
112299	天龙八部中，适用于1——30级装备的打孔材料是？	彩虹之箭	竹箭	牦牛角	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	5
112300	天龙八部中，适用于1——40级装备的打孔材料是？	竹箭	紫竹箭	湘妃箭	#	#	#	-1	1	-1	-1	-1	-1	游戏知识	5
112301	《醉游平泉》诗：“狂歌箕踞酒樽前，眼不看人面向天，洛客最闲唯有我，一年四季到平泉。”这是用来形同洛阳八景之一的平泉的，那么你知道这是谁做的诗吗？	白居易	李白	陶渊明	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112302	你知道苏州的名字有何而来？	因城西南姑苏山	因大部分人姓苏	无法考证	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112303	嵩山是五岳中的？	中岳	西岳	南岳	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112304	嵩山是以什么为界分为太室山和少室山的？	明月峰	卢崖瀑布	少林河	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	5
112305	现存最古老的塔是？	北魏嵩岳寺塔	西湖雷峰塔	西藏镇妖塔	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112306	下列哪个不属于佛教四大名山？	九华山	普陀山	嵩山	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	5
112307	建寺最早、素有“华北屋脊”之称的是？	五台山	普陀山	泰山	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112308	号称山有四百八十寺的是？	九华山	五台山	衡山	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112309	宋元之间，有一位号称“乐笑翁”，兼擅乐律的词学家。他的名字是？	张炎	史达祖	姜夔	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112310	以金顶佛光着称的是？	五台山	峨眉山	青城山	#	#	#	-1	1	-1	-1	-1	-1	杂科百艺	5
112311	峨眉山主峰万佛顶海拔是？	3079.3米	4721.2米	1874.5米	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112312	山顶上终年积雪，被称为“炎天赤日雪不容”的是？	苍山	天山	峨眉山	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112313	苍山又名？	点苍山	苍茫山	青城山	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112314	你可知道闻名中外的大理石产地是？	苍山	青城山	无量山	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112315	欧治子冶铸出的第一把铁剑是？	龙渊宝剑	泰阿宝剑	鱼肠剑	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112316	李世民是李渊的第几子？	第一	第二	第三	#	#	#	-1	1	-1	-1	-1	-1	杂科百艺	5
112317	中国唐朝时期曾和日本有过一次交战，史称“白江口之战”，该战的中国将领是？	刘仁轨	薛仁贵	苏定方	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112318	在唐朝时以“三箭定江山”的故事而闻名的将领是？	薛仁贵	秦叔宝	程咬金	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112319	唐朝时曾三度出使印度，并曾率领尼泊尔骑兵活跃于印度的唐朝将领是？	秦叔宝	王玄策	张仁愿	#	#	#	-1	1	-1	-1	-1	-1	杂科百艺	5
112320	唐玄宗的名字叫做？	李渊	李世民	李隆基	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	5
112321	唐朝将领中有不少是少数民族，其中安禄山是？	高句丽人	胡人	苗人	#	#	#	-1	1	-1	-1	-1	-1	杂科百艺	5
112322	唐朝将领中有不少是少数民族，其中高仙芝是？	高句丽人	胡人	苗人	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112323	平叛安史之乱的将领是？	郭子仪	秦叔宝	薛仁贵	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112324	辽国中有电帅称号的是？	耶律休哥	耶律楚齐	耶律莫哥	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112325	杨门女将穆桂英是谁的老婆？	杨文广	杨再兴	杨宗保	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	5
112326	狄青是哪个朝代的名将？	唐朝	汉朝	宋朝	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	5
112327	包拯所在的朝代是宋朝哪位皇帝在位？	宋光宗	宋仁宗	宋孝宗	#	#	#	-1	1	-1	-1	-1	-1	杂科百艺	5
112328	宋朝时，有一位官员是世界上首位发现时代不同地质及气象亦会有所变化的人，这个人是？	沈括	李时珍	司马光	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112329	宋朝时曾有以八千兵力围困十万金兵的名将是？	韩世忠	岳飞	杨宗保	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
112330	岳飞(1103-1142)，相州汤阴(今属河南)人，是南宋初期的抗金名将。你知道他的字是什么吗？	鹏举	大鹏	鹏飞	#	#	#	1	-1	-1	-1	-1	-1	杂科百艺	5
