INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
9121	131	1	1769	1770	1771	1772	1773	1774	1775	1776	1912	11315	15082	15081	-1	-1	-1	-1	-1	-1	-1	-1
9122	113	1	1769	1770	1771	1772	1773	1774	1775	1776	1913	11313	15082	15081	-1	-1	-1	-1	-1	-1	-1	-1
9123	98	1	1769	1770	1771	1772	1773	1774	1775	1776	1914	11310	15082	15081	-1	-1	-1	-1	-1	-1	-1	-1
9124	86	1	1769	1770	1771	1772	1773	1774	1775	1776	1915	11308	15082	15081	-1	-1	-1	-1	-1	-1	-1	-1
9125	74	1	1769	1770	1771	1772	1773	1774	1775	1776	1916	11305	15082	15081	-1	-1	-1	-1	-1	-1	-1	-1
9126	62	1	1769	1770	1771	1772	1773	1774	1775	1776	1917	11303	15082	15081	-1	-1	-1	-1	-1	-1	-1	-1
9127	55	1	1769	1770	1771	1772	1773	1774	1775	1776	1918	11301	15082	15081	-1	-1	-1	-1	-1	-1	-1	-1
9128	48	1	1769	1770	1771	1772	1773	1774	1775	1776	1919	11299	15082	15081	-1	-1	-1	-1	-1	-1	-1	-1
9129	41	1	1769	1770	1771	1772	1773	1774	1775	1776	1920	11298	15082	15081	-1	-1	-1	-1	-1	-1	-1	-1
9130	166	1	1754	1755	1756	1757	1758	1759	1760	1908	1986	1987	1988	1989	1990	1991	1999	11280	11316	15083	15084	-1
9131	131	1	1754	1755	1756	1757	1758	1759	1760	1912	1986	1987	1988	1989	1990	1991	1998	11280	11315	15085	15086	-1
9132	113	1	1754	1755	1756	1757	1758	1759	1760	1913	1986	1987	1988	1989	1990	1991	1998	11280	11313	15085	15086	-1
9133	98	1	1754	1755	1756	1757	1758	1759	1760	1914	1986	1987	1988	1989	1990	1991	1997	11280	11310	15085	15086	-1
9134	86	1	1754	1755	1756	1757	1758	1759	1760	1915	1986	1987	1988	1989	1990	1991	1997	11280	11308	15085	15086	-1
9135	74	1	1754	1755	1756	1757	1758	1759	1760	1916	1986	1987	1988	1989	1990	1991	1997	11280	11305	15085	15086	-1
9136	62	1	1754	1755	1756	1757	1758	1759	1760	1917	1986	1987	1988	1989	1990	1991	1996	11280	11303	15085	15086	-1
9137	55	1	1754	1755	1756	1757	1758	1759	1760	1918	1986	1987	1988	1989	1990	1991	1996	11280	11301	15085	15086	-1
9138	48	1	1754	1755	1756	1757	1758	1759	1760	1919	1986	1987	1988	1989	1990	1991	1996	11280	11299	15085	15086	-1
9139	41	1	1754	1755	1756	1757	1758	1759	1760	1920	1986	1987	1988	1989	1990	1991	1996	11280	11298	15085	15086	-1
9240	10	1	1854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9241	10	1	1854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9242	10	1	1854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9243	10	1	1854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9244	10	1	1854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9245	10	1	1854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9246	10	1	1854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9247	10	1	1854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9248	10	1	1854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9249	10	1	1854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9250	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9251	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9252	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9253	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9254	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9255	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9256	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9257	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9258	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9259	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9260	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9261	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9262	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9263	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9264	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9265	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9266	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9267	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9268	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9269	10	1	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9320	10	1	1778	1825	1826	1849	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9321	10	1	1778	1825	1826	1849	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9322	10	1	1778	1825	1826	1849	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9323	10	1	1778	1825	1826	1849	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9324	10	1	1778	1825	1826	1849	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9325	10	1	1778	1825	1826	1829	1780	1849	1861	11289	15089	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9326	10	1	1778	1825	1826	1829	1780	1849	1861	11289	15089	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9327	10	1	1778	1825	1826	1829	1780	1849	1861	11289	15089	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9328	10	1	1778	1825	1826	1829	1780	1849	1861	11289	15089	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9329	10	1	1778	1825	1826	1829	1780	1849	1861	11289	15089	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9335	10	1	1810	1813	1813	1813	1814	1814	1814	1847	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9336	10	1	1811	1813	1813	1813	1814	1814	1814	1847	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9337	10	1	1812	1813	1813	1813	1814	1814	1814	1847	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9338	10	1	1812	1813	1813	1813	1814	1814	1814	1847	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9339	10	1	1812	1813	1813	1813	1814	1814	1814	1847	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9345	10	1	1810	1813	1813	1813	1814	1814	1814	1846	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9346	10	1	1811	1813	1813	1813	1814	1814	1814	1846	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9347	10	1	1812	1813	1813	1813	1814	1814	1814	1846	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9348	10	1	1812	1813	1813	1813	1814	1814	1814	1846	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9349	10	1	1812	1813	1813	1813	1814	1814	1814	1846	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9355	10	1	1810	1813	1813	1813	1814	1814	1814	1848	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9356	10	1	1811	1813	1813	1813	1814	1814	1814	1848	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9357	10	1	1812	1813	1813	1813	1814	1814	1814	1848	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9358	10	1	1812	1813	1813	1813	1814	1814	1814	1848	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9359	10	1	1812	1813	1813	1813	1814	1814	1814	1848	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9365	10	1	1810	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9366	10	1	1811	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9367	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9368	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9369	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9375	10	1	1810	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9376	10	1	1811	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9377	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9378	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9379	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9380	10	1	1779	1850	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9381	10	1	1779	1850	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9382	10	1	1779	1850	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9383	10	1	1779	1850	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9384	10	1	1779	1850	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9385	10	1	1779	1830	1831	1834	1850	1861	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			
9386	10	1	1779	1830	1831	1834	1850	1861	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			
9387	10	1	1779	1830	1831	1834	1850	1861	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			
9388	10	1	1779	1830	1831	1834	1850	1861	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			
9389	10	1	1779	1830	1831	1834	1850	1861	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9395	10	1	1810	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9396	10	1	1811	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9397	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9398	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9399	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9405	10	1	1810	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9406	10	1	1811	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9407	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9408	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9409	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9415	10	1	1810	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9416	10	1	1811	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9417	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9418	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9419	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9425	10	1	1810	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9426	10	1	1811	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9427	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9428	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9429	10	1	1812	1813	1813	1813	1814	1814	1814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9430	10	1	1781	1851	15002	15062	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9431	10	1	1781	1851	15002	15062	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9432	10	1	1781	1851	15002	15062	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9433	10	1	1781	1851	15002	15062	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9434	10	1	1781	1851	15002	15062	11289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9435	10	1	1839	1928	1836	1851	1861	1921	1923	15002	15062	15073	15088	-1	-1	-1	-1					
9436	10	1	1839	1928	1836	1851	1861	1921	1923	15002	15062	15073	15088	-1	-1	-1	-1					
9437	10	1	1839	1928	1836	1851	1861	1921	1923	15002	15062	15073	15088	-1	-1	-1	-1					
9438	10	1	1839	1928	1836	1851	1861	1921	1923	15002	15062	15073	15088	-1	-1	-1	-1					
9439	10	1	1839	1928	1836	1851	1861	1921	1923	15002	15062	15073	15088	-1	-1	-1	-1					
9440	10	1	1853	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9441	10	1	1853	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9442	10	1	1853	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9443	10	1	1853	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9444	10	1	1853	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9445	10	1	1853	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9446	10	1	1853	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9447	10	1	1853	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9448	10	1	1853	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9449	10	1	1853	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9450	10	1	1852	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9451	10	1	1852	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9452	10	1	1852	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9453	10	1	1852	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9454	10	1	1852	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9455	10	1	1852	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9456	10	1	1852	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9457	10	1	1852	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9458	10	1	1852	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9459	10	1	1852	1861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9530	10	0	1777	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9531	10	0	1777	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9532	10	0	1777	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9533	10	0	1777	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9534	10	0	1777	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9535	10	0	1777	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9536	10	0	1777	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9537	10	0	1777	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9538	10	0	1777	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9539	10	0	1777	1855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9540	10	1	9111	9110	9106	9115	9122	15063	11323	11340	15075	15076	15090	-1	-1	-1	-1	-1	-1	-1	-1			
9541	10	1	9114	9111	9110	9106	9115	9123	15063	11323	11340	15075	15076	15090	-1	-1	-1	-1	-1	-1	-1	-1		
9543	10	1	9114	9108	9112	9106	9115	9124	15063	11323	11340	15075	15076	15090	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9546	10	1	15063	11323	11340	15075	15076	15090	15091	9106	9107	-1	-1	-1	-1	-1								
9547	10	1	9114	9112	9108	9106	9125	15063	11323	11340	15075	15076	15090	-1	-1	-1	-1	-1	-1	-1	-1	-1		
9621	10	0	688	668	628	43	32	608	618	480	580	20	63	-1	-1	-1	-1	-1	-1	-1	-1	-1
9622	10	0	689	669	629	44	33	609	490	590	21	64	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9623	10	0	689	669	629	10035	34	10601	499	599	22	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9624	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9625	108	0	689	669	629	10036	10025	10602	499	599	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9626	41	1	688	668	628	43	32	608	618	480	580	20	63	9102	-1	-1	-1	-1	-1	-1	-1	-1
9627	61	1	689	669	629	44	33	609	490	590	21	64	9103	-1	-1	-1	-1	-1	-1	-1	-1	-1
9628	88	1	689	669	629	10035	34	10601	499	599	22	65	9104	-1	-1	-1	-1	-1	-1	-1	-1	-1
9629	108	1	689	669	629	10036	10025	10602	499	599	23	66	9105	-1	-1	-1	-1	-1	-1	-1	-1	-1
9630	108	1	689	669	629	10036	10025	10602	499	599	23	66	9105	-1	-1	-1	-1	-1	-1	-1	-1	-1
9631	82	1	688	668	628	43	32	608	618	480	580	20	63	9098	9094	11205	11218	9129	-1	-1	-1	-1
9632	122	1	689	669	629	44	33	609	490	590	21	64	9099	9095	11206	11219	9130	-1	-1	-1	-1	-1
9633	176	1	689	669	629	10035	34	10601	499	599	22	65	9100	9096	11207	11220	9131	-1	-1	-1	-1	-1
9634	216	1	689	669	629	10036	10025	10602	499	599	23	66	9101	9097	11208	11221	9132	-1	-1	-1	-1	-1
9635	216	1	689	669	629	10036	10025	10602	499	599	23	66	9101	9097	11209	11222	9132	-1	-1	-1	-1	-1
9660	370	1	11223	9110	9106	9115	9122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
9661	555	1	11223	9110	9106	9115	9123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
9663	740	1	9108	11224	9106	9115	9124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
9666	1666	1	11225	9109	11226	11227	9116	9126	15004	15063	11323	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
9667	1111	1	11224	9108	9106	9125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
10900	4	0	680	660	1940	35	24	1950	400	500	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10901	4	0	680	660	1940	35	24	1950	401	501	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10902	4	0	680	660	1940	35	24	1950	402	502	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10903	4	0	680	660	1940	35	24	1950	403	503	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10904	4	0	680	660	1940	35	24	1950	404	504	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10905	4	0	680	660	1940	35	24	1950	405	505	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10906	4	0	680	660	1940	35	24	1950	406	506	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10907	4	0	680	660	1940	35	24	1950	407	507	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10908	4	0	680	660	1940	35	24	1950	408	508	12	55	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10909	5	0	681	661	1941	36	25	1423	1951	409	509	13	56	1110	1503	11201	-1	-1	-1	-1	-1	-1
10910	4	0	680	660	1940	35	24	1950	400	500	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10911	4	0	680	660	1940	35	24	1950	401	501	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10912	4	0	680	660	1940	35	24	1950	402	502	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10913	4	0	680	660	1940	35	24	1950	403	503	0	79	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10914	4	0	680	660	1940	35	24	1950	404	504	12	55	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10915	4	0	680	660	1940	35	24	1950	405	505	12	55	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10916	4	0	680	660	1940	35	24	1950	406	506	55	67	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10917	4	0	680	660	1940	35	24	1950	407	507	55	67	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10918	4	0	680	660	1940	35	24	1950	408	508	12	55	11200	-1	-1	-1	-1	-1	-1	-1	-1	-1
10919	5	0	681	661	1941	36	25	1423	1951	409	509	13	56	1110	1503	11201	-1	-1	-1	-1	-1	-1
10920	5	0	681	661	1941	36	25	1423	1951	410	510	1	80	1111	1484	1503	11201	-1	-1	-1	-1	-1
10921	5	0	681	661	1941	36	25	1423	1951	411	511	1	80	1112	1484	1503	11201	-1	-1	-1	-1	-1
10922	5	0	681	661	1941	36	25	1423	1951	411	511	13	56	1112	1484	1503	11201	-1	-1	-1	-1	-1
10923	5	0	681	661	1941	36	25	1423	1951	412	512	13	56	1113	1484	1503	11201	-1	-1	-1	-1	-1
10924	5	0	681	661	1941	36	25	1423	1951	412	512	1	80	1113	1484	1503	11201	-1	-1	-1	-1	-1
10925	5	0	681	661	1941	36	25	1423	1951	413	513	1	80	1114	1484	1503	11201	-1	-1	-1	-1	-1
10926	5	0	681	661	1941	36	25	1423	1951	413	513	56	68	1114	1484	1503	11201	-1	-1	-1	-1	-1
10927	5	0	681	661	1941	36	25	1423	1951	414	514	56	68	1115	1484	1503	11201	-1	-1	-1	-1	-1
10928	5	0	681	661	1941	36	25	1423	1951	414	514	1	80	1115	1484	1503	11201	-1	-1	-1	-1	-1
10929	5	0	681	661	1941	36	25	1423	1951	415	515	1	80	1116	1484	1503	11201	-1	-1	-1	-1	-1
10930	5	0	681	661	1941	36	25	1423	1951	410	510	56	68	1111	1484	1503	11201	-1	-1	-1	-1	-1
10931	5	0	681	661	1941	36	25	1423	1951	411	511	56	68	1112	1484	1503	11201	-1	-1	-1	-1	-1
10932	5	0	681	661	1941	36	25	1423	1951	411	511	1	80	1112	1484	1503	11201	-1	-1	-1	-1	-1
10933	5	0	681	661	1941	36	25	1423	1951	412	512	1	80	1113	1484	1503	11201	-1	-1	-1	-1	-1
10934	5	0	681	661	1941	36	25	1423	1951	412	512	1	80	1113	1484	1503	11201	-1	-1	-1	-1	-1
10935	5	0	681	661	1941	36	25	1423	1951	413	513	1	80	1114	1484	1503	11201	-1	-1	-1	-1	-1
