INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10441186	1	4	41	186	4	151	1	-1	-1	勇士之天恩鞋	36	勇士之天恩鞋	399	1596	157	3	3	-1	-1	Shoes1_16	鞋子	1639	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	2001	0
10441187	1	4	41	187	4	151	1	-1	-1	勇士之天恩鞋	37	勇士之天恩鞋	416	1664	159	3	3	-1	-1	Shoes1_16	鞋子	1639	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49	-1	49	-1	-1	-1	2001	0
10441188	1	4	41	188	4	151	1	-1	-1	勇士之天恩鞋	38	勇士之天恩鞋	433	1732	160	3	3	-1	-1	Shoes1_16	鞋子	1639	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	2001	0
10441189	1	4	41	189	4	151	1	-1	-1	勇士之天恩鞋	39	勇士之天恩鞋	450	1800	161	3	3	-1	-1	Shoes1_16	鞋子	1639	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	51	-1	-1	-1	2001	0
10441190	1	4	41	190	4	151	1	-1	-1	勇士之天恩鞋	40	勇士之天恩鞋	498	1992	162	3	3	-1	-1	Shoes1_16	鞋子	1639	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	-1	52	-1	-1	-1	2001	0
10441191	1	4	41	191	4	45	1	-1	-1	谋士之天恩鞋	31	谋士之天恩鞋	314	1256	151	3	3	-1	-1	Shoes2_3	鞋子	1640	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	42	-1	-1	-1	2001	0
10441192	1	4	41	192	4	45	1	-1	-1	谋士之天恩鞋	32	谋士之天恩鞋	331	1324	152	3	3	-1	-1	Shoes2_3	鞋子	1640	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	43	-1	-1	-1	2001	0
10441193	1	4	41	193	4	45	1	-1	-1	谋士之天恩鞋	33	谋士之天恩鞋	348	1392	154	3	3	-1	-1	Shoes2_3	鞋子	1640	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	44	-1	-1	-1	2001	0
10441194	1	4	41	194	4	45	1	-1	-1	谋士之天恩鞋	34	谋士之天恩鞋	365	1460	155	3	3	-1	-1	Shoes2_3	鞋子	1640	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	2001	0
10441195	1	4	41	195	4	45	1	-1	-1	谋士之天恩鞋	35	谋士之天恩鞋	382	1528	156	3	3	-1	-1	Shoes2_3	鞋子	1640	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	46	-1	-1	-1	2001	0
10441196	1	4	41	196	4	45	1	-1	-1	谋士之天恩鞋	36	谋士之天恩鞋	399	1596	157	3	3	-1	-1	Shoes2_3	鞋子	1640	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	2001	0
10441197	1	4	41	197	4	45	1	-1	-1	谋士之天恩鞋	37	谋士之天恩鞋	416	1664	159	3	3	-1	-1	Shoes2_3	鞋子	1640	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49	-1	49	-1	-1	-1	2001	0
10441198	1	4	41	198	4	45	1	-1	-1	谋士之天恩鞋	38	谋士之天恩鞋	433	1732	160	3	3	-1	-1	Shoes2_3	鞋子	1640	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	2001	0
10441199	1	4	41	199	4	45	1	-1	-1	谋士之天恩鞋	39	谋士之天恩鞋	450	1800	161	3	3	-1	-1	Shoes2_3	鞋子	1640	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	51	-1	-1	-1	2001	0
10441200	1	4	41	200	4	45	1	-1	-1	谋士之天恩鞋	40	谋士之天恩鞋	498	1992	162	3	3	-1	-1	Shoes2_3	鞋子	1640	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	-1	52	-1	-1	-1	2001	0
10441201	1	4	41	201	4	179	1	-1	-1	壮士之天恩鞋	31	壮士之天恩鞋	314	1256	151	3	3	-1	-1	Shoes1_16	鞋子	1641	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	42	-1	-1	-1	2001	0
10441202	1	4	41	202	4	179	1	-1	-1	壮士之天恩鞋	32	壮士之天恩鞋	331	1324	152	3	3	-1	-1	Shoes1_16	鞋子	1641	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	43	-1	-1	-1	2001	0
10441203	1	4	41	203	4	179	1	-1	-1	壮士之天恩鞋	33	壮士之天恩鞋	348	1392	154	3	3	-1	-1	Shoes1_16	鞋子	1641	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	44	-1	-1	-1	2001	0
10441204	1	4	41	204	4	179	1	-1	-1	壮士之天恩鞋	34	壮士之天恩鞋	365	1460	155	3	3	-1	-1	Shoes1_16	鞋子	1641	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	2001	0
10441205	1	4	41	205	4	179	1	-1	-1	壮士之天恩鞋	35	壮士之天恩鞋	382	1528	156	3	3	-1	-1	Shoes1_16	鞋子	1641	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	46	-1	-1	-1	2001	0
10441206	1	4	41	206	4	179	1	-1	-1	壮士之天恩鞋	36	壮士之天恩鞋	399	1596	157	3	3	-1	-1	Shoes1_16	鞋子	1641	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	2001	0
10441207	1	4	41	207	4	179	1	-1	-1	壮士之天恩鞋	37	壮士之天恩鞋	416	1664	159	3	3	-1	-1	Shoes1_16	鞋子	1641	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49	-1	49	-1	-1	-1	2001	0
10441208	1	4	41	208	4	179	1	-1	-1	壮士之天恩鞋	38	壮士之天恩鞋	433	1732	160	3	3	-1	-1	Shoes1_16	鞋子	1641	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	2001	0
10441209	1	4	41	209	4	179	1	-1	-1	壮士之天恩鞋	39	壮士之天恩鞋	450	1800	161	3	3	-1	-1	Shoes1_16	鞋子	1641	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	51	-1	-1	-1	2001	0
10441210	1	4	41	210	4	179	1	-1	-1	壮士之天恩鞋	40	壮士之天恩鞋	498	1992	162	3	3	-1	-1	Shoes1_16	鞋子	1641	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	-1	52	-1	-1	-1	2001	0
10441211	1	4	41	211	4	151	1	-1	-1	典韦之天恩鞋	31	典韦之天恩鞋	314	1256	151	3	3	-1	-1	Shoes1_16	鞋子	1642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	42	-1	-1	-1	2001	0
10441212	1	4	41	212	4	151	1	-1	-1	典韦之天恩鞋	32	典韦之天恩鞋	331	1324	152	3	3	-1	-1	Shoes1_16	鞋子	1642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	43	-1	-1	-1	2001	0
10441213	1	4	41	213	4	151	1	-1	-1	典韦之天恩鞋	33	典韦之天恩鞋	348	1392	154	3	3	-1	-1	Shoes1_16	鞋子	1642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	44	-1	-1	-1	2001	0
10441214	1	4	41	214	4	151	1	-1	-1	典韦之天恩鞋	34	典韦之天恩鞋	365	1460	155	3	3	-1	-1	Shoes1_16	鞋子	1642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	2001	0
10441215	1	4	41	215	4	151	1	-1	-1	典韦之天恩鞋	35	典韦之天恩鞋	382	1528	156	3	3	-1	-1	Shoes1_16	鞋子	1642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	46	-1	-1	-1	2001	0
10441216	1	4	41	216	4	151	1	-1	-1	典韦之天恩鞋	36	典韦之天恩鞋	399	1596	157	3	3	-1	-1	Shoes1_16	鞋子	1642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	2001	0
10441217	1	4	41	217	4	151	1	-1	-1	典韦之天恩鞋	37	典韦之天恩鞋	416	1664	159	3	3	-1	-1	Shoes1_16	鞋子	1642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49	-1	49	-1	-1	-1	2001	0
10441218	1	4	41	218	4	151	1	-1	-1	典韦之天恩鞋	38	典韦之天恩鞋	433	1732	160	3	3	-1	-1	Shoes1_16	鞋子	1642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	2001	0
10441219	1	4	41	219	4	151	1	-1	-1	典韦之天恩鞋	39	典韦之天恩鞋	450	1800	161	3	3	-1	-1	Shoes1_16	鞋子	1642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	51	-1	-1	-1	2001	0
10441220	1	4	41	220	4	151	1	-1	-1	典韦之天恩鞋	40	典韦之天恩鞋	498	1992	162	3	3	-1	-1	Shoes1_16	鞋子	1642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	-1	52	-1	-1	-1	2001	0
10441221	1	4	41	221	4	45	1	-1	-1	马超之天恩鞋	31	马超之天恩鞋	314	1256	151	3	3	-1	-1	Shoes2_3	鞋子	1643	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	42	-1	-1	-1	2001	0
10441222	1	4	41	222	4	45	1	-1	-1	马超之天恩鞋	32	马超之天恩鞋	331	1324	152	3	3	-1	-1	Shoes2_3	鞋子	1643	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	43	-1	-1	-1	2001	0
10441223	1	4	41	223	4	45	1	-1	-1	马超之天恩鞋	33	马超之天恩鞋	348	1392	154	3	3	-1	-1	Shoes2_3	鞋子	1643	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	44	-1	-1	-1	2001	0
10441224	1	4	41	224	4	45	1	-1	-1	马超之天恩鞋	34	马超之天恩鞋	365	1460	155	3	3	-1	-1	Shoes2_3	鞋子	1643	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	2001	0
10441225	1	4	41	225	4	45	1	-1	-1	马超之天恩鞋	35	马超之天恩鞋	382	1528	156	3	3	-1	-1	Shoes2_3	鞋子	1643	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	46	-1	-1	-1	2001	0
10441226	1	4	41	226	4	45	1	-1	-1	马超之天恩鞋	36	马超之天恩鞋	399	1596	157	3	3	-1	-1	Shoes2_3	鞋子	1643	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	2001	0
10441227	1	4	41	227	4	45	1	-1	-1	马超之天恩鞋	37	马超之天恩鞋	416	1664	159	3	3	-1	-1	Shoes2_3	鞋子	1643	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49	-1	49	-1	-1	-1	2001	0
10441228	1	4	41	228	4	45	1	-1	-1	马超之天恩鞋	38	马超之天恩鞋	433	1732	160	3	3	-1	-1	Shoes2_3	鞋子	1643	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	2001	0
10441229	1	4	41	229	4	45	1	-1	-1	马超之天恩鞋	39	马超之天恩鞋	450	1800	161	3	3	-1	-1	Shoes2_3	鞋子	1643	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	51	-1	-1	-1	2001	0
10441230	1	4	41	230	4	45	1	-1	-1	马超之天恩鞋	40	马超之天恩鞋	498	1992	162	3	3	-1	-1	Shoes2_3	鞋子	1643	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	-1	52	-1	-1	-1	2001	0
10441231	1	4	41	231	4	179	1	-1	-1	张辽之天恩鞋	31	张辽之天恩鞋	314	1256	151	3	3	-1	-1	Shoes1_16	鞋子	1644	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	42	-1	-1	-1	2001	0
10441232	1	4	41	232	4	179	1	-1	-1	张辽之天恩鞋	32	张辽之天恩鞋	331	1324	152	3	3	-1	-1	Shoes1_16	鞋子	1644	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	43	-1	-1	-1	2001	0
10441233	1	4	41	233	4	179	1	-1	-1	张辽之天恩鞋	33	张辽之天恩鞋	348	1392	154	3	3	-1	-1	Shoes1_16	鞋子	1644	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	44	-1	-1	-1	2001	0
