INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30402038	3	4	2	38	PetSkill4_12	高级治疗技能书	需要主人手动使用，使用后可以恢复宠物更多的血。#r高级治疗效果比治疗更好。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402039	3	4	2	39	PetSkill2_9	肉墙技能书	需要主人手动使用，使用后在一定时间内宠物可以为主人承受一定伤害。#r#G开阳类技能（同类手动技能不可同时存在）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402040	3	4	2	40	PetSkill2_10	高级肉墙技能书	需要主人手动使用，使用后在一定时间内宠物可以为主人承受更多的伤害。#r高级肉墙效果比肉墙更好。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402041	3	4	2	41	PetSkill4_1	神佑技能书	需要主人手动使用，使用后可以令主人进入一段时间的无敌状态。#r#G开阳类技能（同类手动技能不可同时存在）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402042	3	4	2	42	PetSkill4_2	高级神佑技能书	需要主人手动使用，使用后可以令主人进入更长时间的无敌状态。#r高级神佑效果比神佑更好。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402043	3	4	2	43	PetSkill7_1	嗜血技能书	需要主人手动使用，宠物进入一段时间的嗜血状态（增加外功攻击，减少防御）。#r#G开阳类技能（同类手动技能不可同时存在）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402044	3	4	2	44	PetSkill7_2	高级嗜血技能书	需要主人手动使用，宠物进入更长时间的嗜血状态（增加外功攻击，减少防御）。#r高级嗜血效果比嗜血更好。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402045	3	4	2	45	PetSkill1_9	血祭技能书	需要主人手动使用，使用后可以用宠物的血一定比例转换为主人的气。#r#G开阳类技能（同类手动技能不可同时存在）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402046	3	4	2	46	PetSkill1_10	高级血祭技能书	需要主人手动使用，使用后可以用宠物的血更高比例转换为主人的气。#r高级血祭效果比血祭更好。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402047	3	4	2	47	PetSkill5_6	伪装技能书	需要主人手动使用，使用后可以令宠物进入一段时间的隐身状态。#r#G开阳类技能（同类手动技能不可同时存在）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402048	3	4	2	48	PetSkill5_5	高级伪装技能书	需要主人手动使用，使用后可以令宠物进入更长时间的隐身状态。#r高级伪装效果比伪装更好。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402049	3	4	2	49	PetSkill2_5	附身技能书	需要主人手动使用，使用后可以令宠物短时间内控制一个敌人。#r#G破军类技能（同类手动技能不可同时存在）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402050	3	4	2	50	PetSkill2_6	高级附身技能书	需要主人手动使用，使用后可以令宠物稍长时间内控制一个敌人。#r高级附身效果比附身更好。#r#G破军类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402051	3	4	2	51	PetSkill5_9	寒冰咒技能书	自动施放，单体冰系攻击技能。#r该技能可以在#G洛阳（182，157）#R云渺渺#W处，使用#Y灵兽丹·咒（1级）#W进行升级。#r（#G胆小#W的珍兽施放几率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402052	3	4	2	52	PetSkill5_10	烈火咒技能书	自动施放，单体火系攻击技能。#r该技能可以在#G洛阳（182，157）#R云渺渺#W处，使用#Y灵兽丹·咒（1级）#W进行升级。#r（#G胆小#W的珍兽施放几率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402053	3	4	2	53	PetSkill5_11	血毒咒技能书	自动施放，单体毒系攻击技能。#r该技能可以在#G洛阳（182，157）#R云渺渺#W处，使用#Y灵兽丹·咒（1级）#W进行升级。#r（#G胆小#W的珍兽施放几率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402054	3	4	2	54	PetSkill5_12	玄雷咒技能书	自动施放，单体玄系攻击技能。#r该技能可以在#G洛阳（182，157）#R云渺渺#W处，使用#Y灵兽丹·咒（1级）#W进行升级。#r（#G胆小#W的珍兽施放几率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402055	3	4	2	55	PetSkill1_1	反击技能书	自动施放，使用后有一定机率反击敌人。#r（#G精明#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402056	3	4	2	56	PetSkill1_2	高级反击技能书	自动施放，使用后有更高机率反击敌人。#r高级反击效果比反击更好。#r（#G精明#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402057	3	4	2	57	PetSkill5_15	吸血技能书	自动施放，使用后可以在攻击时有一定机率吸取敌人的血。#r（#G精明#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402058	3	4	2	58	PetSkill5_16	高级吸血技能书	自动施放，使用后可以在攻击时有更高机率吸取敌人的血。#r高级吸血效果比吸血更好。#r（#G精明#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402059	3	4	2	59	PetSkill1_13	反震技能书	自动释放，使用后宠物有一定机率出现反弹伤害。#r（#G精明#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402060	3	4	2	60	PetSkill1_14	高级反震技能书	自动释放，使用后宠物有更高机率出现反弹伤害。#r高级反震效果比反震更好。#r（#G精明#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402061	3	4	2	61	PetSkill4_9	灵动技能书	自动施放，使用后有一定机率减少所受伤害。#r（#G谨慎#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402062	3	4	2	62	PetSkill4_10	高级灵动技能书	自动施放，使用后有更高机率减少所受伤害。#r高级灵动效果比灵动更好。#r（#G谨慎#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402063	3	4	2	63	PetSkill2_7	吸气技能书	自动施放，使用后可以在攻击时有一定机率可以吸取敌人的气。#r（#G谨慎#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402064	3	4	2	64	PetSkill2_8	高级吸气技能书	自动施放，使用后可以在攻击时有更高机率可以吸取敌人的气。#r高级吸气效果比吸气更好。#r（#G谨慎#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402065	3	4	2	65	PetSkill4_5	打怒技能书	自动施放，使用后可以在攻击时有一定机率消减敌人的怒气。#r（#G谨慎#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402066	3	4	2	66	PetSkill4_6	高级打怒技能书	自动施放，使用后可以在攻击时有更高机率消减敌人的怒气。#r高级打怒效果比打怒更好。#r（#G谨慎#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402067	3	4	2	67	PetSkill5_1	忠心技能书	自动施放，使用后有一定机率替主人承受必杀伤害。#r（#G忠诚#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402068	3	4	2	68	PetSkill5_2	高级忠心技能书	自动施放，使用后有更高机率替主人承受必杀伤害。#r高级忠心效果比忠心更好。#r（#G忠诚#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402069	3	4	2	69	PetSkill5_3	灵气技能书	自动施放，使用后有一定机率替主人承受不良状态。#r（#G忠诚#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402070	3	4	2	70	PetSkill5_4	高级灵气技能书	自动施放，使用后有更高机率替主人承受不良状态。#r高级灵气效果比灵气更好。#r（#G忠诚#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402071	3	4	2	71	PetSkill2_15	猛击技能书	自动施放，战斗中有一定机率释放加强外功攻击技能。#r（#G勇猛#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402072	3	4	2	72	PetSkill2_16	高级猛击技能书	自动施放，战斗中有更高几率释放加强外功攻击技能。#r高级猛击效果比猛击更好。#r该技能可以在#G洛阳（182，157）#R云渺渺#W处，使用#Y灵兽丹·咒（1级）#W进行升级。#r（#G勇猛#W性格的珍兽施放几率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402073	3	4	2	73	PetSkill5_7	识破技能书	自动施放，一定程度加强主人识破隐身的能力。	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402074	3	4	2	74	PetSkill5_8	高级识破技能书	自动施放，更高程度加强主人识破隐身的能力。#r高级识破效果比识破更好。	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402075	3	4	2	75	PetSkill6_5	虚弱	自动施放，使用后有一定机率降低目标的内外功攻击。#r（#G谨慎#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402076	3	4	2	76	PetSkill6_6	高级虚弱	自动施放，使用后有更大机率降低目标的内外功攻击。#r高级虚弱效果比虚弱更好。#r（#G谨慎#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402077	3	4	2	77	PetSkill6_7	破绽	自动施放，使用后有一定机率降低目标的内外功防御。#r（#G谨慎#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402078	3	4	2	78	PetSkill6_8	高级破绽	自动施放，使用后有更大机率降低目标的内外功防御。#r高级破绽效果比破绽效果更好。#r（#G谨慎#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402079	3	4	2	79	PetSkill6_15	摔绊	自动施放，使用后有一定机率降低目标的移动速度。#r（#G精明#W性格的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402080	3	4	2	80	PetSkill6_16	高级摔绊	自动施放，使用后有更大机率降低目标的移动速度。#r高级摔绊效果比摔绊效果更好。#r（#G精明#W性格的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402081	3	4	2	81	PetSkill6_10	解穴	需要主人手动使用，使用后可以解除主人的封穴状态。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402082	3	4	2	82	PetSkill6_11	清醒	需要主人手动使用，使用后可以解除主人的昏睡状态。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402083	3	4	2	83	PetSkill6_12	明目	需要主人手动使用，使用后可以解除主人的失明状态。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402084	3	4	2	84	PetSkill6_13	轻灵	需要主人手动使用，使用后可以解除主人的僵硬状态。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402085	3	4	2	85	PetSkill6_9	固元	需要主人手动使用，使用后可以解除主人的散功状态。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402086	3	4	2	86	PetSkill6_14	洒脱	需要主人手动使用，使用后可以解除主人的定身状态。#r#G开阳类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402087	3	4	2	87	MenpaiLiveSkill2_14	冰天雪地技能书	需要主人手动使用，冰系群体攻击技能。#r#G破军类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402088	3	4	2	88	MenpaiLiveSkill2_13	烈火燎原技能书	需要主人手动使用，火系群体攻击技能。#r#G破军类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402089	3	4	2	89	MenpaiLiveSkill2_16	血毒万里技能书	需要主人手动使用，毒系群体攻击技能。#r#G破军类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402090	3	4	2	90	MenpaiLiveSkill2_15	五雷轰顶技能书	需要主人手动使用，玄系群体攻击技能。#r#G破军类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402091	3	4	2	91	PetSkill6_1	连击技能书	自动施放，使用有在攻击中有一定机率对敌人发动两次攻击。#r（#G勇猛#W的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402092	3	4	2	92	PetSkill6_2	高级连击技能书	自动施放，使用有在攻击中有更大机率对敌人发动两次攻击。#r高级连击效果比连击更好。#r（#G勇猛#W的宠物施放机率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402093	3	4	2	93	PetSkill6_3	痛击技能书	自动施放，战斗中有一定机率增加宠物的内功攻击。#r（#G胆小#W的宠物施放机率最高）	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402094	3	4	2	94	PetSkill6_4	高级痛击技能书	自动施放，战斗中有更高几率增加珍兽的内功攻击。#r高级痛击效果比痛击更好。#r该技能可以在#G洛阳（182，157）#R云渺渺#W处，使用#Y灵兽丹·咒（1级）#W进行升级。#r（#G胆小#W的珍兽施放几率最高）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402095	3	4	2	95	PetSkill4_15	咆哮技能书	需要主人手动使用，使用后可以大范围攻击很多个目标。#r#G破军类技能（同类手动技能不可同时存在）	1	200000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	1
30402096	3	4	2	96	PetSkill7_4	冰魂技能书	特性，增强自身的冰抗性50点。#r该技能可以在#G洛阳（182，157）#R云渺渺#W处，使用#Y灵兽丹·虚（1级）#W进行升级。	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402097	3	4	2	97	PetSkill7_6	火魂技能书	特性，增强自身的火抗性50点。#r该技能可以在#G洛阳（182，157）#R云渺渺#W处，使用#Y灵兽丹·虚（1级）#W进行升级。	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402098	3	4	2	98	PetSkill7_5	毒魂技能书	特性，增强自身的毒抗性50点。#r该技能可以在#G洛阳（182，157）#R云渺渺#W处，使用#Y灵兽丹·虚（1级）#W进行升级。	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30402099	3	4	2	99	PetSkill7_3	玄魂技能书	特性，增强自身的玄抗性50点。#r该技能可以在#G洛阳（182，157）#R云渺渺#W处，使用#Y灵兽丹·虚（1级）#W进行升级。	1	50000	1000	5	1	336096	86	1	-1	-1	-1	5	技能书	1	0	2005	-1	0
30501001	3	5	1	1	TaskTools1_13	门派召集令	使用此物品可以迅速回到门派。#r#c00FF00（右键点击即可使用）	10	10000	100	19	20	340001	75	1	-1	-1	-1	4	杂物	1	0	2000	-1	0
30501002	3	5	1	2	TaskTools1_13	门派召集令	使用此物品可以迅速回到门派。#r#c00FF00（右键点击即可使用）	10	10000	100	5	20	340001	75	1	-1	-1	-1	4	杂物	1	0	2000	-1	0
30501003	3	5	1	3	Merchandise3_4	易容丹：黑熊	改变外形，使你变成#R黑熊。#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501004	3	5	1	4	Scroll_1	大理回城符	传送玩家去大理。#r#c00FF00（右键点击即可使用）	20	1000	250	5	20	334831	36	1	-1	-1	-1	4	杂物	4	0	2000	-1	0
30501005	3	5	1	5	Scroll_1	苏州回城符	传送玩家去苏州。#r#c00FF00（右键点击即可使用）	20	1000	250	5	20	334832	36	1	-1	-1	-1	4	杂物	4	0	2000	-1	0
30501006	3	5	1	6	Scroll_1	洛阳回城符	传送玩家去洛阳。#r#c00FF00（右键点击即可使用）	20	1000	250	5	20	334833	36	1	-1	-1	-1	4	杂物	4	0	2000	-1	0
30501007	3	5	1	7	Merchandise3_4	易容丹：鳄鱼帮打手	改变外形，使你变成#R鳄鱼帮打手#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501008	3	5	1	8	Merchandise3_4	易容丹：狼族荆棘使	改变外形，使你变成#R狼族荆棘使#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501009	3	5	1	9	Merchandise3_4	易容丹：山越刀客	改变外形，使你变成#R山越刀客#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501010	3	5	1	10	Merchandise3_4	易容丹：石人偃师	改变外形，使你变成#R石人偃师#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501011	3	5	1	11	Merchandise3_4	易容丹：水鬼刺客	改变外形，使你变成#R水鬼刺客#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501012	3	5	1	12	Merchandise3_4	易容丹：叶岩石人	改变外形，使你变成#R叶岩石人#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501013	3	5	1	13	Merchandise3_4	易容丹：遗弃木人	改变外形，使你变成#R遗弃木人#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501014	3	5	1	14	Merchandise3_4	易容丹：南海海盗	改变外形，使你变成#R南海海盗#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501015	3	5	1	15	Merchandise3_4	易容丹：雪山猎人	改变外形，使你变成#R雪山猎人#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501016	3	5	1	16	Merchandise3_4	易容丹：蓑衣野人	改变外形，使你变成#R蓑衣野人#r#c00FF00（右键点击即可使用）	10	10000	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501017	3	5	1	17	Charm2_5	红色定位符	1级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	5000	180	16	1	334846	63	1	39	1	-1	4	杂物	1	0	2000	-1	0
30501018	3	5	1	18	Charm2_4	蓝色定位符	1级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	5000	180	16	1	334846	63	1	39	1	-1	4	杂物	1	0	2000	-1	0
30501019	3	5	1	19	Charm2_6	白色定位符	1级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	5000	180	16	1	334846	63	1	39	1	-1	4	杂物	1	0	2000	-1	0
30501020	3	5	1	20	Charm2_1	绿色定位符	1级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	5000	180	16	1	334846	63	1	39	1	-1	4	杂物	1	0	2000	-1	0
30501021	3	5	1	21	Charm2_3	黄色定位符	1级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	5000	180	16	1	334846	63	1	39	1	-1	4	杂物	1	0	2000	-1	0
30501022	3	5	1	22	Charm2_2	紫色定位符	1级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	5000	180	16	1	334846	63	1	39	1	-1	4	杂物	1	0	2000	-1	0
30501023	3	5	1	23	Charm2_5	红色定位符	2级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	10000	250	16	1	334846	63	1	39	2	-1	4	杂物	2	0	2000	-1	0
30501024	3	5	1	24	Charm2_4	蓝色定位符	2级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	10000	250	16	1	334846	63	1	39	2	-1	4	杂物	2	0	2000	-1	0
30501025	3	5	1	25	Charm2_6	白色定位符	2级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	10000	250	16	1	334846	63	1	39	2	-1	4	杂物	2	0	2000	-1	0
30501026	3	5	1	26	Charm2_1	绿色定位符	2级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	10000	250	16	1	334846	63	1	39	2	-1	4	杂物	2	0	2000	-1	0
30501027	3	5	1	27	Charm2_3	黄色定位符	2级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	10000	250	16	1	334846	63	1	39	2	-1	4	杂物	2	0	2000	-1	0
30501028	3	5	1	28	Charm2_2	紫色定位符	2级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	10000	250	16	1	334846	63	1	39	2	-1	4	杂物	2	0	2000	-1	0
30501029	3	5	1	29	Charm2_5	红色定位符	3级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	15000	375	16	1	334846	63	1	39	3	-1	4	杂物	3	0	2000	-1	0
30501030	3	5	1	30	Charm2_4	蓝色定位符	3级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	15000	375	16	1	334846	63	1	39	3	-1	4	杂物	3	0	2000	-1	0
30501031	3	5	1	31	Charm2_6	白色定位符	3级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	15000	375	16	1	334846	63	1	39	3	-1	4	杂物	3	0	2000	-1	0
30501032	3	5	1	32	Charm2_1	绿色定位符	3级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	15000	375	16	1	334846	63	1	39	3	-1	4	杂物	3	0	2000	-1	0
30501033	3	5	1	33	Charm2_3	黄色定位符	3级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	15000	375	16	1	334846	63	1	39	3	-1	4	杂物	3	0	2000	-1	0
30501034	3	5	1	34	Charm2_2	紫色定位符	3级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	15000	375	16	1	334846	63	1	39	3	-1	4	杂物	3	0	2000	-1	0
30501035	3	5	1	35	Scroll_1	投降书	使用之后可以降低漕运时遇敌的概率。#r#c00FF00（右键点击即可使用）	1	10	2	5	20	330136	78	1	-1	-1	-1	4	投降书	1	0	2000	-1	0
30501036	3	5	1	36	CircularTaskTool6_7	元宝票	使用之后将会兑换成元宝。#r#c00FF00（右键点击即可使用）	1	4	1	17	1	-1	78	1	-1	-1	-1	4	元宝票	1	0	2000	-1	0
30501037	3	5	1	37	Charm2_5	红色定位符	4级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	20000	500	16	1	334846	63	1	39	4	-1	4	杂物	4	0	2000	-1	0
30501038	3	5	1	38	Charm2_4	蓝色定位符	4级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	20000	500	16	1	334846	63	1	39	4	-1	4	杂物	4	0	2000	-1	0
30501039	3	5	1	39	Charm2_6	白色定位符	4级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	20000	500	16	1	334846	63	1	39	4	-1	4	杂物	4	0	2000	-1	0
30501040	3	5	1	40	Charm2_1	绿色定位符	4级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	20000	500	16	1	334846	63	1	39	4	-1	4	杂物	4	0	2000	-1	0
30501041	3	5	1	41	Charm2_3	黄色定位符	4级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	20000	500	16	1	334846	63	1	39	4	-1	4	杂物	4	0	2000	-1	0
30501042	3	5	1	42	Charm2_2	紫色定位符	4级，使用将你传送到指定的位置。#r#c00FF00（右键点击即可使用）	10	20000	500	16	1	334846	63	1	39	4	-1	4	杂物	4	0	2000	-1	0
30501100	3	5	1	100	Cloth3_12	粽子	端午节的粽子，使用之后可以获得价值2元人民币的赠点80点。#r#c00FF00（右键点击即可使用）	1	4	1	11	1	332300	78	1	-1	-1	-1	4	特殊物品	1	0	2000	-1	0
30501101	3	5	1	101	Merchandise3_4	易容丹：雪人	改变外形，使你变成#R雪人#r#c00FF00（右键点击即可使用）	10	4	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501102	3	5	1	102	Merchandise3_4	易容丹：冰块	改变外形，使你变成#R冰块#r#c00FF00（右键点击即可使用）	10	4	1	5	1	300029	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501103	3	5	1	103	Cloth6_1	冰镇西瓜	甜到心里的冰镇西瓜，具有神奇的功效，注意不要乱扔西瓜皮。#r#Y人物基础外功攻击+15%#r#Y人物基础内功攻击+15%#r#Y效果持续60分钟#r#c00FF00（右键点击即可使用）	10	4	1	5	1	333017	78	1	-1	-1	-1	4	特殊物品	4	0	2000	-1	0
30501104	3	5	1	104	Cloth6_14	萤火虫	神奇的萤火虫，在夏日夜晚出没，可以发出美丽的光。#r#G可以出售给商人换取金钱。	1	4000	1000	4	40	-1	-1	-1	-1	-1	-1	-1	特殊物品	4	0	2000	-1	0
30501105	3	5	1	105	Cloth6_7	萤光之舞	放出无数只萤火虫，照亮漆黑的夜空。#r#c00FF00（右键点击即可使用）	10	4	1	5	20	331010	77	1	-1	-1	-1	0	特殊物品	1	0	2005	-1	0
30501106	3	5	1	106	Cloth6_15	雪球	扔出一个雪球。#r#c00FF00（右键点击即可使用）	10	200	50	5	20	330002	79	1	-1	-1	-1	7	特殊物品	1	0	2005	-1	0
