INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
13553	卢君逸	1	45	11828	0	10	5	-1	9	40	3	0.1	-1	1	6303	2960	6303	3552	89388	7162	0	0	2759	438	23	23	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2315	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_1	1200	2400	49	12790	6857	3220	6857	3865	97250	1	10	10	0	0	2	4	0	0	0
13554	公孙圣	1	45	11828	0	10	5	-1	9	40	3	0.1	-1	1	8824	2960	6303	3552	89388	7162	0	0	2759	438	23	23	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2321	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_7	1200	2400	49	12790	9600	3220	6857	3865	97250	1	10	10	0	0	2	4	0	0	0
13555	关盛	1	45	11828	0	10	5	-1	9	40	3	0.1	-1	1	8824	2960	6303	3552	89388	7162	0	0	2759	438	23	23	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2320	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_6	1200	2400	49	12790	9600	3220	6857	3865	97250	1	10	10	0	0	2	4	0	0	0
13556	鲁志生	1	45	11828	0	10	5	-1	9	40	3	0.1	-1	1	8824	2960	6303	3552	89388	7162	0	0	2759	438	23	23	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2314	1	1	-1	100	100	set:CommonNPCHeader15 image:CommonNPCHeader15_25	1200	2400	49	12790	9600	3220	6857	3865	97250	1	10	10	0	0	2	4	0	0	0
13557	呼延啄	1	45	11828	0	10	5	-1	9	40	3	0.1	-1	1	8824	2960	6303	3552	89388	7162	0	0	2759	438	23	23	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2319	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_5	1200	2400	49	12790	9600	3220	6857	3865	97250	1	10	10	0	0	2	4	0	0	0
13558	林充	1	45	11828	0	10	5	-1	9	40	3	0.1	-1	1	8824	2960	6303	3552	175338	7162	0	0	2759	438	23	23	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2316	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_2	1200	2400	49	12790	9600	3220	6857	3865	190760	1	10	10	0	0	2	4	0	0	0
13559	秦冥	1	45	11828	0	10	5	-1	9	40	3	0.1	-1	1	8824	2960	6303	3552	175338	7162	0	0	2759	438	23	23	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2313	1	1	-1	100	100	set:CommonNPCHeader15 image:CommonNPCHeader15_24	1200	2400	49	12790	9600	3220	6857	3865	190760	1	10	10	0	0	2	4	0	0	0
13560	花容	1	45	11828	0	10	5	-1	9	40	3	0.1	-1	1	8824	2960	6303	3552	175338	7162	0	0	2759	438	23	23	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2318	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_4	1200	2400	49	12790	9600	3220	6857	3865	190760	1	10	10	0	0	2	4	0	0	0
13561	武颂	1	45	11828	0	10	5	-1	9	40	3	0.1	-1	1	8824	2960	6303	3552	175338	7162	0	0	2759	438	23	23	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2310	1	1	-1	100	100	set:CommonNPCHeader15 image:CommonNPCHeader15_21	1200	2400	49	12790	9600	3220	6857	3865	190760	1	10	10	0	0	2	4	0	0	0
13565	少林云游武僧	0	35	748	0	10	6	-1	8	20	1	0.1	1	0	6303	2960	6303	2960	28608	1117	0	0	395	68	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	44	1036	6303	2960	6303	2960	40348	1	12	10	0	0	2	1	0	0	0
13566	少林云游武僧	0	45	1058	0	10	6	-1	8	20	1	0.1	1	0	6303	2960	6303	2960	45381	1432	0	0	551	87	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	54	1392	6303	2960	6303	2960	60403	1	12	10	0	0	2	1	0	0	0
13567	少林云游武僧	0	55	1416	0	10	6	-1	8	20	1	0.1	1	0	6303	2960	6303	2960	68968	1747	0	0	784	106	5	5	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	64	1794	6303	2960	6303	2960	88172	1	12	10	0	0	2	1	0	0	0
13568	少林云游武僧	0	65	1820	0	10	6	-1	8	20	1	0.1	1	0	6303	2960	6303	2960	95590	2062	0	0	1058	126	6	6	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	74	2246	6303	2960	6303	2960	118613	1	12	10	0	0	2	1	0	0	0
13569	少林云游武僧	0	75	2274	0	10	6	-1	8	20	1	0.1	1	0	6303	2960	6303	2960	121728	2377	0	0	1372	145	7	7	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	84	2744	6303	2960	6303	2960	147596	1	12	10	0	0	2	1	0	0	0
13570	少林云游武僧	0	85	2776	0	10	6	-1	8	20	1	0.1	1	0	6303	2960	6303	2960	156811	2692	0	0	1726	164	7	7	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	94	3128	6303	2960	6303	2960	186654	1	12	10	0	0	2	1	0	0	0
13571	少林云游武僧	0	95	3160	0	10	6	-1	8	20	1	0.1	1	0	6303	2960	6303	2960	224560	3007	0	0	1927	183	8	8	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	104	3498	6303	2960	6303	2960	263280	1	12	10	0	0	2	1	0	0	0
13572	少林云游武僧	0	105	3530	0	10	6	-1	8	20	1	0.1	1	0	6303	2960	6303	2960	265800	3322	0	0	2129	202	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	114	3852	6303	2960	6303	2960	307712	1	12	10	0	0	2	1	0	0	0
13573	少林云游武僧	0	115	3884	0	10	6	-1	8	20	1	0.1	1	0	6303	2960	6303	2960	310400	3637	0	0	2331	222	10	10	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1607	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_19	1200	2400	124	4178	6303	2960	6303	2960	334592	1	12	10	0	0	2	1	0	0	0
13574	盗书恶僧	0	30	2032	0	10	2	-1	9	20	1	0.1	-1	0	4055	476	4055	476	19660	2880	0	0	352	70	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	299	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_10	1200	2400	39	2568	5252	616	5252	616	25466	1	28	10	0	0	2	3	0	0	0
13575	盗书恶僧	0	40	2961	0	10	2	-1	9	20	1	0.1	-1	0	5385	632	5385	632	29376	3825	0	0	589	93	5	5	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	299	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_10	1200	2400	49	3566	6583	773	6583	773	35907	1	28	10	0	0	2	3	0	0	0
13576	盗书恶僧	0	50	4040	0	10	2	-1	9	20	1	0.1	-1	0	7051	788	7051	788	40704	4770	0	0	857	116	6	6	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	299	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_10	1200	2400	59	4713	7913	929	7913	929	47961	1	28	10	0	0	2	3	0	0	0
13577	盗书恶僧	0	60	5262	0	10	2	-1	9	20	1	0.1	-1	0	8449	944	8449	944	53644	5715	0	0	1173	139	7	7	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	299	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_10	1200	2400	69	6004	9244	1085	9244	1085	61628	1	28	10	0	0	2	3	0	0	0
13578	盗书恶僧	0	70	6640	0	10	2	-1	9	20	1	0.1	-1	0	9846	1101	9846	1101	68198	6660	0	0	1537	162	7	7	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	299	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_10	1200	2400	79	7451	10574	1241	10574	1241	76907	1	28	10	0	0	2	3	0	0	0
13579	盗书恶僧	0	80	8168	0	10	2	-1	9	20	1	0.1	-1	0	12648	1257	12648	1257	84364	7605	0	0	1950	185	8	8	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	299	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_10	1200	2400	89	9041	13393	1397	13393	1397	93799	1	28	10	0	0	2	3	0	0	0
13580	盗书恶僧	0	90	9353	0	10	2	-1	9	20	1	0.1	-1	0	17305	1413	17305	1413	102144	8550	0	0	2192	208	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	299	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_10	1200	2400	99	10244	16544	1554	16544	1554	112304	1	28	10	0	0	2	3	0	0	0
13581	盗书恶僧	0	100	10500	0	10	2	-1	9	20	1	0.1	-1	0	20889	1569	20889	1569	121536	9495	0	0	2434	231	10	10	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	299	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_10	1200	2400	109	11410	18208	1710	18208	1710	132422	1	28	10	0	0	2	3	0	0	0
13582	盗书恶僧	0	110	11597	0	10	2	-1	9	20	1	0.1	-1	0	22968	1726	22968	1726	142540	10440	0	0	2676	254	11	11	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	299	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_10	1200	2400	109	11410	18208	1710	18208	1710	132422	1	28	10	0	0	2	3	0	0	0
13583	伪官军	0	30	1285	0	10	23	-1	9	20	1	0.1	-1	0	1824	476	1824	476	15728	1152	0	0	352	70	4	4	2450	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	39	1624	2363	616	2363	616	20373	1	28	10	0	0	2	5	0	0	0
13584	伪官军	0	40	1873	0	10	23	-1	9	20	1	0.1	-1	0	2423	632	2423	632	23500	1530	0	0	589	93	5	5	2450	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	49	2255	2962	773	2962	773	28726	1	28	10	0	0	2	5	0	0	0
13585	伪官军	0	50	2555	0	10	23	-1	9	20	1	0.1	-1	0	3173	788	3173	788	32563	1908	0	0	857	116	6	6	2450	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	59	2981	3561	929	3561	929	38369	1	28	10	0	0	2	5	0	0	0
13586	伪官军	0	60	3328	0	10	23	-1	9	20	1	0.1	-1	0	4752	944	4752	944	46939	2286	0	0	1173	139	7	7	2450	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	69	3797	5199	1085	5199	1085	53924	1	28	10	0	0	2	5	0	0	0
13587	伪官军	0	70	4199	0	10	23	-1	9	20	1	0.1	-1	0	5538	1101	5538	1101	59673	2664	0	0	1537	162	7	7	2450	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	79	4712	5948	1241	5948	1241	67294	1	28	10	0	0	2	5	0	0	0
13588	伪官军	0	80	5166	0	10	23	-1	9	20	1	0.1	-1	0	7589	1257	7589	1257	84364	3042	0	0	1950	185	8	8	2450	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	89	5718	8036	1397	8036	1397	93799	1	28	10	0	0	2	5	0	0	0
13589	伪官军	0	90	5915	0	10	23	-1	9	20	1	0.1	-1	0	11075	1413	11075	1413	127680	3420	0	0	2192	208	9	9	2450	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	99	6479	10588	1554	10588	1554	140380	1	28	10	0	0	2	5	0	0	0
13590	伪官军	0	100	6641	0	10	23	-1	9	20	1	0.1	-1	0	13368	1569	13368	1569	151920	3798	0	0	2434	231	10	10	2450	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	109	7216	11653	1710	11653	1710	165528	1	28	10	0	0	2	5	0	0	0
13591	伪官军	0	110	7335	0	10	23	-1	9	20	1	0.1	-1	0	14699	1726	14699	1726	178176	4176	0	0	2676	254	11	11	2450	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	109	7216	11653	1710	11653	1710	165528	1	28	10	0	0	2	5	0	0	0
13592	蒙面恶僧	0	30	13551	0	10	23	290	9	40	3	0.1	-1	1	3041	1190	3041	1190	122880	2880	0	0	882	176	10	10	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2305	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_1	1200	2400	39	17126	3939	1541	3939	1541	159168	1	28	10	0	0	2	3	0	0	0
13593	蒙面恶僧	0	40	19745	0	10	23	290	9	40	3	0.1	-1	1	4039	1581	4039	1581	183600	3825	0	0	1474	234	12	12	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2305	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_1	1200	2400	49	23777	4937	1932	4937	1932	224424	1	28	10	0	0	2	3	0	0	0
13594	蒙面恶僧	0	50	26936	0	10	23	290	9	40	3	0.1	-1	1	5288	1971	5288	1971	254400	4770	0	0	2143	291	15	15	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2305	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_1	1200	2400	59	31426	5935	2323	5935	2323	299760	1	28	10	0	0	2	3	0	0	0
13595	蒙面恶僧	0	60	35084	0	10	23	290	9	40	3	0.1	-1	1	6336	2362	6336	2362	335280	5715	0	0	2933	349	17	17	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2305	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_1	1200	2400	69	40031	6933	2713	6933	2713	385176	1	28	10	0	0	2	3	0	0	0
13596	蒙面恶僧	0	70	44271	0	10	23	290	9	40	3	0.1	-1	1	7384	2752	7384	2752	426240	6660	0	0	3844	406	19	19	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2305	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_1	1200	2400	79	49675	7931	3104	7931	3104	480672	1	28	10	0	0	2	3	0	0	0
13597	蒙面恶僧	0	80	54455	0	10	23	290	9	40	3	0.1	-1	1	9837	3143	9837	3143	527280	7605	0	0	4876	464	22	22	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2305	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_1	1200	2400	89	60275	10417	3494	10417	3494	586248	1	28	10	0	0	2	3	0	0	0
13598	蒙面恶僧	0	90	62353	0	10	23	290	9	40	3	0.1	-1	1	12113	3534	12113	3534	638400	8550	0	0	5481	522	24	24	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2305	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_1	1200	2400	99	68298	11581	3885	11581	3885	701904	1	28	10	0	0	2	3	0	0	0
13599	蒙面恶僧	0	100	70002	0	10	23	290	9	40	3	0.1	-1	1	14622	3924	14622	3924	759600	9495	0	0	6085	579	27	27	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2305	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_1	1200	2400	109	76071	12745	4276	12745	4276	827640	1	28	10	0	0	2	3	0	0	0
13600	蒙面恶僧	0	110	77318	0	10	23	290	9	40	3	0.1	-1	1	16077	4315	16077	4315	890880	10440	0	0	6690	637	29	29	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2305	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_1	1200	2400	119	83429	13909	4666	13909	4666	963456	1	28	10	0	0	2	3	0	0	0
13700	妖星伏兵	1	45	0	0	10	16	-1	9	20	1	0.1	-1	0	2722	710	2420	710	16502	1719	0	0	662	105	5	5	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	390	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_6	1200	2400	49	0	2962	773	2633	773	17953	1	28	10	0	0	2	5	0	0	0
13701	妖星伏兵	1	50	0	0	10	16	-1	9	20	1	0.1	-1	0	3173	788	2820	788	20352	1908	0	0	857	116	6	6	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	390	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_6	1200	2400	59	0	3561	929	3165	929	23980	1	28	10	0	0	2	5	0	0	0
13702	妖星伏兵	1	60	1	0	10	16	-1	9	20	1	0.1	-1	0	3802	944	3379	944	26822	2286	0	0	1173	139	7	7	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	390	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_6	1200	2400	69	1	4159	1085	3697	1085	30814	1	28	10	0	0	2	5	0	0	0
13703	妖星伏兵	1	70	1	0	10	16	-1	9	20	1	0.1	-1	0	4430	1101	3938	1101	34099	2664	0	0	1537	162	7	7	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	390	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_6	1200	2400	79	1	4758	1241	4229	1241	38453	1	28	10	0	0	2	5	0	0	0
13704	妖星伏兵	1	80	1	0	10	16	-1	9	20	1	0.1	-1	0	5059	1257	4497	1257	42182	3042	0	0	1950	185	8	8	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	390	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_6	1200	2400	89	1	5357	1397	4762	1397	46899	1	28	10	0	0	2	5	0	0	0
13705	妖星伏兵	1	90	1	0	10	16	-1	9	20	1	0.1	-1	0	7614	1696	6922	1696	63840	3420	0	0	2192	208	9	9	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	390	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_6	1200	2400	99	2	7279	1865	6617	1865	70190	1	28	10	0	0	2	5	0	0	0
13706	妖星伏兵	1	100	2	0	10	16	-1	9	20	1	0.1	-1	0	9191	1883	8355	1883	75960	3798	0	0	2434	231	10	10	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	390	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_6	1200	2400	109	2	8011	2052	7283	2052	82764	1	28	10	0	0	2	5	0	0	0
13707	妖星伏兵	1	110	2	0	10	16	-1	9	20	1	0.1	-1	0	10105	2071	9187	2071	89088	4176	0	0	2676	254	11	11	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	390	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_6	1200	2400	119	2	8743	2240	7948	2240	96345	1	28	10	0	0	2	5	0	0	0
13708	妖星伏兵	1	120	2	0	10	16	-1	9	20	1	0.1	-1	0	11020	2258	10018	2258	97152	4554	0	0	2918	277	12	12	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	390	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_6	1200	2400	129	2	9475	2427	8613	2427	104409	1	28	10	0	0	2	5	0	0	0
13709	公孙圣	1	45	5	0	10	16	-1	9	40	3	0.1	-1	1	8824	2960	6303	3552	321796	7162	0	0	2759	438	23	23	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2321	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_7	1200	2400	49	6	9600	3220	6857	3865	350101	1	28	10	0	0	2	4	0	0	0
13710	公孙圣	1	50	7	0	10	16	-1	9	40	3	0.1	-1	1	10284	3286	7345	3943	488448	7950	0	0	3572	486	25	25	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2321	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_7	1200	2400	59	8	11540	3871	8243	4646	575539	1	28	10	0	0	2	4	0	0	0
13711	公孙圣	1	60	9	0	10	16	-1	9	40	3	0.1	-1	1	12321	3937	8801	4724	643737	9525	0	0	4888	582	29	29	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2321	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_7	1200	2400	69	10	13481	4522	9629	5427	739537	1	28	10	0	0	2	4	0	0	0
13712	公孙圣	1	70	11	0	10	16	-1	9	40	3	0.1	-1	1	14358	4588	10256	5505	818380	11100	0	0	6407	678	33	33	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2321	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_7	1200	2400	79	13	15421	5173	11015	6208	922890	1	28	10	0	0	2	4	0	0	0
13713	公孙圣	1	80	14	0	10	16	-1	9	40	3	0.1	-1	1	16396	5239	11711	6286	1740024	12675	0	0	8127	774	37	37	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2321	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_7	1200	2400	89	16	17361	5824	12401	6989	1934618	1	28	10	0	0	2	4	0	0	0
13714	公孙圣	1	90	16	0	10	16	-1	9	40	3	0.1	-1	1	25957	7068	20189	8246	3106880	14250	0	0	9135	870	41	41	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2321	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_7	1200	2400	99	18	24817	7771	19302	9066	3415932	1	28	10	0	0	2	4	0	0	0
13715	公孙圣	1	100	18	0	10	16	-1	9	40	3	0.1	-1	1	31333	7849	24370	9157	3696720	15825	0	0	10143	966	45	45	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2321	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_7	1200	2400	109	20	27312	8552	21242	9977	4027848	1	28	10	0	0	2	4	0	0	0
13716	公孙圣	1	110	20	0	10	16	-1	9	40	3	0.1	-1	1	34452	8630	26796	10068	4335616	17400	0	0	11151	1062	49	49	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2321	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_7	1200	2400	119	22	29806	9333	23183	10889	4688819	1	28	10	0	0	2	4	0	0	0
13717	公孙圣	1	120	22	0	10	16	-1	9	40	3	0.1	-1	1	37570	9411	29221	10980	4728064	18975	0	0	12159	1158	53	53	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2321	1	1	-1	100	100	set:CommonNPCHeader16 image:CommonNPCHeader16_7	1200	2400	129	24	32301	10114	25123	11800	5081267	1	28	10	0	0	2	4	0	0	0
13750	摸金校尉	0	40	2435	0	10	0	291	9	20	1	0.1	-1	0	2692	632	2692	632	44064	1530	0	0	589	93	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2398	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_25	1200	2400	49	2932	3291	773	3291	773	53861	1	28	10	0	0	2	5	0	0	0
13751	摸金校尉	0	50	3322	0	10	0	291	9	20	1	0.1	-1	0	3525	788	3525	788	61056	1908	0	0	857	116	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2398	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_25	1200	2400	59	3875	3956	929	3956	929	71942	1	28	10	0	0	2	5	0	0	0
13752	摸金校尉	0	60	4326	0	10	0	291	9	20	1	0.1	-1	0	4224	944	4224	944	80467	2286	0	0	1173	139	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2398	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_25	1200	2400	69	4936	4622	1085	4622	1085	92442	1	28	10	0	0	2	5	0	0	0
13753	摸金校尉	0	70	5459	0	10	0	291	9	20	1	0.1	-1	0	4923	1101	4923	1101	102297	2664	0	0	1537	162	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2398	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_25	1200	2400	79	6126	5287	1241	5287	1241	115361	1	28	10	0	0	2	5	0	0	0
13754	摸金校尉	0	80	6715	0	10	0	291	9	20	1	0.1	-1	0	5621	1257	5621	1257	126547	3042	0	0	1950	185	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2398	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_25	1200	2400	89	7433	5952	1397	5952	1397	140699	1	28	10	0	0	2	5	0	0	0
13755	摸金校尉	0	90	8873	0	10	0	291	9	20	1	0.1	-1	0	6922	1413	6922	1413	153216	3420	0	0	2192	208	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2398	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_25	1200	2400	99	9719	6617	1554	6617	1554	168456	1	28	10	0	0	2	5	0	0	0
13756	摸金校尉	0	100	9961	0	10	0	291	9	20	1	0.1	-1	0	8355	1569	8355	1569	182304	3798	0	0	2434	231	10	10	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2398	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_25	1200	2400	109	10825	7283	1710	7283	1710	198633	1	28	10	0	0	2	5	0	0	0
