INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
286	灵巧帖配方	30202043	1	19	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
287	燕行帖配方	30202044	1	19	4	20101010	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
288	神行帖配方	30202045	1	19	7	20101017	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
289	灵巧晶配方	30202046	1	14	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
290	燕行晶配方	30202047	1	14	4	20101009	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
291	神行晶配方	30202048	1	14	7	20101018	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
292	小佛舍利配方	30202049	1	11	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
293	大佛舍利配方	30202050	1	11	4	20101010	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
294	弥勒舍利配方	30202051	1	11	7	20101017	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
295	闪避蛊配方	30202052	1	15	3	20101005	2	20108159	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
296	躲闪蛊配方	30202053	1	15	5	20101014	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
297	菩提舍利配方	30202054	1	11	3	20101005	2	20108159	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
298	罗汉舍利配方	30202055	1	11	5	20101014	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
299	精炼火配方	30202056	1	12	1	20101003	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
300	赤炼火配方	30202057	1	12	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
301	神炼火配方	30202058	1	12	7	20101020	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
302	玄防虫酒配方	30202059	1	13	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
303	玄防药酒配方	30202060	1	13	3	20101007	2	20108159	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
304	玄防蛇酒配方	30202061	1	13	5	20101011	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
305	花子虫酒配方	30202062	1	13	7	20101017	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
306	花子蛇酒配方	30202063	1	13	9	20101024	6	20108165	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
307	瘴气毒配方	30202064	1	16	1	20101004	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
308	寒湿毒配方	30202065	1	16	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
309	云气毒配方	30202066	1	16	7	20101021	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
310	铜皮丹配方	30202067	1	18	1	20101004	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
311	铁皮丹配方	30202068	1	18	3	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
312	龙骨丹配方	30202069	1	18	7	20101020	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
313	远山帖配方	30202070	1	19	1	20101004	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
314	流云帖配方	30202071	1	19	4	20101012	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
315	残阳帖配方	30202072	1	19	7	20101020	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
316	水镜符配方	30202073	1	17	1	20101004	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
317	寒冰符配方	30202074	1	17	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
318	玄冰符配方	30202075	1	17	10	20101020	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
319	避电符配方	30202076	1	17	1	20101004	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
320	避雷符配方	30202077	1	17	4	20101012	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
321	无电符配方	30202078	1	17	9	20101021	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
322	避火符配方	30202079	1	17	1	20101005	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
323	避炎符配方	30202080	1	17	4	20101014	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
324	避焱符配方	30202081	1	17	7	20101023	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
325	避毒符配方	30202082	1	17	1	20101006	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
326	避瘴符配方	30202083	1	17	4	20101015	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
327	避鬼符配方	30202084	1	17	7	20101024	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
328	金体帖（勿用）配方	30202085	1	19	1	20101003	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
329	玉体帖（勿用）配方	30202086	1	19	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
330	达摩帖（勿用）配方	30202087	1	19	7	20101020	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
331	微风帖配方	30202088	1	19	1	20101006	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
332	疾风帖配方	30202089	1	19	3	20101015	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
333	狂风帖配方	30202090	1	19	7	20101024	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
334	慈悲晶配方	30202091	1	14	1	20101001	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
335	甘霖晶配方	30202092	1	14	3	20101007	2	20108159	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
336	普度晶配方	30202093	1	14	5	20101011	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
337	滑冰晶配方	30202094	1	14	7	20101017	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
338	雪冰晶配方	30202095	1	14	9	20101023	6	20108165	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
339	水寒符配方	30203001	1	17	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
340	冰寒符配方	30203002	1	17	5	20101014	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
341	天寒符配方	30203003	1	17	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
342	小冰晶配方	30203004	1	14	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
343	海冰晶配方	30203005	1	14	5	20101015	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
344	天冰晶配方	30203006	1	14	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
345	佛陀舍利配方	30203007	1	11	2	20101006	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
346	大陀舍利配方	30203008	1	11	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
347	佛明舍利配方	30203009	1	11	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
348	辉玄丹配方	30203010	1	18	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
349	星玄丹配方	30203011	1	18	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
350	月玄丹配方	30203012	1	18	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
351	烈火配方	30203013	1	12	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
352	真火配方	30203014	1	12	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
353	圣火配方	30203015	1	12	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
354	电火帖配方	30203016	1	19	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
355	雷火帖配方	30203017	1	19	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
356	天火帖配方	30203018	1	19	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
357	虫毒配方	30203019	1	16	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
358	尸毒配方	30203020	1	16	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
359	鬼毒配方	30203021	1	16	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
360	花子蜘蛛酒配方	30203022	1	13	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
361	花子毒蝎酒配方	30203023	1	13	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
362	花子毒蛇酒配方	30203024	1	13	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
363	地火配方	30203025	1	12	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
364	天火配方	30203026	1	12	6	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
365	冥火配方	30203027	1	12	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
366	人意帖配方	30203028	1	19	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
367	地意帖配方	30203029	1	19	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
368	天意帖配方	30203030	1	19	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
369	觅人晶配方	30203031	1	14	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
370	觅物晶配方	30203032	1	14	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
371	觅心晶配方	30203033	1	14	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
372	鹰眼蛊配方	30203034	1	15	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
373	天眼蛊配方	30203035	1	15	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
374	神眼蛊配方	30203036	1	15	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
375	赦免舍利配方	30204001	1	11	4	20101012	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
376	荣焰火配方	30204002	1	12	4	20101012	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
377	苏醒酒配方	30204003	1	13	4	20101012	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
378	无畏符配方	30204004	1	17	3	20101013	2	20108160	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
379	百化毒配方	30204005	1	16	4	20101013	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
380	除病丹配方	30204006	1	18	6	20101013	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
381	愈体晶配方	30204007	1	14	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
382	清醒帖配方	30204008	1	19	6	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
383	百脉蛊配方	30204009	1	15	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
384	多嘴酒配方	30205001	1	13	4	20101017	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
385	焰毒配方	30205002	1	16	6	20101017	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
386	如来舍利配方	30205003	1	11	6	20101017	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
387	玄冰晶配方	30205004	1	14	6	20101018	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
388	龙睛蛊配方	30205005	1	15	6	20101018	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
389	波光符配方	30205006	1	17	6	20101018	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
390	凝毒晶配方	30205007	1	14	6	20101019	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
391	愈合舍利配方	30205008	1	11	6	20101019	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
392	花子冰酒配方	30205009	1	13	6	20101019	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
393	补缺帖配方	30205010	1	19	3	20101017	2	20108162	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
394	健体舍利配方	30205011	1	11	6	20101018	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
395	暖意火配方	30205012	1	12	3	20101019	2	20108162	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
396	速行鞋配方	30505001	1	6	5	20103007	4	20108173	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
397	绣球配方	30601001	1	1	5	20105006	4	20108173	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
398	馒头配方	30101001	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	0	16	3000	-1	30101001	我填了	-1	-1
399	锻石转换配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	28	1500	700959	-1	可将一个伴生矿#G（辉铜矿石、或白铅矿石、或蓝铜矿石等）#W转化为与其对应等级的铸造锻石一个。#r#c54FF00（不消耗活力）	-1	-1
400	低级铸铁转化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	26	1500	700959	-1	将一个1~3级的铸造类材#G（坏掉的刀柄、或坏掉的枪杆、或坏掉的剑鞘等）#W转化为一个低级铸铁。#r#c54FF00（不消耗活力）	-1	-1
401	中级铸铁转化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	26	1500	700959	-1	将一个4~6级的铸造类材#G（破旧的刀柄、或破旧的枪杆、或破旧的剑鞘等）#W转化为一个中级铸铁。#r#c54FF00（不消耗活力）	-1	-1
402	高级铸铁转化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	26	1500	700959	-1	将一个7~12级的铸造类材#G（发光的刀柄、或发光的枪杆、或发光的剑鞘等）#W转化为一个高级铸铁。#r#c54FF00（不消耗活力）	-1	-1
403	低级布片转化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	27	1500	700959	-1	将一个1~3级的缝纫类材#G（坏掉的天眼、或坏掉的黄骨、或坏掉的地心、或坏掉的玄丝等)#W转化为一个低级布片。#r#c54FF00（不消耗活力）	-1	-1
404	中级布片转化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	27	1500	700959	-1	将一个4~6级的缝纫类材#G（破旧的天眼、或破旧的黄骨、或破旧的地心、或破旧的玄丝等)#W转化为一个中级布片。#r#c54FF00（不消耗活力）	-1	-1
405	高级布片转化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	27	1500	700959	-1	将一个7~12级的缝纫类材#G（发光的天眼、或发光的黄骨、或发光的地心、或发光的玄丝等)#W转化为一个高级布片。#r#c54FF00（不消耗活力）	-1	-1
406	纫革转换配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	28	1500	700959	-1	可将一个皮毛或皮革#G（草皮革、或草皮毛等）#W转化为与其对应等级的缝纫纫革一个。#r#c54FF00（不消耗活力）	-1	-1
407	炼玉转换配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	28	1500	700959	-1	可将一个工艺材料#G（破损的寒云、或七彩的雪魄等）#W转化为与其等级相对应的炼玉一个。#r#c54FF00（不消耗活力）	-1	-1
408	普通布料纺织配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	29	1500	700959	-1	将16个1~3级的纺织物#G（苎麻、或草棉、或亚麻)#W转化为一个普通布料。#r#c54FF00（不消耗活力）	-1	-1
409	优质布料纺织配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	29	1500	700959	-1	将22个4~6级的纺织物#G（木棉、或黄麻、或云棉)#W转化为一个优质布料。#r#c54FF00（不消耗活力）	-1	-1
410	极品布料纺织配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	29	1500	700959	-1	将29个7~12级的纺织物#G（槿麻、或绒棉、或青麻、或彩棉、或罗地麻、或陆地棉)#W转化为一个极品布料。#r#c54FF00（不消耗活力）	-1	-1
411	线团纺织配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	29	1500	700959	-1	将40个#G丝线#W合成为一个对应等级的#G线团#W。#r#c54FF00（不消耗活力）	-1	-1
412	染剂调制配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	29	1500	700959	-1	将20个#G染料#W调剂为一个对应等级的#G染剂#W。#r#c54FF00（不消耗活力）	-1	-1
413	女真氏服图样	10124076	1	5	1	20103103	1	20103112	50	20103115	10	20308071	1	-1	-1	90	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
414	苗域风情图样	10124077	1	5	1	20103103	1	20103112	55	20103115	11	20308071	1	-1	-1	100	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
415	粉墨人生图样	10124078	1	5	1	20103103	1	20103112	60	20103115	12	20308071	1	-1	-1	110	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
416	鸾凤和鸣图样	10124079	1	5	2	20103104	1	20103113	50	20103116	10	20308072	1	-1	-1	90	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
417	段誉语嫣图样	10124080	1	5	2	20103104	1	20103113	55	20103116	11	20308072	1	-1	-1	100	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
418	暗夜百合图样	10124081	1	5	2	20103104	1	20103113	60	20103116	12	20308072	1	-1	-1	110	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
419	熔金落日图样	-1	-1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	30000	335134	-1	将#G连戎神节#W铸造为对应等级的#Y神器：熔金落日刀#W：#r#G连戎神节［1级］——［42级］神器#r#G连戎神节［2级］——［52级］神器#r#G连戎神节［3级］——［62级］神器#r#G连戎神节［4级］——［72级］神器#r#G连戎神节［5级］——［82级］神器#r#G连戎神节［6级］——［92级］神器	-1	-1
