INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
1003	诛仙阵攻	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2751	效果2	2612	效果3几率	100	效果3	2684																									
1004	诛仙阵攻	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2752	效果2	2613	效果3几率	100	效果3	2684																									
1005	诛仙阵攻	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2753	效果2	2614	效果3几率	100	效果3	2684																									
1006	诛仙阵攻	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2754	效果2	2615	效果3几率	100	效果3	2684																									
1007	诛仙阵攻	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2755	效果2	2616	效果3几率	100	效果3	2684																									
1008	诛仙阵攻	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2756	效果2	2617	效果3几率	100	效果3	2684																									
1009	诛仙阵攻	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2757	效果2	2618	效果3几率	100	效果3	2684																									
1010	诛仙阵攻	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2758	效果2	2619	效果3几率	100	效果3	2684																									
1011	诛仙阵攻	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2759	效果2	2620	效果3几率	100	效果3	2684																									
1012	诛仙阵攻	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2760	效果2	2621	效果3几率	100	效果3	2684																									
1013	诛仙阵攻	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17361	效果2	17181	效果3几率	100	效果3	2684																									
1014	诛仙阵攻	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17362	效果2	17182	效果3几率	100	效果3	2684																									
1015	诛仙阵攻	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17363	效果2	17183	效果3几率	100	效果3	2684																									
1016	诛仙阵攻	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17364	效果2	17184	效果3几率	100	效果3	2684																									
