INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1022	3121	50	-1	1613	50	-1	20	3	-1	20	3	-1	20	3	-1	20	3	-1	2	275	50	50	270	50	50	3	275	50	50	270	50	50	3	-1	-1	294	98	3	-1	-1	-1	-1	30	30	29	29	16	3	6	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
1023	3242	50	-1	1675	50	-1	21	3	-1	21	3	-1	21	3	-1	21	3	-1	2	286	50	50	281	50	50	3	286	50	50	281	50	50	3	-1	-1	306	102	3	-1	-1	-1	-1	31	31	30	30	16	3	6	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
1024	3362	50	-1	1737	50	-1	21	3	-1	21	3	-1	21	3	-1	21	3	-1	2	297	50	50	292	50	50	3	297	50	50	292	50	50	3	-1	-1	318	106	4	-1	-1	-1	-1	32	32	31	31	17	4	6	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
1025	3483	50	-1	1799	50	-1	22	3	-1	22	3	-1	22	3	-1	22	3	-1	2	307	50	50	302	50	50	3	307	50	50	302	50	50	3	-1	-1	330	110	4	-1	-1	-1	-1	33	33	32	32	17	4	6	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1
1026	3603	50	-1	1861	50	-1	23	4	-1	23	4	-1	23	4	-1	23	4	-1	2	318	50	50	313	50	50	4	318	50	50	313	50	50	4	-1	-1	342	114	4	-1	-1	-1	-1	34	34	33	33	18	4	6	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
1027	3724	50	-1	1923	50	-1	24	4	-1	24	4	-1	24	4	-1	24	4	-1	2	329	50	50	323	50	50	4	329	50	50	323	50	50	4	-1	-1	354	118	4	-1	-1	-1	-1	35	35	34	34	19	4	7	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
1028	3844	50	-1	1985	50	-1	24	4	-1	24	4	-1	24	4	-1	24	4	-1	2	339	50	50	334	50	50	4	339	50	50	334	50	50	4	-1	-1	366	122	4	-1	-1	-1	-1	36	36	35	35	19	4	7	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
1029	3965	50	-1	2047	50	-1	25	4	-1	25	4	-1	25	4	-1	25	4	-1	3	350	50	50	345	50	50	4	350	50	50	345	50	50	4	-1	-1	378	126	4	-1	-1	-1	-1	37	37	36	36	20	4	7	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
1030	4085	50	-1	2108	50	-1	26	4	-1	26	4	-1	26	4	-1	26	4	-1	3	360	50	50	355	50	50	4	360	50	50	355	50	50	4	-1	-1	390	130	4	-1	-1	-1	-1	38	38	37	37	20	4	7	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
1031	4206	50	-1	2170	50	-1	27	4	-1	27	4	-1	27	4	-1	27	4	-1	3	371	50	50	366	50	50	4	371	50	50	366	50	50	4	-1	-1	402	134	4	-1	-1	-1	-1	40	40	39	39	21	4	7	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
1032	4326	50	-1	2232	50	-1	28	4	-1	28	4	-1	28	4	-1	28	4	-1	3	382	50	50	377	50	50	4	382	50	50	377	50	50	4	-1	-1	414	138	4	-1	-1	-1	-1	41	41	40	40	22	4	8	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
1033	4447	50	-1	2294	50	-1	28	4	-1	28	4	-1	28	4	-1	28	4	-1	3	392	50	50	387	50	50	4	392	50	50	387	50	50	4	-1	-1	426	142	4	-1	-1	-1	-1	42	42	41	41	22	4	8	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
1034	4567	50	-1	2356	50	-1	29	4	-1	29	4	-1	29	4	-1	29	4	-1	3	403	50	50	398	50	50	4	403	50	50	398	50	50	4	-1	-1	438	146	4	-1	-1	-1	-1	43	43	42	42	23	4	8	-1	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1
1035	4688	50	-1	2418	50	-1	30	5	-1	30	5	-1	30	5	-1	30	5	-1	3	414	50	50	409	50	50	5	414	50	50	409	50	50	5	-1	-1	450	150	4	-1	-1	-1	-1	44	44	43	43	23	4	8	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
1036	4808	50	-1	2480	50	-1	31	5	-1	31	5	-1	31	5	-1	31	5	-1	3	424	50	50	419	50	50	5	424	50	50	419	50	50	5	-1	-1	462	154	4	-1	-1	-1	-1	45	45	44	44	24	4	8	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
1037	4929	50	-1	2542	50	-1	32	5	-1	32	5	-1	32	5	-1	32	5	-1	3	435	50	50	430	50	50	5	435	50	50	430	50	50	5	-1	-1	474	158	5	-1	-1	-1	-1	46	46	45	45	25	5	9	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
1038	5049	50	-1	2604	50	-1	33	5	-1	33	5	-1	33	5	-1	33	5	-1	3	446	50	50	441	50	50	5	446	50	50	441	50	50	5	-1	-1	486	162	5	-1	-1	-1	-1	47	47	46	46	25	5	9	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
1039	5170	50	-1	2666	50	-1	33	5	-1	33	5	-1	33	5	-1	33	5	-1	3	456	50	50	451	50	50	5	456	50	50	451	50	50	5	-1	-1	498	166	5	-1	-1	-1	-1	48	48	47	47	26	5	9	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
1040	5290	50	-1	2727	50	-1	34	5	-1	34	5	-1	34	5	-1	34	5	-1	3	467	50	50	462	50	50	5	467	50	50	462	50	50	5	-1	-1	510	170	5	-1	-1	-1	-1	49	49	48	48	26	5	9	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
1041	5411	50	-1	2789	50	-1	35	5	-1	35	5	-1	35	5	-1	35	5	-1	3	478	50	50	473	50	50	5	478	50	50	473	50	50	5	-1	-1	522	174	5	-1	-1	-1	-1	51	51	50	50	27	5	9	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
1042	5531	50	-1	2851	50	-1	36	5	-1	36	5	-1	36	5	-1	36	5	-1	3	488	50	50	483	50	50	5	488	50	50	483	50	50	5	-1	-1	534	178	5	-1	-1	-1	-1	52	52	51	51	28	5	10	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
1043	5652	50	-1	2913	50	-1	37	5	-1	37	5	-1	37	5	-1	37	5	-1	3	499	50	50	494	50	50	5	499	50	50	494	50	50	5	-1	-1	546	182	5	-1	-1	-1	-1	53	53	52	52	28	5	10	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
1044	5772	50	-1	2975	50	-1	38	6	-1	38	6	-1	38	6	-1	38	6	-1	3	510	50	50	504	50	50	6	510	50	50	504	50	50	6	-1	-1	558	186	5	-1	-1	-1	-1	54	54	53	53	29	5	10	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
1045	5893	50	-1	3037	50	-1	39	6	-1	39	6	-1	39	6	-1	39	6	-1	3	520	50	50	515	50	50	6	520	50	50	515	50	50	6	-1	-1	570	190	5	-1	-1	-1	-1	55	55	54	54	29	5	10	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
1046	6013	50	-1	3099	50	-1	40	6	-1	40	6	-1	40	6	-1	40	6	-1	3	531	50	50	526	50	50	6	531	50	50	526	50	50	6	-1	-1	582	194	5	-1	-1	-1	-1	56	56	55	55	30	5	10	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
1047	6134	50	-1	3161	50	-1	41	6	-1	41	6	-1	41	6	-1	41	6	-1	3	541	50	50	536	50	50	6	541	50	50	536	50	50	6	-1	-1	594	198	5	-1	-1	-1	-1	57	57	56	56	31	5	11	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
1048	6254	50	-1	3223	50	-1	42	6	-1	42	6	-1	42	6	-1	42	6	-1	3	552	50	50	547	50	50	6	552	50	50	547	50	50	6	-1	-1	606	202	5	-1	-1	-1	-1	58	58	57	57	31	5	11	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
1049	6375	50	-1	3285	50	-1	43	6	-1	43	6	-1	43	6	-1	43	6	-1	4	563	50	50	558	50	50	6	563	50	50	558	50	50	6	-1	-1	618	206	6	-1	-1	-1	-1	59	59	58	58	32	6	11	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
1050	6495	50	-1	3346	50	-1	43	6	-1	43	6	-1	43	6	-1	43	6	-1	4	573	50	50	568	50	50	6	573	50	50	568	50	50	6	-1	-1	630	210	6	-1	-1	-1	-1	60	60	59	59	32	6	11	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
1051	6616	50	-1	3408	50	-1	44	6	-1	44	6	-1	44	6	-1	44	6	-1	4	584	50	50	579	50	50	6	584	50	50	579	50	50	6	-1	-1	642	214	6	-1	-1	-1	-1	62	62	61	61	33	6	11	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
1052	6736	50	-1	3470	50	-1	45	6	-1	45	6	-1	45	6	-1	45	6	-1	4	595	50	50	590	50	50	6	595	50	50	590	50	50	6	-1	-1	654	218	6	-1	-1	-1	-1	63	63	62	62	34	6	12	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
1053	6857	50	-1	3532	50	-1	46	7	-1	46	7	-1	46	7	-1	46	7	-1	4	605	50	50	600	50	50	7	605	50	50	600	50	50	7	-1	-1	666	222	6	-1	-1	-1	-1	64	64	63	63	34	6	12	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
1054	6977	50	-1	3594	50	-1	47	7	-1	47	7	-1	47	7	-1	47	7	-1	4	616	50	50	611	50	50	7	616	50	50	611	50	50	7	-1	-1	678	226	6	-1	-1	-1	-1	65	65	64	64	35	6	12	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
1055	7098	50	-1	3656	50	-1	48	7	-1	48	7	-1	48	7	-1	48	7	-1	4	627	50	50	622	50	50	7	627	50	50	622	50	50	7	-1	-1	690	230	6	-1	-1	-1	-1	66	66	65	65	35	6	12	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
1056	7218	50	-1	3718	50	-1	49	7	-1	49	7	-1	49	7	-1	49	7	-1	4	637	50	50	632	50	50	7	637	50	50	632	50	50	7	-1	-1	702	234	6	-1	-1	-1	-1	67	67	66	66	36	6	12	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
1057	7339	50	-1	3780	50	-1	50	7	-1	50	7	-1	50	7	-1	50	7	-1	4	648	50	50	643	50	50	7	648	50	50	643	50	50	7	-1	-1	714	238	6	-1	-1	-1	-1	68	68	67	67	37	6	13	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
1058	7459	50	-1	3842	50	-1	51	7	-1	51	7	-1	51	7	-1	51	7	-1	4	659	50	50	654	50	50	7	659	50	50	654	50	50	7	-1	-1	726	242	6	-1	-1	-1	-1	69	69	68	68	37	6	13	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
1059	7580	50	-1	3904	50	-1	52	7	-1	52	7	-1	52	7	-1	52	7	-1	4	669	50	50	664	50	50	7	669	50	50	664	50	50	7	-1	-1	738	246	6	-1	-1	-1	-1	70	70	69	69	38	6	13	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
1060	7700	50	-1	3965	50	-1	53	7	-1	53	7	-1	53	7	-1	53	7	-1	4	680	50	50	675	50	50	7	680	50	50	675	50	50	7	-1	-1	750	250	6	-1	-1	-1	-1	71	71	70	70	38	6	13	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
1061	7821	50	-1	4027	50	-1	55	7	-1	55	7	-1	55	7	-1	55	7	-1	4	691	50	50	685	50	50	7	691	50	50	685	50	50	7	-1	-1	762	254	6	-1	-1	-1	-1	73	73	72	72	39	6	13	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
1062	7941	50	-1	4089	50	-1	56	7	-1	56	7	-1	56	7	-1	56	7	-1	4	701	50	50	696	50	50	7	701	50	50	696	50	50	7	-1	-1	774	258	7	-1	-1	-1	-1	74	74	73	73	40	7	14	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
1063	8062	50	-1	4151	50	-1	57	8	-1	57	8	-1	57	8	-1	57	8	-1	4	712	50	50	707	50	50	8	712	50	50	707	50	50	8	-1	-1	786	262	7	-1	-1	-1	-1	75	75	74	74	40	7	14	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
1064	8182	50	-1	4213	50	-1	58	8	-1	58	8	-1	58	8	-1	58	8	-1	4	722	50	50	717	50	50	8	722	50	50	717	50	50	8	-1	-1	798	266	7	-1	-1	-1	-1	76	76	75	75	41	7	14	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
1065	8303	50	-1	4275	50	-1	59	8	-1	59	8	-1	59	8	-1	59	8	-1	4	733	50	50	728	50	50	8	733	50	50	728	50	50	8	-1	-1	810	270	7	-1	-1	-1	-1	77	77	76	76	41	7	14	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
1066	8423	50	-1	4337	50	-1	60	8	-1	60	8	-1	60	8	-1	60	8	-1	4	744	50	50	739	50	50	8	744	50	50	739	50	50	8	-1	-1	822	274	7	-1	-1	-1	-1	78	78	77	77	42	7	14	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
1067	8544	50	-1	4399	50	-1	61	8	-1	61	8	-1	61	8	-1	61	8	-1	4	754	50	50	749	50	50	8	754	50	50	749	50	50	8	-1	-1	834	278	7	-1	-1	-1	-1	79	79	78	78	43	7	15	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
1068	8664	50	-1	4461	50	-1	62	8	-1	62	8	-1	62	8	-1	62	8	-1	5	765	50	50	760	50	50	8	765	50	50	760	50	50	8	-1	-1	846	282	7	-1	-1	-1	-1	80	80	79	79	43	7	15	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
1069	8785	50	-1	4523	50	-1	63	8	-1	63	8	-1	63	8	-1	63	8	-1	5	776	50	50	771	50	50	8	776	50	50	771	50	50	8	-1	-1	858	286	7	-1	-1	-1	-1	81	81	80	80	44	7	15	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
1070	8905	50	-1	4584	50	-1	64	8	-1	64	8	-1	64	8	-1	64	8	-1	5	786	50	50	781	50	50	8	786	50	50	781	50	50	8	-1	-1	870	290	7	-1	-1	-1	-1	82	82	81	81	44	7	15	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
1071	9026	50	-1	4646	50	-1	65	8	-1	65	8	-1	65	8	-1	65	8	-1	5	797	50	50	792	50	50	8	797	50	50	792	50	50	8	-1	-1	882	294	7	-1	-1	-1	-1	84	84	83	83	45	7	15	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
1072	9146	50	-1	4708	50	-1	67	9	-1	67	9	-1	67	9	-1	67	9	-1	5	808	50	50	803	50	50	9	808	50	50	803	50	50	9	-1	-1	894	298	7	-1	-1	-1	-1	85	85	84	84	46	7	16	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
1073	9267	50	-1	4770	50	-1	68	9	-1	68	9	-1	68	9	-1	68	9	-1	5	818	50	50	813	50	50	9	818	50	50	813	50	50	9	-1	-1	906	302	7	-1	-1	-1	-1	86	86	85	85	46	7	16	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
1074	9387	50	-1	4832	50	-1	69	9	-1	69	9	-1	69	9	-1	69	9	-1	5	829	50	50	824	50	50	9	829	50	50	824	50	50	9	-1	-1	918	306	8	-1	-1	-1	-1	87	87	86	86	47	8	16	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
1075	9508	50	-1	4894	50	-1	70	9	-1	70	9	-1	70	9	-1	70	9	-1	5	840	50	50	835	50	50	9	840	50	50	835	50	50	9	-1	-1	930	310	8	-1	-1	-1	-1	88	88	87	87	47	8	16	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
1076	9628	50	-1	4956	50	-1	71	9	-1	71	9	-1	71	9	-1	71	9	-1	5	850	50	50	845	50	50	9	850	50	50	845	50	50	9	-1	-1	942	314	8	-1	-1	-1	-1	89	89	88	88	48	8	16	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
1077	9749	50	-1	5018	50	-1	72	9	-1	72	9	-1	72	9	-1	72	9	-1	5	861	50	50	856	50	50	9	861	50	50	856	50	50	9	-1	-1	954	318	8	-1	-1	-1	-1	90	90	89	89	49	8	17	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
1078	9869	50	-1	5080	50	-1	74	9	-1	74	9	-1	74	9	-1	74	9	-1	5	872	50	50	866	50	50	9	872	50	50	866	50	50	9	-1	-1	966	322	8	-1	-1	-1	-1	91	91	90	90	49	8	17	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
1079	9990	50	-1	5142	50	-1	75	9	-1	75	9	-1	75	9	-1	75	9	-1	5	882	50	50	877	50	50	9	882	50	50	877	50	50	9	-1	-1	978	326	8	-1	-1	-1	-1	92	92	91	91	50	8	17	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
1080	10110	50	-1	5203	50	-1	76	9	-1	76	9	-1	76	9	-1	76	9	-1	5	893	50	50	888	50	50	9	893	50	50	888	50	50	9	-1	-1	990	330	8	-1	-1	-1	-1	93	93	92	92	50	8	17	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
1081	10231	50	-1	5265	50	-1	77	10	-1	77	10	-1	77	10	-1	77	10	-1	5	903	50	50	898	50	50	10	903	50	50	898	50	50	10	-1	-1	1002	334	8	-1	-1	-1	-1	95	95	94	94	51	8	17	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
1082	10351	50	-1	5327	50	-1	78	10	-1	78	10	-1	78	10	-1	78	10	-1	5	914	50	50	909	50	50	10	914	50	50	909	50	50	10	-1	-1	1014	338	8	-1	-1	-1	-1	96	96	95	95	52	8	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
1083	10472	50	-1	5389	50	-1	80	10	-1	80	10	-1	80	10	-1	80	10	-1	5	925	50	50	920	50	50	10	925	50	50	920	50	50	10	-1	-1	1026	342	8	-1	-1	-1	-1	97	97	96	96	52	8	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
1084	10592	50	-1	5451	50	-1	81	10	-1	81	10	-1	81	10	-1	81	10	-1	5	935	50	50	930	50	50	10	935	50	50	930	50	50	10	-1	-1	1038	346	8	-1	-1	-1	-1	98	98	97	97	53	8	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
1085	10713	50	-1	5513	50	-1	82	10	-1	82	10	-1	82	10	-1	82	10	-1	5	946	50	50	941	50	50	10	946	50	50	941	50	50	10	-1	-1	1050	350	8	-1	-1	-1	-1	99	99	98	98	53	8	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
1086	10833	50	-1	5575	50	-1	83	10	-1	83	10	-1	83	10	-1	83	10	-1	5	957	50	50	952	50	50	10	957	50	50	952	50	50	10	-1	-1	1062	354	8	-1	-1	-1	-1	100	100	99	99	54	8	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
1087	10954	50	-1	5637	50	-1	85	10	-1	85	10	-1	85	10	-1	85	10	-1	5	967	50	50	962	50	50	10	967	50	50	962	50	50	10	-1	-1	1074	358	9	-1	-1	-1	-1	101	101	100	100	55	9	19	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
1088	11074	50	-1	5699	50	-1	86	10	-1	86	10	-1	86	10	-1	86	10	-1	6	978	50	50	973	50	50	10	978	50	50	973	50	50	10	-1	-1	1086	362	9	-1	-1	-1	-1	102	102	101	101	55	9	19	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
1089	11195	50	-1	5761	50	-1	87	10	-1	87	10	-1	87	10	-1	87	10	-1	6	989	50	50	984	50	50	10	989	50	50	984	50	50	10	-1	-1	1098	366	9	-1	-1	-1	-1	103	103	102	102	56	9	19	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
1090	11315	50	-1	5822	50	-1	88	11	-1	88	11	-1	88	11	-1	88	11	-1	6	999	50	50	994	50	50	11	999	50	50	994	50	50	11	-1	-1	1110	370	9	-1	-1	-1	-1	104	104	103	103	56	9	19	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
1091	11436	50	-1	5884	50	-1	90	11	-1	90	11	-1	90	11	-1	90	11	-1	6	1010	50	50	1005	50	50	11	1010	50	50	1005	50	50	11	-1	-1	1122	374	9	-1	-1	-1	-1	106	106	105	105	57	9	19	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
1092	11556	50	-1	5946	50	-1	91	11	-1	91	11	-1	91	11	-1	91	11	-1	6	1021	50	50	1016	50	50	11	1021	50	50	1016	50	50	11	-1	-1	1134	378	9	-1	-1	-1	-1	107	107	106	106	58	9	20	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
1093	11677	50	-1	6008	50	-1	92	11	-1	92	11	-1	92	11	-1	92	11	-1	6	1031	50	50	1026	50	50	11	1031	50	50	1026	50	50	11	-1	-1	1146	382	9	-1	-1	-1	-1	108	108	107	107	58	9	20	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
1094	11797	50	-1	6070	50	-1	94	11	-1	94	11	-1	94	11	-1	94	11	-1	6	1042	50	50	1037	50	50	11	1042	50	50	1037	50	50	11	-1	-1	1158	386	9	-1	-1	-1	-1	109	109	108	108	59	9	20	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
1095	11918	50	-1	6132	50	-1	95	11	-1	95	11	-1	95	11	-1	95	11	-1	6	1053	50	50	1047	50	50	11	1053	50	50	1047	50	50	11	-1	-1	1170	390	9	-1	-1	-1	-1	110	110	109	109	59	9	20	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
1096	12038	50	-1	6194	50	-1	96	11	-1	96	11	-1	96	11	-1	96	11	-1	6	1063	50	50	1058	50	50	11	1063	50	50	1058	50	50	11	-1	-1	1182	394	9	-1	-1	-1	-1	111	111	110	110	60	9	20	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
1097	12159	50	-1	6256	50	-1	98	11	-1	98	11	-1	98	11	-1	98	11	-1	6	1074	50	50	1069	50	50	11	1074	50	50	1069	50	50	11	-1	-1	1194	398	9	-1	-1	-1	-1	112	112	111	111	61	9	21	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
1098	12279	50	-1	6318	50	-1	99	11	-1	99	11	-1	99	11	-1	99	11	-1	6	1084	50	50	1079	50	50	11	1084	50	50	1079	50	50	11	-1	-1	1206	402	9	-1	-1	-1	-1	113	113	112	112	61	9	21	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
1099	12400	50	-1	6380	50	-1	100	12	-1	100	12	-1	100	12	-1	100	12	-1	6	1095	50	50	1090	50	50	12	1095	50	50	1090	50	50	12	-1	-1	1218	406	10	-1	-1	-1	-1	114	114	113	113	62	10	21	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
1100	12520	50	-1	6441	50	-1	102	12	-1	102	12	-1	102	12	-1	102	12	-1	6	1106	50	50	1101	50	50	12	1106	50	50	1101	50	50	12	-1	-1	1230	410	10	-1	-1	-1	-1	115	115	114	114	62	10	21	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
1101	12641	50	-1	6503	50	-1	103	12	-1	103	12	-1	103	12	-1	103	12	-1	6	1116	50	50	1111	50	50	12	1116	50	50	1111	50	50	12	-1	-1	1242	414	10	-1	-1	-1	-1	117	117	116	116	64	10	22	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
1102	12761	50	-1	6565	50	-1	104	12	-1	104	12	-1	104	12	-1	104	12	-1	6	1127	50	50	1122	50	50	12	1127	50	50	1122	50	50	12	-1	-1	1254	418	10	-1	-1	-1	-1	118	118	117	117	65	10	22	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
1103	12882	50	-1	6627	50	-1	105	12	-1	105	12	-1	105	12	-1	105	12	-1	6	1138	50	50	1133	50	50	12	1138	50	50	1133	50	50	12	-1	-1	1266	422	10	-1	-1	-1	-1	119	119	118	118	66	10	22	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
1104	13002	50	-1	6689	50	-1	106	12	-1	106	12	-1	106	12	-1	106	12	-1	6	1148	50	50	1143	50	50	12	1148	50	50	1143	50	50	12	-1	-1	1278	426	10	-1	-1	-1	-1	120	120	119	119	67	10	23	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
1105	13123	50	-1	6751	50	-1	107	12	-1	107	12	-1	107	12	-1	107	12	-1	6	1159	50	50	1154	50	50	12	1159	50	50	1154	50	50	12	-1	-1	1290	430	10	-1	-1	-1	-1	121	121	120	120	68	10	23	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1																																																																
1106	13243	50	-1	6813	50	-1	108	12	-1	108	12	-1	108	12	-1	108	12	-1	6	1170	50	50	1165	50	50	12	1170	50	50	1165	50	50	12	-1	-1	1302	434	11	-1	-1	-1	-1	122	122	121	121	69	11	23	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1																																																																
1107	13364	50	-1	6875	50	-1	109	12	-1	109	12	-1	109	12	-1	109	12	-1	7	1180	50	50	1175	50	50	12	1180	50	50	1175	50	50	12	-1	-1	1314	438	11	-1	-1	-1	-1	123	123	122	122	70	11	24	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1																																																																
1108	13484	50	-1	6937	50	-1	109	13	-1	109	13	-1	109	13	-1	109	13	-1	7	1191	50	50	1186	50	50	13	1191	50	50	1186	50	50	13	-1	-1	1326	442	11	-1	-1	-1	-1	124	124	123	123	72	11	24	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1																																																																
