INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10110011	1	1	10	11	1	220	1	-1	-1	狼皮帽	32	狼皮做的帽子，初露锋芒，坚固有力。	331	331	152	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	32	-1	-1	-1	Hat2_4	帽子	2070	2000	0
10110012	1	1	10	12	1	347	1	-1	-1	虎牙帽	42	镶有虎牙的帽子，锋芒毕露，霸气十足。	554	554	165	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Hat2_1	帽子	2071	2000	0
10110013	1	1	10	13	1	347	1	-1	-1	虎爪帽	42	镶有虎爪的帽子，锋芒毕露，霸气十足。	554	554	165	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Hat2_1	帽子	2072	2000	0
10110014	1	1	10	14	1	347	1	-1	-1	虎皮帽	42	虎皮做的帽子，锋芒毕露，霸气十足。	554	554	165	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Hat2_1	帽子	2073	2000	0
10110015	1	1	10	15	1	340	1	-1	-1	蛟龙帽	52	蛟龙皮和银丝线合制而成，触感柔软，有很强的防御能力。	890	890	177	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	Hat2_9	帽子	2074	2000	0
10110016	1	1	10	16	1	340	1	-1	-1	乌蚕帽	52	乌蚕丝和银丝线合制而成，触感柔软，有很强的防御能力。	890	890	177	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	Hat2_9	帽子	2075	2000	0
10110017	1	1	10	17	1	104	1	-1	-1	苍蟒帽	52	蟒蛇皮和银丝线合制而成，触感柔软，有很强的防御能力。	890	890	177	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	Hat2_8	帽子	2076	2000	0
10110018	1	1	10	18	1	337	1	-1	-1	天枢帽	62	帽身绘有天枢星图，玄妙无比。	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_14	帽子	2077	2000	0
10110019	1	1	10	19	1	337	1	-1	-1	天玑帽	62	帽身绘有天玑星图，玄妙无比。	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_14	帽子	2078	2000	0
10110020	1	1	10	20	1	337	1	-1	-1	天璇帽	62	帽身绘有天璇星图，玄妙无比。	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_14	帽子	2079	2000	0
10110021	1	1	10	21	1	356	1	-1	-1	天权帽	62	帽身绘有天权星图，玄妙无比。	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_15	帽子	2080	2000	0
10110022	1	1	10	22	1	356	1	-1	-1	瑶光帽	62	帽身绘有瑶光星图，玄妙无比。	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_15	帽子	2081	2000	0
10110023	1	1	10	23	1	356	1	-1	-1	开阳帽	62	帽身绘有开阳星图，玄妙无比。	1255	1255	190	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_15	帽子	2082	2000	0
10110024	1	1	10	24	1	236	1	-1	-1	贪狼帽	71	传为贪狼星君所造，仙气环绕，光彩夺目。	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat3_3	帽子	2083	2000	0
10110025	1	1	10	25	1	236	1	-1	-1	巨门帽	71	传为巨门星君所造，仙气环绕，光彩夺目。	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat3_3	帽子	2084	2000	0
10110026	1	1	10	26	1	222	1	-1	-1	禄存帽	71	传为禄存星君所造，仙气环绕，光彩夺目。	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat3_3	帽子	2085	2000	0
10110027	1	1	10	27	1	222	1	-1	-1	文曲帽	71	传为文曲星君所造，仙气环绕，光彩夺目。	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat1_5	帽子	2086	2000	0
10110028	1	1	10	28	1	94	1	-1	-1	破军帽	71	传为破军星君所造，仙气环绕，光彩夺目。	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat3_5	帽子	2087	2000	0
10110029	1	1	10	29	1	94	1	-1	-1	武曲帽	71	传为武曲星君所造，仙气环绕，光彩夺目。	1640	1640	201	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	67	-1	-1	-1	Hat3_5	帽子	2088	2000	0
10110030	1	1	10	30	1	212	1	-1	-1	如来帽	76	如来佛祖遗落世间的帽子，经文护体，刀枪不入。	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	帽子	2089	2000	0
10110031	1	1	10	31	1	212	1	-1	-1	龙女帽	76	东海龙女遗落世间的帽子，经文护体，刀枪不入。	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	帽子	2090	2000	0
10110032	1	1	10	32	1	212	1	-1	-1	圣武帽	76	圣武真君遗落世间的帽子，经文护体，刀枪不入。	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	帽子	2091	2000	0
10110033	1	1	10	33	1	212	1	-1	-1	达摩帽	76	达摩祖师遗落世间的帽子，经文护体，刀枪不入。	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	帽子	2092	2000	0
10110034	1	1	10	34	1	212	1	-1	-1	罗汉帽	76	降龙罗汉遗落世间的帽子，经文护体，刀枪不入。	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	帽子	2093	2000	0
10110035	1	1	10	35	1	212	1	-1	-1	喇嘛帽	76	红袍喇嘛遗落世间的帽子，经文护体，刀枪不入。	1865	1865	207	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	Hat3_5	帽子	2094	2000	0
10110036	1	1	10	36	1	398	1	-1	-1	浮云帽	81	不知为何物质制成，上有浮云千丈，名动天下。	2240	2240	214	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	Hat4_1	帽子	2095	2000	0
10110037	1	1	10	37	1	398	1	-1	-1	神行帽	81	不知为何物质制成，上有龙翔万里，名动天下。	2240	2240	214	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	Hat4_1	帽子	2096	2000	0
10110038	1	1	10	38	1	398	1	-1	-1	踏风帽	81	不知为何物质制成，上有大鹏展翅，名动天下。	2240	2240	214	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	Hat4_1	帽子	2097	2000	0
10110039	1	1	10	39	1	398	1	-1	-1	追日帽	81	不知为何物质制成，上有凤凰追日，名动天下。	2240	2240	214	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	Hat4_1	帽子	2098	2000	0
10110040	1	1	10	40	1	398	1	-1	-1	逐月帽	81	不知为何物质制成，上有青鸳逐月，名动天下。	2240	2240	214	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	Hat4_1	帽子	2099	2000	0
10110041	1	1	10	41	1	398	1	-1	-1	朱雀冠	86	红色帽冠，为南方朱雀所守护，万物不侵，法力无边。	2590	2590	220	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Hat4_1	帽子	2100	2000	0
10110042	1	1	10	42	1	398	1	-1	-1	玄武冠	86	黑色帽冠，为北方玄武所守护，万物不侵，法力无边。	2590	2590	220	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Hat4_1	帽子	2101	2000	0
10110043	1	1	10	43	1	398	1	-1	-1	白虎冠	86	白色帽冠，为西方白虎所守护，万物不侵，法力无边。	2590	2590	220	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Hat4_1	帽子	2102	2000	0
10110044	1	1	10	44	1	398	1	-1	-1	青龙冠	86	青色帽冠，为东方青龙所守护，万物不侵，法力无边。	2590	2590	220	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Hat4_1	帽子	2103	2000	0
10110045	1	1	10	45	1	439	1	-1	-1	圣灵巾	91	女娲补天时用的五彩石矶所造，吸收日月精华，赋有无穷灵力。	3160	3160	226	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	85	-1	-1	-1	Hat4_6	帽子	2104	2000	0
10110046	1	1	10	46	1	439	1	-1	-1	幽冥冠	91	来自冥间，地狱之火烧练而成，怨气浓重，魔性强大。	3160	3160	226	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	85	-1	-1	-1	Hat4_6	帽子	2105	2000	0
10110047	1	1	10	47	1	439	1	-1	-1	怜悯帽	91	佛家最为贵重的物品，可与使用者相互感应。	3160	3160	226	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	85	-1	-1	-1	Hat4_6	帽子	2106	2000	0
10110048	1	1	10	48	1	439	1	-1	-1	霓云羽冠	96	据说是九天仙女为大地祈福跳舞时所用，是可遇不可求的极品。	3560	3560	232	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Hat4_6	帽子	2107	2000	0
10110049	1	1	10	49	1	439	1	-1	-1	九宝天巾	96	上有九宝华文，受到天地精华的凝炼，灵气异常。	3560	3560	232	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Hat4_6	帽子	2108	2000	0
10110050	1	1	10	50	1	439	1	-1	-1	归元神冠	96	上古神物，生于天地混沌之时，有凝神归元，起死回生之用。	3560	3560	232	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Hat4_6	帽子	2109	2000	0
10110100	1	1	10	100	1	108	1	-1	-1	破头巾	1	新手防具，没有什么价值。（右键点击即可装备）	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	-1	-1	Hat1_2	帽子	16	2000	0
10111000	1	1	11	0	4	35	1	-1	-1	缠脚	1	最初级防具，随处可见，普通至极。（右键点击即可装备）	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	-1	-1	Shoes1_4	鞋	7	2000	0
10111001	1	1	11	1	4	35	1	-1	-1	粗布鞋	4	粗布做的鞋子，适合初入江湖者使用。	50	50	117	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	Shoes1_4	鞋	2110	2000	0
10111002	1	1	11	2	4	273	1	-1	-1	麻布鞋	4	麻布做的鞋子，适合初入江湖者使用。	50	50	117	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	Shoes1_4	鞋	2111	2000	0
10111003	1	1	11	3	4	273	1	-1	-1	棉布鞋	4	棉布做的鞋子，适合初入江湖者使用。	50	50	117	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	Shoes1_4	鞋	2112	2000	0
10111004	1	1	11	4	4	38	1	-1	-1	纱绒鞋	14	纱绒做的鞋子，精致无比，华美舒适。	115	115	130	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	Shoes1_9	鞋	2113	2000	0
