INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1039023	101	10	0	1	0	1	118	62	萧峰任务	找一个物品交给#G洛阳城#W的#R耶律大石#{_INFOAIM118,62,0,耶律大石}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    小将来洛阳之前，萧大王曾让小将多学学南朝生活技能。你能帮我找点材料来吗？只要找到%i之中的任何一种物品给我就可以了。	#{RW_20080321_513}	#{RW_20080321_514}			0	0	耶律大石	0	40	-1	-1	-1	1		2	39	100	1																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039024	101	10	0	1	0	1	118	62	萧峰任务	找一个物品交给#G洛阳城#W的#R耶律大石#{_INFOAIM118,62,0,耶律大石}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    小将来洛阳之前，萧大王曾让小将多学学南朝生活技能。你能帮我找点材料来吗？只要找到%i之中的任何一种物品给我就可以了。	#{RW_20080321_513}	#{RW_20080321_514}			0	0	耶律大石	0	40	-1	-1	-1	1		2	40	100	1																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##已废弃萧峰任务，但是为了保证已经接了任务的玩家能够完成任务，不能删除																																																																																						
1039100	101	10	0	1	0	1	118	62	萧峰任务	找2个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要2个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_525}	#{RW_20080321_526}			0	0	耶律大石	0	40	-1	-1	-1	1		1	64	100	2																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039101	101	10	0	1	0	1	118	62	萧峰任务	找3个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要3个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_525}	#{RW_20080321_526}			0	0	耶律大石	0	40	-1	-1	-1	1		1	65	100	3																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039102	101	10	0	1	0	1	118	62	萧峰任务	找4个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要4个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_525}	#{RW_20080321_526}			0	0	耶律大石	0	40	-1	-1	-1	1		1	66	100	4																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039103	101	10	0	1	0	1	118	62	萧峰任务	找5个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要5个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_525}	#{RW_20080321_526}			0	0	耶律大石	0	40	-1	-1	-1	1		1	67	100	5																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039104	101	10	0	1	0	1	118	62	萧峰任务	找6个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要6个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_525}	#{RW_20080321_526}			0	0	耶律大石	0	40	-1	-1	-1	1		1	68	100	6																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##已废弃阿朱任务，但是为了保证已经接了任务的玩家能够完成任务，不能删除																																																																																						
1039110	101	10	0	1	0	1	108	140	阿朱任务	找1个%i交给镜湖的阮星竹#{_INFOAIM108,140,5,阮星竹}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    阿朱准备做一道新学会的茶点，还缺少1个%i，又得麻烦%R你帮忙找来了。	    %R找到阿朱需要的东西了吗？	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1		1	162	100	1																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039111	101	10	0	1	0	1	108	140	阿朱任务	找1个%i交给镜湖的阮星竹#{_INFOAIM108,140,5,阮星竹}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    阿朱准备做一道新学会的茶点，还缺少1个%i，又得麻烦%R你帮忙找来了。	    %R找到阿朱需要的东西了吗？	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1		1	163	100	1																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039112	101	10	0	1	0	1	108	140	阿朱任务	找1个%i交给镜湖的阮星竹#{_INFOAIM108,140,5,阮星竹}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    阿朱准备做一道新学会的茶点，还缺少1个%i，又得麻烦%R你帮忙找来了。	    %R找到阿朱需要的东西了吗？	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1		1	164	100	1																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039113	101	10	0	1	0	1	108	140	阿朱任务	找1个%i交给镜湖的阮星竹#{_INFOAIM108,140,5,阮星竹}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    阿朱准备做一道新学会的茶点，还缺少1个%i，又得麻烦%R你帮忙找来了。	    %R找到阿朱需要的东西了吗？	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1		1	165	100	1																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039114	101	10	0	1	0	1	108	140	阿朱任务	找1个%i交给镜湖的阮星竹#{_INFOAIM108,140,5,阮星竹}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    阿朱准备做一道新学会的茶点，还缺少1个%i，又得麻烦%R你帮忙找来了。	    %R找到阿朱需要的东西了吗？	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1		1	166	100	1																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##阿朱任务																																																																																						
1039115	101	10	0	1	0	1	108	140	阿朱任务	找一个物品交给镜湖的阮星竹#{_INFOAIM108,140,5,阮星竹}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    阿朱准备研制一些新的茶点，还缺少一些配料。%R只要找到%i之中的任何一种物品给我就可以了。	    %R找到阿朱需要的东西了吗？	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1		2	1	100	1																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039116	101	10	0	1	0	1	108	140	阿朱任务	找一个物品交给镜湖的阮星竹#{_INFOAIM108,140,5,阮星竹}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    阿朱准备研制一些新的茶点，还缺少一些配料。%R只要找到%i之中的任何一种物品给我就可以了。	    %R找到阿朱需要的东西了吗？	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1		2	2	100	1																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039117	101	10	0	1	0	1	108	140	阿朱任务	找一个物品交给镜湖的阮星竹#{_INFOAIM108,140,5,阮星竹}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    阿朱准备研制一些新的茶点，还缺少一些配料。%R只要找到%i之中的任何一种物品给我就可以了。	    %R找到阿朱需要的东西了吗？	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1		2	3	100	1																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039118	101	10	0	1	0	1	108	140	阿朱任务	找一个物品交给镜湖的阮星竹#{_INFOAIM108,140,5,阮星竹}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    阿朱准备研制一些新的茶点，还缺少一些配料。%R只要找到%i之中的任何一种物品给我就可以了。	    %R找到阿朱需要的东西了吗？	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1		2	4	100	1																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039119	101	10	0	1	0	1	108	140	阿朱任务	找一个物品交给镜湖的阮星竹#{_INFOAIM108,140,5,阮星竹}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    阿朱准备研制一些新的茶点，还缺少一些配料。%R只要找到%i之中的任何一种物品给我就可以了。	    %R找到阿朱需要的东西了吗？	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1		2	5	100	1																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039120	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_532}	#{RW_20080321_540}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	阮星竹	0	30	-1	-1	-1	1	龙泉豹	0	40004367	100	2																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039121	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_533}	#{RW_20080321_541}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	阮星竹	0	40	-1	-1	-1	1	红枫蜘蛛	0	40004368	100	3																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039122	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_534}	#{RW_20080321_542}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	阮星竹	0	50	-1	-1	-1	1	棕熊	0	40004369	100	3																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039123	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_535}	#{RW_20080321_543}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	阮星竹	0	60	-1	-1	-1	1	蒙古黑蜂	0	40004370	100	4																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039124	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_536}	#{RW_20080321_544}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	阮星竹	0	70	-1	-1	-1	1	白狼王	0	40004371	100	4																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039125	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_537}	#{RW_20080321_545}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	阮星竹	0	80	-1	-1	-1	1	南海鳄鱼	0	40004372	100	6																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039126	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_538}	#{RW_20080321_546}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	阮星竹	0	90	-1	-1	-1	1	东北虎	0	40004373	100	6																							96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##王语嫣任务																																																																																						
1039200	101	10	0	1	0	1	94	177	王语嫣任务	找一副首饰交给#G苏州城#W的#R王夫人#W#{_INFOAIM94,177,1,王夫人}。这副首饰可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我打算给我家语嫣做一副新的首饰，可惜这苏州城里没有好的首饰样式。你能帮我找些首饰来吗？只要找到%i之中的任何一种就可以了。	#{RW_20080321_565}	#{RW_20080321_566}			0	1	王夫人	0	30	-1	-1	-1	1		2	31	100	1																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039201	101	10	0	1	0	1	94	177	王语嫣任务	找一副首饰交给#G苏州城#W的#R王夫人#W#{_INFOAIM94,177,1,王夫人}。这副首饰可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我打算给我家语嫣做一副新的首饰，可惜这苏州城里没有好的首饰样式。你能帮我找些首饰来吗？只要找到%i之中的任何一种就可以了。	#{RW_20080321_565}	#{RW_20080321_566}			0	1	王夫人	0	30	-1	-1	-1	1		2	32	100	1																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039202	101	10	0	1	0	1	94	177	王语嫣任务	找一副首饰交给#G苏州城#W的#R王夫人#W#{_INFOAIM94,177,1,王夫人}。这副首饰可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我打算给我家语嫣做一副新的首饰，可惜这苏州城里没有好的首饰样式。你能帮我找些首饰来吗？只要找到%i之中的任何一种就可以了。	#{RW_20080321_565}	#{RW_20080321_566}			0	1	王夫人	0	30	-1	-1	-1	1		2	33	100	1																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039203	101	10	0	1	0	1	94	177	王语嫣任务	找一副首饰交给#G苏州城#W的#R王夫人#W#{_INFOAIM94,177,1,王夫人}。这副首饰可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我打算给我家语嫣做一副新的首饰，可惜这苏州城里没有好的首饰样式。你能帮我找些首饰来吗？只要找到%i之中的任何一种就可以了。	#{RW_20080321_565}	#{RW_20080321_566}			0	1	王夫人	0	30	-1	-1	-1	1		2	34	100	1																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039204	101	10	0	1	0	1	94	177	王语嫣任务	找一副首饰交给#G苏州城#W的#R王夫人#W#{_INFOAIM94,177,1,王夫人}。这副首饰可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我打算给我家语嫣做一副新的首饰，可惜这苏州城里没有好的首饰样式。你能帮我找些首饰来吗？只要找到%i之中的任何一种就可以了。	#{RW_20080321_565}	#{RW_20080321_566}			0	1	王夫人	0	30	-1	-1	-1	1		2	35	100	1																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039205	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_550}	#{RW_20080321_558}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	王夫人	0	30	-1	-1	-1	1	秦家寨亲兵	0	40004381	100	2																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039206	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_551}	#{RW_20080321_559}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	王夫人	0	40	-1	-1	-1	1	狼族头人	0	40004382	100	3																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039207	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_552}	#{RW_20080321_560}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	王夫人	0	50	-1	-1	-1	1	山越刀客	0	40004383	100	3																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039208	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_553}	#{RW_20080321_561}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	王夫人	0	60	-1	-1	-1	1	弯刀马匪	0	40004384	100	4																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039209	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_554}	#{RW_20080321_562}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	王夫人	0	70	-1	-1	-1	1	龙血石人	0	40004385	100	4																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039210	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_555}	#{RW_20080321_563}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	王夫人	0	80	-1	-1	-1	1	南海海盗	0	40004386	100	6																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039211	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_556}	#{RW_20080321_564}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	王夫人	0	90	-1	-1	-1	1	雪山猎人	0	40004387	100	6																							98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##阿紫任务																																																																																						
1039250	101	10	0	1	0	1	59	83	阿紫任务	找一副首饰交给#G洛阳城#W的#R阿紫#W#{_INFOAIM59,83,0,阿紫}。这副首饰可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我打算做一副新的首饰，可惜这洛阳城里没有好的首饰样式。你能帮我找些首饰来吗？只要找到%i之中的任何一种就可以了。	#{RW_20080321_580}	#{RW_20080321_566}			0	0	阿紫	0	50	-1	-1	-1	1		2	41	100	1																							100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039251	101	10	0	1	0	1	59	83	阿紫任务	找一副首饰交给#G洛阳城#W的#R阿紫#W#{_INFOAIM59,83,0,阿紫}。这副首饰可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我打算做一副新的首饰，可惜这洛阳城里没有好的首饰样式。你能帮我找些首饰来吗？只要找到%i之中的任何一种就可以了。	#{RW_20080321_580}	#{RW_20080321_566}			0	0	阿紫	0	50	-1	-1	-1	1		2	42	100	1																							100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039252	101	10	0	1	0	1	59	83	阿紫任务	找一副首饰交给#G洛阳城#W的#R阿紫#W#{_INFOAIM59,83,0,阿紫}。这副首饰可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我打算做一副新的首饰，可惜这洛阳城里没有好的首饰样式。你能帮我找些首饰来吗？只要找到%i之中的任何一种就可以了。	#{RW_20080321_580}	#{RW_20080321_566}			0	0	阿紫	0	50	-1	-1	-1	1		2	43	100	1																							100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039253	101	10	0	1	0	1	59	83	阿紫任务	找一副首饰交给#G洛阳城#W的#R阿紫#W#{_INFOAIM59,83,0,阿紫}。这副首饰可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我打算做一副新的首饰，可惜这洛阳城里没有好的首饰样式。你能帮我找些首饰来吗？只要找到%i之中的任何一种就可以了。	#{RW_20080321_580}	#{RW_20080321_566}			0	0	阿紫	0	50	-1	-1	-1	1		2	44	100	1																							100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039254	101	10	0	1	0	1	59	83	阿紫任务	找一副首饰交给#G洛阳城#W的#R阿紫#W#{_INFOAIM59,83,0,阿紫}。这副首饰可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我打算做一副新的首饰，可惜这洛阳城里没有好的首饰样式。你能帮我找些首饰来吗？只要找到%i之中的任何一种就可以了。	#{RW_20080321_580}	#{RW_20080321_566}			0	0	阿紫	0	50	-1	-1	-1	1		2	45	100	1																							100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039255	101	10	0	1	0	1	59	83	阿紫任务	#{RW_20080321_569}	#{RW_20080321_575}	#{RW_20080321_548}				0	0	阿紫	0	50	-1	-1	-1	1	山越战士	0	40004397	100	3																							100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039256	101	10	0	1	0	1	59	83	阿紫任务	#{RW_20080321_570}	#{RW_20080321_576}	#{RW_20080321_548}	#{RW_20080321_581}			0	0	阿紫	0	60	-1	-1	-1	1	打草谷宋兵	0	40004397	100	4																							100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039257	101	10	0	1	0	1	59	83	阿紫任务	#{RW_20080321_571}	#{RW_20080321_577}	#{RW_20080321_548}	#{RW_20080321_581}			0	0	阿紫	0	70	-1	-1	-1	1	大偃师	0	40004397	100	4																							100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039258	101	10	0	1	0	1	59	83	阿紫任务	#{RW_20080321_572}	#{RW_20080321_578}	#{RW_20080321_548}	#{RW_20080321_581}			0	0	阿紫	0	80	-1	-1	-1	1	鳄鱼帮混混	0	40004397	100	6																							100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039259	101	10	0	1	0	1	59	83	阿紫任务	#{RW_20080321_573}	#{RW_20080321_579}	#{RW_20080321_548}	#{RW_20080321_581}			0	0	阿紫	0	90	-1	-1	-1	1	厄修罗	0	40004397	100	6																							100	1	你和阿紫的关系上升了1点。	2	你和阿紫的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##慕容复任务																																																																																						
1039300	101	10	0	1	0	1	129	76	慕容复任务	找一把武器交给#G苏州城#W的#R慕容复#{_INFOAIM129,76,1,慕容复}。这把武器可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    在下听闻，春秋时期盛产宝剑的吴越之地，正是今日的姑苏城。你能帮我找一把武器来鉴赏一番吗？只要找到%i之中的任何一把就可以了。	#{RW_20080321_596}	#{RW_20080321_598}			0	1	慕容复	0	60	-1	-1	-1	1		2	46	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039301	101	10	0	1	0	1	129	76	慕容复任务	找一把武器交给#G苏州城#W的#R慕容复#{_INFOAIM129,76,1,慕容复}。这把武器可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    在下听闻，春秋时期盛产宝剑的吴越之地，正是今日的姑苏城。你能帮我找一把武器来鉴赏一番吗？只要找到%i之中的任何一把就可以了。	#{RW_20080321_596}	#{RW_20080321_598}			0	1	慕容复	0	60	-1	-1	-1	1		2	47	100	1																							101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
