INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1018201	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    江湖传言%n有家财万贯，如果能借我一些助我成事，我将予以厚报，你去帮我谈谈如何？	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		146	1	53;54;55;56;57	70	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018202	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    江湖传言%n有家财万贯，如果能借我一些助我成事，我将予以厚报，你去帮我谈谈如何？	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		147	1	53;54;55;56;57	80	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018203	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    江湖传言%n有家财万贯，如果能借我一些助我成事，我将予以厚报，你去帮我谈谈如何？	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		148	1	53;54;55;56;57	90	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018204	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    %n在江湖上颇有威望，你去与他谈谈，如能为我所用，将来成事，高官厚禄，也能富贵一场。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		149	1	58;59;60	60	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018205	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    %n在江湖上颇有威望，你去与他谈谈，如能为我所用，将来成事，高官厚禄，也能富贵一场。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		150	1	58;59;60	70	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018206	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    %n在江湖上颇有威望，你去与他谈谈，如能为我所用，将来成事，高官厚禄，也能富贵一场。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		151	1	58;59;60	80	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018207	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    %n在江湖上颇有威望，你去与他谈谈，如能为我所用，将来成事，高官厚禄，也能富贵一场。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		152	1	58;59;60	90	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018208	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		153	1	61;62;63	60	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018209	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		154	1	61;62;63	70	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018210	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		155	1	61;62;63	80	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018211	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		156	1	61;62;63	90	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018212	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		157	1	64;65;66	60	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018213	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		158	1	64;65;66	70	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018214	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		159	1	64;65;66	80	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018215	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		160	1	64;65;66	90	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018216	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		161	1	67;68	60	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018217	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		162	1	67;68	70	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018218	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		163	1	67;68	80	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018219	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		164	1	67;68	90	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018220	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    %n在江湖上颇有威望，你去与他谈谈，如能为我所用，将来成事，高官厚禄，也能富贵一场。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		165	1	69	60	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018221	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    %n在江湖上颇有威望，你去与他谈谈，如能为我所用，将来成事，高官厚禄，也能富贵一场。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		166	1	69	70	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018222	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    %n在江湖上颇有威望，你去与他谈谈，如能为我所用，将来成事，高官厚禄，也能富贵一场。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		167	1	69	80	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018223	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    %n在江湖上颇有威望，你去与他谈谈，如能为我所用，将来成事，高官厚禄，也能富贵一场。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		168	1	69	90	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018224	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		169	1	70;71;72	60	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018225	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		170	1	70;71;72	70	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018226	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		171	1	70;71;72	80	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018227	101	10	0	1	0	1	129	76	慕容复任务	    与%n谈谈，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我要举大事，如果能得%n在江湖上的威望，佐我一臂之力，大事成矣，需要你去听听%g的看法。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		172	1	70;71;72	90	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018228	101	10	0	1	0	1	129	76	慕容复任务	    把贿赂银票交给%n，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我听说%n势大熏天，我要做的事，正需要这样的人相助，你帮我将这张银票送给他，将来自然有你好处。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		173	1	73;74;75;76	60	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004403	1	1													
1018229	101	10	0	1	0	1	129	76	慕容复任务	    把贿赂银票交给%n，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我听说%n势大熏天，我要做的事，正需要这样的人相助，你帮我将这张银票送给他，将来自然有你好处。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		174	1	73;74;75;76	70	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004403	1	1													
1018230	101	10	0	1	0	1	129	76	慕容复任务	    把贿赂银票交给%n，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我听说%n势大熏天，我要做的事，正需要这样的人相助，你帮我将这张银票送给他，将来自然有你好处。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		175	1	73;74;75;76	80	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004403	1	1													
1018231	101	10	0	1	0	1	129	76	慕容复任务	    把贿赂银票交给%n，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我听说%n势大熏天，我要做的事，正需要这样的人相助，你帮我将这张银票送给他，将来自然有你好处。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		176	1	73;74;75;76	90	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004403	1	1													
1018232	101	10	0	1	0	1	129	76	慕容复任务	    把贿赂银票交给%n，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我听说%n势大熏天，我要做的事，正需要这样的人相助，你帮我将这张银票送给他，将来自然有你好处。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		177	1	77;78	60	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004403	1	1													
1018233	101	10	0	1	0	1	129	76	慕容复任务	    把贿赂银票交给%n，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我听说%n势大熏天，我要做的事，正需要这样的人相助，你帮我将这张银票送给他，将来自然有你好处。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		178	1	77;78	70	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004403	1	1													
1018234	101	10	0	1	0	1	129	76	慕容复任务	    把贿赂银票交给%n，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我听说%n势大熏天，我要做的事，正需要这样的人相助，你帮我将这张银票送给他，将来自然有你好处。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		179	1	77;78	80	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004403	1	1													
1018235	101	10	0	1	0	1	129	76	慕容复任务	    把贿赂银票交给%n，为慕容公子的大事做做准备。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我听说%n势大熏天，我要做的事，正需要这样的人相助，你帮我将这张银票送给他，将来自然有你好处。	1	#{RW_20080321_15}	#{RW_20080321_16}			1	慕容复		180	1	77;78	90	-1	-1	-1	0	0	101	1	你和慕容复的关系上升了1点。	2	你和慕容复的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004403	1	1													
##虚竹任务																																																																															
1018300	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		181	1	79	60	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018301	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		182	1	79	70	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018302	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		183	1	79	80	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018303	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		184	1	79	90	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018304	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		185	1	80	60	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018305	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		186	1	80	70	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018306	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		187	1	80	80	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018307	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		188	1	80	90	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018308	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		189	1	81	60	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
