INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
622	622	0	Food_8				g01_buff_圣诞礼盒04		脚下光圈点	0	0	0	1	0		新春快乐：体力、力量、灵气、定力、身法各增加20点#r#Y吃天之饺子成天之骄子#r苏州#G左桐#Y处可以领取#r天龙八部祝您春节愉快!
623	623	0	PetSkill4_1				g01_xx_jq_神木行_1		身体中心点	0	0	0	1	0		犯兽·困：10秒后爆炸，对周围6个目标造成围困效果
624	624	0	Buff5_1		Skills\Xy\Xy_画地为牢_击中.wav		g01_xy_sf_zdo_画地为牢		脚下光圈点	0	1	1	0	0		犯兽：围困，移动不能，操作不能，不可被攻击
625	625	0	PetSkill4_1				g01_xx_jq_神木行_1		身体中心点	0	0	0	1	0		犯兽·迟：10秒后爆炸，对周围6个目标造成减速效果
626	626	0	PetSkill4_1				g01_xx_jq_神木行_1		身体中心点	0	0	0	1	0		犯兽·变：10秒后爆炸，对周围6个目标造成变身效果
627	627	0	Buff1_1	g01_yanggetianjun		身体受击点	g01_buff100		脚下光圈点	0	1	1	0	0		犯兽：移动速度减慢
628	628	0	Buff6_12	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环		身体中心点	1	0	0	1	0		畅玩天龙：增加内功攻击和外功攻击#r可以到大理龚彩云（170，123）领取
629	629	0	Charm4_14				g01_buff圣火使者		身体中心点	0	0	1	0	0		龟兔赛跑：只有传递火源的使者才有资格点燃孔明灯
632	632	0	PetHeader1_14							0	0	1	0	0		变身·乌龟：变身成乌龟（不可手动解除）
633	633	0	PetHeader1_25							0	0	1	0	0		变身·兔子：变身成兔子（不可手动解除）
634	634	0	Buff7_2				g01_buff滑倒		脚下光圈点	0	0	1	0	0		滑倒：被西瓜皮滑倒，移动速度减慢50%
635	635	0	Buff7_1				g01_buff滑行		脚下光圈点	0	0	1	0	0		滑行：踩着西瓜皮滑行，移动速度增加50%
636	636	0	Buff6_16				g01_buff定身		脚下光圈点	0	0	1	0	0		定身：被捕兽夹夹住，无法行动
637	637	0	Buff6_14				g01_buff恐惧		身体中心点	0	0	1	0	0		恐惧：被玩具蜈蚣吓到惊慌失措
638	638	0	Buff6_15				g01_buff昏睡		身体中心点	0	0	1	0	0		昏睡：被瞌睡虫骚扰，呼呼大睡
639	639	0	Buff6_13				g01_buff麻痹		身体中心点	0	0	1	0	0		麻痹：被马蜂蛰到麻痹，无法动弹
640	640	0	Huodong_2_1							0	0	0	0	0		圣火使者
641	641	0	TaskTools3_7							0	0	0	0	0		护送圣火：护送圣火时会处于运输状态
642	641	0	TaskTools3_8							0	0	0	0	0		增加：15%内功防御
643	463	0	Amulet3_5				buff_重楼逆天		身体中心点	1	0	0	0	0		真·重楼玉：攻击时有3%几率震慑敌人的魂魄，使之麻痹，持续20秒，麻痹不可解
#																
645	645	0	RideHeader2_7				taiwan_GM		头顶状态点	1	0	0	1	0		GM专用
646	646	0	Shenqi_3							1	0	0	0	0		熔金落日：命中敌人时有机率打出奋力一击，额外造成伤害并在一段时间内增加自身外功攻击，减少对方外功防御
647	646	0	Shenqi_2							1	0	0	0	0		秋水无痕：命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御
648	646	0	Shenqi_5							1	0	0	0	0		碧海银涛：命中敌人时有机率打出绝妙一击，额外造成伤害并在一段时间内增加自身会心攻击，减少对方会心防御
649	646	0	Shenqi_4							1	0	0	0	0		万壑松风：命中敌人时有机率打出精妙一击，额外造成伤害并在一段时间内增加自身命中，减少对方闪避
650	650	0	Buff2_12				wq_鬼头刀触发		右武器绑定点	0	0	0	1	0		奋力：增加外功攻击
651	651	0	Buff2_13				wq_神器武器触发		右武器绑定点	0	0	0	1	0		蓄力：增加内功攻击
652	652	0	Buff2_10				wq_神器武器触发		右武器绑定点	0	0	0	1	0		绝妙：增加会心攻击
653	653	0	Buff2_8				wq_折扇触发		右武器绑定点	0	0	0	1	0		精妙：增加命中
654	654	0	Buff2_10				wq_神器武器触发		左武器绑定点	0	0	0	1	0		绝妙：增加会心攻击
655	655	0	CommonLiveSkill2_4				g01_buff普通挂机		脚下光圈点	0	0	0	1	0		古墓行功心法
656	655	0	CommonLiveSkill2_5				g01_buf人民币挂机		脚下光圈点	0	0	0	1	0		全真行功心法
658	658	0	Charm4_16							0	0	0	0	0		愚人变身：无法手动取消
659	659	0	Charm4_16							0	0	0	0	0		教师节变身：无法手动取消
660	660	0	PetSkill8_16	cw_jieli		头顶状态点				0	0	0	0	0		超级借力：增强主人的力量
661	661	0	PetSkill8_7	cw_yihun		头顶状态点				0	0	0	0	0		超级移魂：增强主人的定力
662	662	0	PetSkill8_14	cw_jiasu		头顶状态点				0	0	0	0	0		超级瞬影：增强主人的身法
663	663	0	PetSkill8_11	cw_qiangshen		头顶状态点				0	0	0	0	0		超级强身：增强主人的体力
664	664	0	PetSkill8_4	cw_ningshen		头顶状态点				0	0	0	0	0		超级凝神：增强主人的灵气
665	665	0	PetSkill8_2							0	0	0	0	0		冰罡：增加冰抗50点同时增加所有属性
666	666	0	PetSkill9_4							0	0	0	0	0		火罡：增加火抗50点同时增加所有属性
667	667	0	PetSkill8_5							0	0	0	0	0		毒罡：增加毒抗50点同时增加所有属性
668	668	0	PetSkill9_1							0	0	0	0	0		玄罡：增加玄抗50点同时增加所有属性
669	669	0	PetSkill8_1							0	0	0	0	0		大智若愚：血上限增加，闪避和命中削弱
670	670	0	PetSkill9_3							0	0	0	0	0		古灵精怪：命中和闪避增加，防御削弱
671	671	0	PetSkill8_12							0	0	0	0	0		粗中有细：防御增加，会心削弱
672	672	0	PetSkill9_2							0	0	0	0	0		拚死相搏：会心增加，血上限削弱
673	673	0	PetSkill9_6							0	0	0	0	0		神游四海：内攻增加，外攻削弱
674	674	0	PetSkill9_9							0	0	0	0	0		力拔山河：外攻增加，内攻削弱
675	675	0	PetSkill8_3							0	0	0	1	0		超级痛击：增加命中
676	676	0	PetSkill8_6							0	0	0	2	0		超级猛击：增加命中
677	677	0	PetSkill9_10							0	0	0	3	0		极冰咒：增加冰攻击
678	678	0	PetSkill9_8							0	0	0	4	0		冥火咒：增加火攻击
679	679	0	PetSkill9_5							0	0	0	5	0		天雷咒：增加玄攻击
680	680	0	PetSkill9_7							0	0	0	6	0		嗜毒咒：增加毒攻击
681	13	0	Buff0_9				buff_fengxue_01		身体受击点	0	1	1	0	0		封穴：移动不能，操作不能，可被攻击，无法被打醒
682	23	0	Buff1_1				g01_buff100		脚下光圈点	0	1	1	0	0		僵硬：移动速度减慢
683	619	0	Treasure3_2				g01_buff_圣诞礼盒01		脚下光圈点	0	0	0	1	0		粽飘香：刚吃了美味的粽子，感觉浑身有力气，增加5点所有属性
684	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性12点
685	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性15点
686	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性18点
687	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性21点
688	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性24点
689	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性27点
690	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性30点
691	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性33点
692	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性36点
693	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性39点
694	700	0	Huodong_3_1				buff_和谐光环01		身体中心点	1	0	0	0	0		端午节快乐：增加所有属性9点
#																
700	700	0	TaskTools4_12							1	0	0	0	0		招牌：霓虹灯
701	700	0	TaskTools4_12							1	0	0	0	0		招牌：刀剑争锋
702	700	0	TaskTools4_12							1	0	0	0	0		招牌：铁甲铜壁
703	700	0	TaskTools4_12							1	0	0	0	0		招牌：珍禽异兽
704	700	0	TaskTools4_12							1	0	0	0	0		招牌：金字招牌
705	343	0	Treasure_12							1	0	0	0	0		干坤杯：自动捡取怪物掉落的物品
706	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性6点
707	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性9点
708	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性12点
709	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性15点
710	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性18点
711	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性21点
712	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性24点
713	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性27点
714	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性30点
715	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性33点
716	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性36点
717	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		决战在即：增加所有属性39点
#																
756	756	0	Shenqi_13							1	0	0	0	0		大夏龙雀：有一定机率吸取目标的血
757	757	0	Shenqi_13							1	0	0	0	0		大夏龙雀：有一定机率降低目标的移动速度
758	758	0	Shenqi_13							1	0	0	0	0		大夏龙雀：有一定机率降低目标的内外功防御
759	759	0	Shenqi_12							1	0	0	0	0		大商尘影：有一定机率吸取目标的血
760	760	0	Shenqi_12							1	0	0	0	0		大商尘影：有一定机率吸取目标的气
761	761	0	Shenqi_12							1	0	0	0	0		大商尘影：有一定机率降低目标的内外功防御
762	762	0	Shenqi_6							1	0	0	0	0		大周岚夜：有一定机率吸取目标的血
763	763	0	Shenqi_6							1	0	0	0	0		大周岚夜：有一定机率降低目标的内外功攻击
764	764	0	Shenqi_6							1	0	0	0	0		大周岚夜：有一定机率降低目标的内外功防御
765	765	0	Shenqi_9							1	0	0	0	0		大秦锋镝：有一定机率吸取目标的血
766	766	0	Shenqi_9							1	0	0	0	0		大秦锋镝：有一定机率降低目标的移动速度
767	767	0	Shenqi_9							1	0	0	0	0		大秦锋镝：有一定机率降低目标的内外功攻击
768	768	0	Shenqi_10							1	0	0	0	0		大汉弘纲：有一定机率吸取目标的血
769	769	0	Shenqi_10							1	0	0	0	0		大汉弘纲：有一定机率吸取目标的气
770	770	0	Shenqi_10							1	0	0	0	0		大汉弘纲：有一定机率降低目标的内外功攻击
771	771	0	Shenqi_7							1	0	0	0	0		大晋星痕：有一定机率吸取目标的血
772	772	0	Shenqi_7							1	0	0	0	0		大晋星痕：有一定机率减少目标的怒气
773	773	0	Shenqi_7							1	0	0	0	0		大晋星痕：有一定机率降低目标的内外功攻击
774	775	0	Shenqi_11							1	0	0	0	0		大隋凝霜：有一定机率降低目标的移动速度
775	774	0	Shenqi_11							1	0	0	0	0		大隋凝霜：有一定机率吸取目标的血
776	776	0	Shenqi_11							1	0	0	0	0		大隋凝霜：有一定机率降低目标的内外功攻击
777	777	0	Shenqi_14							1	0	0	0	0		大唐昆岳：有一定机率吸取目标的血
778	778	0	Shenqi_14							1	0	0	0	0		大唐昆岳：有一定机率降低目标的移动速度
779	779	0	Shenqi_14							1	0	0	0	0		大唐昆岳：有一定机率降低目标的内外功攻击
780	780	0	Shenqi_8							1	0	0	0	0		大宋君岑：有一定机率吸取目标的血
781	781	0	Shenqi_8							1	0	0	0	0		大宋君岑：有一定机率吸取目标的气
782	782	0	Shenqi_8							1	0	0	0	0		大宋君岑：有一定机率降低目标的内外功攻击
783	783	0	Shenqi_13				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大夏龙雀：吸取目标的血
784	784	0	Shenqi_13				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大夏龙雀：已降低一个目标的移动速度40%
785	785	0	Shenqi_13				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大夏龙雀：已降低一个目标的内外功防御1923
786	786	0	Shenqi_12				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大商尘影：吸取目标的血
787	787	0	Shenqi_12				wq_吸气触发01		右武器绑定点	0	0	0	1	0		大商尘影：吸取目标的气
788	788	0	Shenqi_12				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大商尘影：已降低一个目标的内外功防御1923
789	789	0	Shenqi_6				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大周岚夜：吸取目标的血
790	790	0	Shenqi_6				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大周岚夜：已降低一个目标的内外功攻击1923
791	791	0	Shenqi_6				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大周岚夜：已降低一个目标的内外功防御1923
792	792	0	Shenqi_9				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大秦锋镝：吸取目标的血
793	793	0	Shenqi_9				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大秦锋镝：已降低一个目标的移动速度40%
794	794	0	Shenqi_9				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大秦锋镝：已降低一个目标的内外功攻击1923
795	795	0	Shenqi_10				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大汉弘纲：吸取目标的血
796	796	0	Shenqi_10				wq_吸气触发01		右武器绑定点	0	0	0	1	0		大汉弘纲：吸取目标的气
797	797	0	Shenqi_10				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大汉弘纲：已降低一个目标的内外功攻击1923
798	798	0	Shenqi_7				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大晋星痕：吸取目标的血
799	799	0	Shenqi_7				wq_打怒触发01		右武器绑定点	0	0	0	1	0		大晋星痕：减少目标的怒气
800	800	0	Shenqi_7				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大晋星痕：已降低一个目标的内外功攻击1923
801	801	0	Shenqi_11				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大隋凝霜：已降低一个目标的移动速度40%
802	802	0	Shenqi_11				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大隋凝霜：吸取目标的血
803	803	0	Shenqi_11				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大隋凝霜：已降低一个目标的内外功攻击1923
804	804	0	Shenqi_14				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大唐昆岳：吸取目标的血
805	805	0	Shenqi_14				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大唐昆岳：已降低一个目标的移动速度40%
806	806	0	Shenqi_14				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大唐昆岳：已降低一个目标的内外功攻击1923
807	807	0	Shenqi_8				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大宋君岑：吸取目标的血
808	808	0	Shenqi_8				wq_吸气触发01		右武器绑定点	0	0	0	1	0		大宋君岑：吸取目标的气
809	809	0	Shenqi_8				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大宋君岑：已降低一个目标的内外功攻击1923
810	810	0	PetSkill6_15	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		减速：移动速度降低40%
811	811	0	PetSkill6_8	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		破绽：内外功防御降低1923
812	812	0	PetSkill6_6	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		虚弱：内外功攻击降低1923
813	813	0	Buff9_7							1	0	0	0	0		普渡：命中目标后有机率减少对方玄抗30点，可以将目标的抗性降低至负值
814	814	0	Buff9_10							1	0	0	0	0		焚魂：命中目标后有机率减少对方火抗30点，可以将目标的抗性降低至负值
815	815	0	Buff9_8							1	0	0	0	0		炎毒：命中目标后有机率减少对方毒抗和火抗各20点，可以将目标的抗性降低至负值
816	816	0	Buff9_6							1	0	0	0	0		寒雷：命中目标后有机率减少对方玄抗和冰抗各20点，可以将目标的抗性降低至负值
817	817	0	Buff9_13							1	0	0	0	0		骤霜：命中目标后有机率减少对方冰抗和玄抗各20点，可以将目标的抗性降低至负值
818	818	0	Buff9_12							1	0	0	0	0		噬心：命中目标后有机率减少对方毒抗30点，可以将目标的抗性降低至负值
819	819	0	Buff9_9							1	0	0	0	0		刺骨：命中目标后有机率减少对方冰抗30点，可以将目标的抗性降低至负值
820	820	0	Buff9_5							1	0	0	0	0		碧火：命中目标后有机率减少对方火抗和毒抗各20点，可以将目标的抗性降低至负值
821	821	0	Buff9_11							1	0	0	0	0		神光：命中目标后有机率减少对方所有抗性各15点，可以将目标的抗性降低至负值
822	822	0	Buff9_7							0	0	1	0	0		普渡：降低玄抗30点
823	823	0	Buff9_10							0	0	1	0	0		焚魂：降低火抗30点
824	824	0	Buff9_8							0	0	1	0	0		炎毒：降低毒抗和火抗各20点
825	825	0	Buff9_6							0	0	1	0	0		寒雷：降低玄抗和冰抗各20点
826	826	0	Buff9_13							0	0	1	0	0		骤霜：降低冰抗和玄抗各20点
827	827	0	Buff9_12							0	0	1	0	0		噬心：降低毒抗30点
828	828	0	Buff9_9							0	0	1	0	0		刺骨：降低冰抗30点
829	829	0	Buff9_5							0	0	1	0	0		碧火：降低火抗和毒抗各20点
830	830	0	Buff9_11							0	0	1	0	0		神光：降低所有抗性各15点
831	831	0	Ore2_3	kvk_zc_青龙战车_buff		脚下光圈点				0	0	1	0	0		战车发动攻击
832	832	0	Ore2_3	kvk_zc_白虎战车_buff		脚下光圈点				0	0	1	0	0		战车发动攻击
833	833	0	Ore2_3	kvk_zc_朱雀战车_buff		脚下光圈点				0	0	1	0	0		战车发动攻击
834	834	0	Ore2_3	kvk_zc_玄武战车_buff		脚下光圈点				0	0	1	0	0		战车发动攻击
835	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性9点
836	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性12点
837	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性15点
838	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性18点
839	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性21点
840	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性24点
841	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性27点
842	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性30点
843	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性33点
844	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性36点
845	700	0	Buff10_5				buff_和谐光环01		身体中心点	1	0	0	0	0		父亲节的祝福：增加所有属性39点
#																
850	850	0	Buff7_11				g01_buff5		身体中心点	1	0	0	0	0		出土文物：免疫外功伤害
851	851	0	Buff7_12				g01_buff5		身体中心点	1	0	0	0	0		出土文物：免疫内功伤害
852	852	0	Buff7_14							1	0	0	0	0		出土文物：免疫冰系以外的属性伤害
853	853	0	Buff7_13							1	0	0	0	0		出土文物：免疫火系以外的属性伤害
854	854	0	Buff7_15							1	0	0	0	0		出土文物：免疫玄系以外的属性伤害
855	855	0	Buff7_16							1	0	0	0	0		出土文物：免疫毒系以外的属性伤害
856	856	0	Buff7_3				boss_飘渺峰哈大霸buff01		身体中心点	1	0	0	0	0		悬枢之痛：悬枢穴生死符发作，无法移动，但伤害加倍
857	857	0	Buff7_5				boss_飘渺峰哈大霸buff03		身体中心点	1	0	0	0	0		气海之痛：气海穴生死符发作，所受伤害加倍
858	858	0	Buff7_4				boss_飘渺峰哈大霸buff02		身体中心点	1	0	0	0	0		丝竹空之痛：丝竹空穴生死符发作，此时六亲不认，攻击不会转移目标
859	859	0	Buff7_6				boss_飘渺峰乌老大buff疯狂		身体中心点	1	0	0	0	0		疯狂：极大的提高移动速度和伤害
860	860	0	Buff0_15				g01_buff27		脚下光圈点	0	0	1	0	0		哪里走：因震慑而无法移动
861	861	0	Buff8_3		Skills\Common\金甲明镜.wav		boss_飘渺峰卓不凡03		身体中心点	1	0	0	0	0		金甲：免疫外攻伤害
862	862	0	Buff8_4		Skills\Common\金甲明镜.wav		boss_飘渺峰卓不凡02		身体中心点	1	0	0	0	0		明镜：免疫内功伤害
863	863	0	Buff7_7				boss_飘渺峰卓不凡01		身体中心点	1	0	0	0	0		兄弟：愤怒状态，提高移动速度和伤害
864	864	0	Buff8_5		Skills\Common\烟花、暗雷.wav		boss_飘渺峰不平道人02		身体中心点	1	0	0	0	0		暗雷：身中暗雷，爆炸后会对周围队友造成伤害
865	865	0	Buff8_5		Skills\Common\烟花、暗雷.wav		boss_飘渺峰不平道人04		身体中心点	1	0	0	0	0		暗雷：身中暗雷，爆炸后会对周围队友造成伤害
866	866	0	Buff8_6		Skills\Common\金甲明镜.wav		boss_飘渺峰不平道人03		脚下光圈点	1	0	0	0	0		精算：内外攻中伤害较低的发挥效果，且伤害放大一倍
867	867	0	Buff9_2							0	0	0	0	0		有趣：每秒恢复少量的血
868	868	0	Buff9_4							0	0	0	0	0		震慑：每秒损失少量的血
869	869	0	Buff7_10							0	0	0	0	0		牛毛毒针：因受毒针而降低移动速度
870	870	0	Buff8_1							0	0	0	0	0		毒性变换：降低毒抗性180点
871	871	0	Buff8_2				g01_buff32		身体受击点	0	0	0	0	0		麻痹毒药：蚀骨之毒，每秒受到一定伤害
872	872	0	Buff8_9							0	0	0	0	0		寒冰：因受到冰冻而降低移动速度
873	873	0	FightSkillDaLi_4							0	0	0	0	0		有趣：移动速度提高15%
874	874	0	Buff1_1	g01_yanggetianjun		身体受击点				0	0	0	0	0		震慑：移动速度降低15%
875	875	0	Buff8_12				boss_李秋水04		脚下光圈点	0	0	0	0	0		剑舞·内
876	875	0	Buff8_13				boss_李秋水06		脚下光圈点	0	0	0	0	0		剑舞·火
877	875	0	Buff8_15				boss_李秋水11		脚下光圈点	0	0	0	0	0		剑舞·外
878	875	0	Buff8_14				boss_李秋水14		脚下光圈点	0	0	0	0	0		剑舞·玄
879	875	0	Buff8_11				boss_李秋水16		脚下光圈点	0	0	0	0	0		剑舞·冰
880	875	0	Buff8_10				boss_李秋水18		脚下光圈点	0	0	0	0	0		剑舞·毒
881	881	0	Buff8_12							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·内
882	881	0	Buff8_13							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·火
883	881	0	Buff8_15							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·外
884	881	0	Buff8_14							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·玄
885	881	0	Buff8_11							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·冰
886	881	0	Buff8_10							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·毒
887	887	0	Buff9_1							0	0	0	0	0		有趣：每秒恢复少量的气
888	888	0	Buff9_3							0	0	0	0	0		震慑：每秒损失少量的气
889	99	0	Ride2_5							0	0	0	1	0		坐骑：碧水金睛兽
890	890	0	Buff0_16				buff_sangong_01		脚下光圈点	0	1	1	0	0		无法使用任何攻击技能
891	891	0	Buff8_1							0	0	0	0	0		毒性变换：降低毒抗性1点
892	892	0	FabaoDaoju_1							0	-1	-1	0	0		小明目丹：暗器获得经验变成1.5倍
893	893	0	FabaoDaoju_5							0	-1	-1	0	0		大明目丹：暗器获得经验变成2倍
894	894	0	Buff8_2				g01_buff32		身体受击点	0	1	1	0	0		诅咒：持续掉血
900	900	0	Buff5_9				活动BUFF_A01		身体中心点	1	0	0	0	0		秦皇战神：增加人物基础外功攻击和基础内功攻击
901	655	0	haiwai1_1				g01_xy_jq_黄金甲_1		脚下光圈点	0	0	0	1	0		夫妻行功心法
#																
950	99	0	Ride2_4							0	0	0	1	0		坐骑：潘神
980	980	0	Ore2_3							1	0	0	0	0		驾驶蚩尤青龙战车
981	981	0	Ore2_3							1	0	0	0	0		驾驶蚩尤白虎战车
982	982	0	Ore2_3							1	0	0	0	0		驾驶蚩尤朱雀战车
983	983	0	Ore2_3							1	0	0	0	0		驾驶蚩尤玄武战车
984	984	0	Ore2_3							1	0	0	0	0		驾驶蚩尤盘古战车
985	985	0	Ore2_3							1	0	0	0	0		驾驶炎黄青龙战车
986	986	0	Ore2_3							1	0	0	0	0		驾驶炎黄白虎战车
987	987	0	Ore2_3							1	0	0	0	0		驾驶炎黄朱雀战车
988	988	0	Ore2_3							1	0	0	0	0		驾驶炎黄玄武战车
989	989	0	FightSkillGaiBang_3							0	0	0	1	0		免疫减速
990	990	0	FightSkillMingJiao1_3				g01_buff18		身体受击点	0	0	0	1	0		免疫散功
991	991	0	FightSkillShaoLin2_3	g01_sl_zdo_mingjingtai_01		身体受击点				0	0	0	1	0		免疫失明
992	993	0	FightSkillTianShan_9	g01_ts_zdo_renwowuxiang		身体受击点	g01_buff38		头顶状态点	0	1	1	0	0		点穴：封穴，移动不能，操作不能，可被攻击，无法被打醒
993	993	0	Ore2_3							1	0	0	0	0		驾驶炎黄盘古战车
994	994	0	Buff0_15		Skills\Sl\Sl_金刚伏魔圈_定身.wav		g01_buff27		脚下光圈点	0	1	1	0	0		定身：无法移动并且不能攻击或使用技能
995	1022	0	YuanDan1_1				g01_buff_圣诞礼盒01		脚下光圈点	0	0	0	1	0		圣诞快乐
996	1022	0	YuanDan1_4				g01_buff_圣诞礼盒02		脚下光圈点	0	0	0	1	0		圣诞快乐
997	1022	0	YuanDan1_3				g01_buff_圣诞礼盒03		脚下光圈点	0	0	0	1	0		圣诞快乐
998	1022	0	YuanDan1_2				g01_buff_圣诞礼盒04		脚下光圈点	0	0	0	1	0		圣诞快乐
999	999	0	Buff4_16							0	0	0	0	0		免疫控制和僵硬
1000	1000	0	Buff4_16							0	0	0	0	0		免疫控制
1001	30	0	Buff1_4							0	1	1	0	0		破绽：受到火烧赤壁技能攻击的伤害增加
1002	34	0	Buff1_5							0	1	1	0	0		虚弱：内功攻击减少
1003	1003	0	FightSkillXiaoYao1_5							0	0	1	0	0		蛟龙出水：受到蜃龙乱舞攻击将被定身
1004	23	0	Buff1_1	g01_yanggetianjun		身体受击点	g01_buff100		脚下光圈点	0	1	1	0	0		蜃龙乱舞：僵硬，移动速度减慢
1005	1005	0	FightSkillXiaoYao1_7							0	0	1	0	0		海市蜃楼：受到蛟龙乱舞攻击伤害增加
1006	1006	0	FightSkillMingJiao_15				boss_镜湖水鬼_火烧赤壁		脚下光圈点	0	0	0	0	0		火烧赤壁：自身周围15米范围内所有敌对目标将受到持续的火攻击和破绽效果
1007	1007	0	FightSkillGaiBang1_8				boss_镜湖水鬼_蛟龙乱舞		脚下光圈点	0	0	0	0	0		蛟龙乱舞：自身周围5米范围内所有敌对目标将受到持续的火攻击
1008	1008	0	FightSkillGaiBang_4				boss_镜湖水鬼_蜃龙乱舞		脚下光圈点	0	0	0	0	0		蜃龙乱舞：自身周围5米范围内所有敌对目标将受到僵硬减速效果和火攻击
1009	345	0	PetSkill3_3				cw_rouqiang		头顶状态点	0	0	1	0	0		兽王咆哮：吸引怪物攻击自身
