INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
8617	±‰“Ïª∂¿÷÷Ì	861	85	9	1	0	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	724	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	100	100	200	100	500	7200000	8610
8619	ª∂¿÷÷Ì±¶±¶	861	85	9	0	1	1	10	694	550000	-1	-1	722	900000	662	500000	661	350000	724	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	7200000	8610
8620	≥…ƒÍª∂¿÷÷Ì	862	95	9	0	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	724	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	7200000	8620
8621	±‰“Ïª∂¿÷÷Ì	862	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	724	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	7200000	8620
8622	±‰“Ïª∂¿÷÷Ì	862	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	724	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	7200000	8620
8623	±‰“Ïª∂¿÷÷Ì	862	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	724	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1710	1447	921	1184	921	1459	1604	1677	1896	2388	100	100	200	100	500	7200000	8620
8624	±‰“Ïª∂¿÷÷Ì	862	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	724	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1768	1496	952	1224	952	1459	1604	1677	1896	2388	100	100	200	100	500	7200000	8620
8625	±‰“Ïª∂¿÷÷Ì	862	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	724	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1826	1545	983	1264	983	1459	1604	1677	1896	2388	100	100	200	100	500	7200000	8620
8626	±‰“Ïª∂¿÷÷Ì	862	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	724	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1883	1594	1014	1304	1014	1459	1604	1677	1896	2388	100	100	200	100	500	7200000	8620
8627	±‰“Ïª∂¿÷÷Ì	862	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	724	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1941	1642	1045	1344	1045	1459	1604	1677	1896	2388	100	100	200	100	500	7200000	8620
8628	±‰“Ïª∂¿÷÷Ì	862	95	9	1	0	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	724	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1999	1691	1076	1384	1076	1459	1604	1677	1896	2388	100	100	200	100	500	7200000	8620
8629	ª∂¿÷÷Ì±¶±¶	862	95	9	0	1	1	10	694	600000	-1	-1	722	900000	662	550000	661	400000	724	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	7200000	8620
8630	≥…ƒÍª◊◊—˝ Û	863	55	9	0	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	50	100	150	200	500	7200000	8630
8631	±‰“Ïª◊◊—˝ Û	863	55	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1535	1096	548	986	767	1051	1156	1208	1366	1576	50	100	150	200	500	7200000	8630
8632	±‰“Ïª◊◊—˝ Û	863	55	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1642	1173	586	1055	821	1051	1156	1208	1366	1576	50	100	150	200	500	7200000	8630
8633	±‰“Ïª◊◊—˝ Û	863	55	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1749	1249	624	1124	874	1051	1156	1208	1366	1576	50	100	150	200	500	7200000	8630
8634	±‰“Ïª◊◊—˝ Û	863	55	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1856	1326	663	1193	928	1051	1156	1208	1366	1576	50	100	150	200	500	7200000	8630
8639	ª◊◊—˝ Û±¶±¶	863	55	9	0	1	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	50	100	150	200	500	7200000	8630
8640	≥…ƒÍ—◊ª—˝ Û	864	75	9	0	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	50	100	150	200	500	7200000	8640
8641	±‰“Ï—◊ª—˝ Û	864	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1619	1157	578	1041	809	1255	1380	1443	1631	1882	50	100	150	200	500	7200000	8640
8642	±‰“Ï—◊ª—˝ Û	864	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1697	1212	606	1090	848	1255	1380	1443	1631	1882	50	100	150	200	500	7200000	8640
8643	±‰“Ï—◊ª—˝ Û	864	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	1267	633	1140	887	1255	1380	1443	1631	1882	50	100	150	200	500	7200000	8640
8644	±‰“Ï—◊ª—˝ Û	864	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1851	1322	661	1190	925	1255	1380	1443	1631	1882	50	100	150	200	500	7200000	8640
8645	±‰“Ï—◊ª—˝ Û	864	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	1377	688	1239	964	1255	1380	1443	1631	1882	50	100	150	200	500	7200000	8640
8646	±‰“Ï—◊ª—˝ Û	864	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2005	1432	716	1289	1002	1255	1380	1443	1631	1882	50	100	150	200	500	7200000	8640
8649	—◊ª—˝ Û±¶±¶	864	75	9	0	1	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	50	100	150	200	500	7200000	8640
8650	≥…ƒÍ–˛“Ìƒß ﬁ	865	65	9	0	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	848	1061	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8650
8651	±‰“Ï–˛“Ìƒß ﬁ	865	65	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	562	843	1585	899	1124	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8650
8652	±‰“Ï–˛“Ìƒß ﬁ	865	65	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	594	891	1675	950	1188	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8650
8653	±‰“Ï–˛“Ìƒß ﬁ	865	65	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	625	938	1765	1001	1251	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8650
8654	±‰“Ï–˛“Ìƒß ﬁ	865	65	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	657	986	1855	1052	1315	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8650
8655	±‰“Ï–˛“Ìƒß ﬁ	865	65	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	689	1034	1944	1103	1379	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8650
8659	–˛“Ìƒß ﬁ±¶±¶	865	65	9	0	1	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	848	1061	1153	1268	1325	1498	1729	500	200	150	100	50	7200000	8650
8660	≥…ƒÍÚø–˛ƒß ﬁ	866	75	9	0	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8660
8661	±‰“ÏÚø–˛ƒß ﬁ	866	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	867	1631	925	1157	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8660
8662	±‰“ÏÚø–˛ƒß ﬁ	866	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	909	1709	969	1212	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8660
8663	±‰“ÏÚø–˛ƒß ﬁ	866	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	950	1786	1013	1267	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8660
8664	±‰“ÏÚø–˛ƒß ﬁ	866	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	991	1864	1057	1322	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8660
8665	±‰“ÏÚø–˛ƒß ﬁ	866	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1033	1942	1102	1377	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8660
8666	±‰“ÏÚø–˛ƒß ﬁ	866	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1074	2019	1146	1432	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8660
8669	Úø–˛ƒß ﬁ±¶±¶	866	75	9	0	1	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8660
8670	≥…ƒÍ’‰∆Ê Û	867	65	9	0	0	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1102	1102	1102	1102	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8670
8671	±‰“Ï’‰∆Ê Û	867	65	9	1	0	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1157	1157	1157	1157	1157	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8670
8672	±‰“Ï’‰∆Ê Û	867	65	9	1	0	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1212	1212	1212	1212	1212	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8670
8673	±‰“Ï’‰∆Ê Û	867	65	9	1	0	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1267	1267	1267	1267	1267	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8670
8674	±‰“Ï’‰∆Ê Û	867	65	9	1	0	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1322	1322	1322	1322	1322	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8670
8675	±‰“Ï’‰∆Ê Û	867	65	9	1	0	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1377	1377	1377	1377	1377	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8670
8679	’‰∆Ê Û±¶±¶	867	65	9	0	1	1	10	692	300000	-1	-1	726	800000	730	400000	662	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1102	1102	1102	1102	1255	1380	1443	1631	1882	100	500	50	150	200	7200000	8670
8680	≥…ƒÍ˜Ë˜Î	868	75	9	0	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8680
8681	±‰“Ï˜Ë˜Î	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	867	1631	925	1157	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8680
8682	±‰“Ï˜Ë˜Î	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	909	1709	969	1212	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8680
8683	±‰“Ï˜Ë˜Î	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	950	1786	1013	1267	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8680
8684	±‰“Ï˜Ë˜Î	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	991	1864	1057	1322	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8680
8685	±‰“Ï˜Ë˜Î	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1033	1942	1102	1377	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8680
8686	±‰“Ï˜Ë˜Î	868	75	9	1	0	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1074	2019	1146	1432	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8680
8689	˜Ë˜Î±¶±¶	868	75	9	0	1	100	10	700	300000	-1	-1	728	800000	660	400000	668	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	200	150	100	50	7200000	8680
8690	≥…ƒÍº™œÈ√®	869	85	9	0	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	8690
8691	±‰“Ïº™œÈ√®	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	8690
8692	±‰“Ïº™œÈ√®	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	8690
8693	±‰“Ïº™œÈ√®	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	8690
8694	±‰“Ïº™œÈ√®	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	8690
8695	±‰“Ïº™œÈ√®	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	8690
8696	±‰“Ïº™œÈ√®	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	8690
8697	±‰“Ïº™œÈ√®	869	85	9	1	0	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	8690
8699	º™œÈ√®±¶±¶	869	85	9	0	1	1000	10	698	450000	-1	-1	728	900000	712	500000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	100	150	50	7200000	8690
8700	≥…ƒÍ’‰∆Ê Û	870	5	9	0	0	1	10	692	150000	-1	-1	726	800000	730	250000	662	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	979	979	979	979	979	948	1042	1090	1232	1422	100	500	50	150	200	7200000	8700
8701	±‰“Ï’‰∆Ê Û	870	5	9	1	0	1	10	692	150000	-1	-1	726	800000	730	250000	662	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1076	1076	1076	1076	1076	948	1042	1090	1232	1422	100	500	50	150	200	7200000	8700
8702	±‰“Ï’‰∆Ê Û	870	5	9	1	0	1	10	692	150000	-1	-1	726	800000	730	250000	662	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1174	1174	1174	1174	1174	948	1042	1090	1232	1422	100	500	50	150	200	7200000	8700
8709	’‰∆Ê Û±¶±¶	870	5	9	0	1	1	10	692	150000	-1	-1	726	800000	730	250000	662	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	979	979	979	979	979	948	1042	1090	1232	1422	100	500	50	150	200	7200000	8700
8710	≥…ƒÍ’‰∆Ê Û	871	45	9	0	0	1	10	692	200000	-1	-1	726	800000	730	300000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1020	1020	1020	1020	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8710
8711	±‰“Ï’‰∆Ê Û	871	45	9	1	0	1	10	692	200000	-1	-1	726	800000	730	300000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1096	1096	1096	1096	1096	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8710
8712	±‰“Ï’‰∆Ê Û	871	45	9	1	0	1	10	692	200000	-1	-1	726	800000	730	300000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1173	1173	1173	1173	1173	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8710
8713	±‰“Ï’‰∆Ê Û	871	45	9	1	0	1	10	692	200000	-1	-1	726	800000	730	300000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1249	1249	1249	1249	1249	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8710
8719	’‰∆Ê Û±¶±¶	871	45	9	0	1	1	10	692	250000	-1	-1	726	800000	730	350000	662	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1020	1020	1020	1020	1051	1156	1208	1366	1576	100	500	50	150	200	7200000	8710
8720	≥…ƒÍ’‰∆Ê Û	872	55	9	0	0	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	1061	1061	1061	1061	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8720
8721	±‰“Ï’‰∆Ê Û	872	55	9	1	0	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1124	1124	1124	1124	1124	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8720
8722	±‰“Ï’‰∆Ê Û	872	55	9	1	0	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1188	1188	1188	1188	1188	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8720
8723	±‰“Ï’‰∆Ê Û	872	55	9	1	0	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1251	1251	1251	1251	1251	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8720
8724	±‰“Ï’‰∆Ê Û	872	55	9	1	0	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1315	1315	1315	1315	1315	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8720
8729	’‰∆Ê Û±¶±¶	872	55	9	0	1	1	10	692	250000	-1	-1	726	800000	730	350000	662	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	1061	1061	1061	1061	1153	1268	1325	1498	1729	100	500	50	150	200	7200000	8720
8730	≥…ƒÍƒß—¿±©¡˙	873	85	9	0	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8730
8731	±‰“Ïƒß—¿±©¡˙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1667	1190	595	1071	833	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8730
8732	±‰“Ïƒß—¿±©¡˙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1735	1239	619	1115	867	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8730
8733	±‰“Ïƒß—¿±©¡˙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	1288	644	1159	902	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8730
8734	±‰“Ïƒß—¿±©¡˙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	1337	668	1203	936	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8730
8735	±‰“Ïƒß—¿±©¡˙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1941	1386	693	1248	970	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8730
8736	±‰“Ïƒß—¿±©¡˙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2009	1435	717	1292	1004	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8730
8737	±‰“Ïƒß—¿±©¡˙	873	85	9	1	0	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	1484	742	1336	1039	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8730
8739	ƒß—¿±©¡˙±¶±¶	873	85	9	0	1	1000	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	50	100	150	200	500	7200000	8730
8740	≥…ƒÍÃ∆◊∞ Û	874	5	9	0	0	1	10	694	300000	-1	-1	722	900000	662	250000	661	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	500	100	200	100	100	7200000	8740
