INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																															
179	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30101115	1	-1	100	100		30101116	1	-1	100	100		30101117	1	-1	100	100		30101118	1	-1	100	100		30101119	1	-1	100	100		30101120	1	-1	100	100		30101121	1	-1	100	100		30101122	1	-1	100	100		30101123	1	-1	100	100		30101124	1	-1	100	100		30101125	1	-1	100	100		30101126	1	-1	100	100		30101127	1	-1	100	100		30101128	1	-1	100	100		30101129	1	-1	100	100		30101130	1	-1	100	100		30101131	1	-1	100	100		30101132	1	-1	100	100		30101133	1	-1	100	100		30101134	1	-1	100	100		30001016	1	-1	100	100		30001017	1	-1	100	100		30001018	1	-1	100	100		30002016	1	-1	100	100		30002017	1	-1	100	100		30002018	1	-1	100	100		30003021	1	-1	100	100		30003022	1	-1	100	100		30003023	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
180	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501151	1	-1	200	100	#G	30501152	1	-1	200	100	#G	30501153	1	-1	200	100	#G	30501132	1	-1	200	100	#G	30501133	1	-1	200	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
181	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30503024	1	-1	200	100	#G	30503022	1	-1	200	100	#G	30501134	1	-1	200	100	#G	30501135	1	-1	200	100	#G	30501113	1	-1	200	100	#G	30501137	1	-1	200	100	#G	30501144	1	-1	200	100	#G	30501151	1	-1	200	100		30501152	1	-1	200	100		30501153	1	-1	200	100		30501132	1	-1	200	100		30501133	1	-1	200	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
182	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008039	1	-1	480	80		30008020	1	-1	280	100		30008035	1	-1	560	100		30008036	1	-1	560	100		30008041	1	-1	560	100	#G	30008042	1	-1	560	100	#G	30008068	1	-1	1000	100		30008095	1	-1	1000	100		30008104	1	-1	1000	100		30008113	1	-1	1000	100		30008118	1	-1	1000	100		30008129	1	-1	1000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
183	40	0	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302500	1	-1	100	100		30302501	1	-1	100	100		30302502	1	-1	100	100		30302503	1	-1	100	100		30302504	1	-1	100	100		30302505	1	-1	100	100		30302505	1	-1	100	100		30302507	1	-1	100	100		30302508	1	-1	100	100		30302508	1	-1	100	100		30302510	1	-1	100	100		30302511	1	-1	100	100		30302512	1	-1	100	100		30302513	1	-1	100	100		30302514	1	-1	100	100		30302515	1	-1	100	100		30302516	1	-1	100	100		30302517	1	-1	100	100		30302518	1	-1	100	100		30302519	1	-1	100	100		30302520	1	-1	100	100		30302521	1	-1	100	100		30302522	1	-1	100	100		30302523	1	-1	100	100		30302524	1	-1	100	100		30302525	1	-1	100	100		30302526	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
184	40	0	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302527	1	-1	100	100		30302528	1	-1	100	100		30302529	1	-1	100	100		30302530	1	-1	100	100		30302531	1	-1	100	100		30302532	1	-1	100	100		30302533	1	-1	100	100		30302534	1	-1	100	100		30302535	1	-1	100	100		30302536	1	-1	100	100		30302537	1	-1	100	100		30302538	1	-1	100	100		30302539	1	-1	100	100		30302540	1	-1	100	100		30302541	1	-1	100	100		30302542	1	-1	100	100		30302543	1	-1	100	100		30302544	1	-1	100	100		30302545	1	-1	100	100		30302546	1	-1	100	100		30302547	1	-1	100	100		30302548	1	-1	100	100		30302549	1	-1	100	100		30302550	1	-1	100	100		30302551	1	-1	100	100		30302552	1	-1	100	100		30302553	1	-1	100	100		30302554	1	-1	100	100		30302555	1	-1	100	100		30302556	1	-1	100	100		30302557	1	-1	100	100		30302558	1	-1	100	100		30302559	1	-1	100	100		30302560	1	-1	100	100		30302561	1	-1	100	100		30302562	1	-1	100	100		30302563	1	-1	100	100		30302564	1	-1	100	100		30302565	1	-1	100	100		30302566	1	-1	100	100		30302567	1	-1	100	100		30302568	1	-1	100	100		30302569	1	-1	100	100		30302570	1	-1	100	100		30302571	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
185	40	0	1	9	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	10141012	1	-1	100	100		30308061	1	1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
186	40	0	1	9	1	1	1	0	1	7200000	2	1	../Public/Config/RandShop/shuhe_randgemshop.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100																																																
187	40	120	1	9	1	1	1	1	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505056	1	20	100	100		30505057	1	20	100	100		30505058	1	20	100	100		30505059	1	20	100	100		30508061	1	20	100	100		30508071	1	20	100	100		30508081	1	20	100	100		30508091	1	20	100	100		30505061	1	20	100	100		30505071	1	20	100	100		30505081	1	20	100	100		30505091	1	20	100	100		30507061	1	20	100	100		30507071	1	20	100	100		30507081	1	20	100	100		30507091	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10470000	1	-1	1	100	#G	10470001	1	-1	1	100	#G	10470002	1	-1	1	100	#G	10470003	1	-1	1	100	#G	10470004	1	-1	1	100	#G	10470005	1	-1	1	100	#G	10470006	1	-1	1	100	#G	10470007	1	-1	1	100	#G	10470008	1	-1	1	100	#G	10470009	1	-1	1	100	#G	10470010	1	-1	1	100	#G	10470011	1	-1	1	100	#G	10470012	1	-1	1	100	#G	10470013	1	-1	1	100	#G	10470014	1	-1	1	100	#G	10470015	1	-1	1	100	#G	10470016	1	-1	1	100	#G	10470017	1	-1	1	100	#G	10470018	1	-1	1	100		30309789	1	-1	2900	100		30309790	1	-1	2900	100		30309791	1	-1	2900	100		30309792	1	-1	2500	100		30309793	1	-1	2000	100	#G	30309822	1	-1	1500	100	#G	30309823	1	-1	1500	100	#G	30309824	1	-1	1500	100	#G	30309805	1	-1	6000	100	#G	30309806	1	-1	6000	100	#G	30309807	1	-1	6000	100	#G	30309808	1	-1	6000	100	#G	30309809	1	-1	6000	100	#G	30309810	1	-1	6000	100	#G	30309811	1	-1	6000	100	#G	30309812	1	-1	6000	100		10141807	1	-1	1500	100	#G	30308183	1	-1	1	100																																																																																																																														
188	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10503019	1	-1	2500	100		10510059	1	-1	2500	100		10511059	1	-1	2500	100		10512059	1	-1	2500	100		10513059	1	-1	2500	100		10514059	1	-1	2500	100		10521059	1	-1	2500	100		10522059	1	-1	2500	100		10552059	1	-1	2500	100		10515059	1	-1	2500	100		10521059	1	-1	2500	100		10522059	1	-1	8000	100		10552059	1	-1	1	100		10141370	1	-1	8000	100		30308178	1	-1	1	100		10141380	1	-1	3500	100		30308179	1	-1	1	100		10141386	1	-1	8000	100		30308180	1	-1	1	100		10141387	1	-1	8000	100		30308181	1	-1	1	100		10141388	1	-1	8000	100		30308182	1	-1	1	100		30008053	1	-1	8888	100		30008002	1	-1	1	100		30008003	1	-1	1	50		30008034	1	-1	1	50		30008048	1	-1	1	50		30900015	1	-1	38	100		30900010	1	-1	1	100		30501170	1	-1	200	25	#G	30900006	1	-1	55	100		30900045	1	-1	550	100		30502000	10	-1	240	100		30502001	10	-1	320	100		30502002	10	-1	400	100		30008018	1	-1	60	100		30008011	1	-1	40	100		30008007	1	-1	1	50		30008030	1	-1	10	100		30008009	1	-1	1	100		30501356	1	-1	1	100	#G	30501167	1	-1	1	100	#G	30309815	1	-1	1500	100	#G	30309816	1	-1	1500	100	#G	30309817	1	-1	1500	100	#G	30309818	1	-1	1500	100	#G	30309819	1	-1	1500	100	#G	30309820	1	-1	1500	100	#G	30309821	1	-1	1500	100	#G	30309822	1	-1	1500	100	#G	30309823	1	-1	1500	100	#G	30309824	1	-1	1500	100																														
189	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10553115	1	-1	2500	100		10553114	1	-1	2500	100		10553111	1	-1	2500	100		10553110	1	-1	2500	100		10553109	1	-1	2500	100		10553108	1	-1	2500	100		10553107	1	-1	2500	100		10553106	1	-1	2500	100		10553105	1	-1	2500	100		10553104	1	-1	2500	100		10553103	1	-1	2500	100		10141366	1	-1	8000	100		30308177	1	-1	1	100		10141370	1	-1	8000	100		30308178	1	-1	1	100		10141380	1	-1	3500	100		30308179	1	-1	1	100		10141386	1	-1	8000	100		30308180	1	-1	1	100		10141387	1	-1	8000	100		30308181	1	-1	1	100		10141388	1	-1	8000	100		30308182	1	-1	1	100		30008053	1	-1	8888	100		30008002	1	-1	1	100		30008003	1	-1	1	50		30008034	1	-1	1	50		30008048	1	-1	1	50		30900015	1	-1	38	100		30900010	1	-1	1	100		30501170	1	-1	200	25	#G	30900006	1	-1	55	100		30900045	1	-1	550	100		30502000	10	-1	240	100		30502001	10	-1	320	100		30502002	10	-1	400	100		30008018	1	-1	60	100		30008011	1	-1	40	100		30008007	1	-1	1	50		30008030	1	-1	10	100		30008009	1	-1	1	100		30501356	1	-1	1	100	#G	30501167	1	-1	1	100	#G	30309815	1	-1	1500	100	#G	30309816	1	-1	1500	100	#G	30309817	1	-1	1500	100	#G	30309818	1	-1	1500	100	#G	30309819	1	-1	1500	100	#G	30309820	1	-1	1500	100	#G	30309821	1	-1	1500	100	#G	30309822	1	-1	1500	100	#G	30309823	1	-1	1500	100	#G	30309824	1	-1	1500	100																														
190	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30509023	1	-1	2000	100		30509021	1	-1	2000	100		30509024	1	-1	2000	100		30509016	1	-1	2000	100		30509020	1	-1	2000	100		30509015	1	-1	2000	100		30509017	1	-1	2000	100		30509018	1	-1	2000	100		30509019	1	-1	2000	100		30505040	1	-1	400	100		30505035	1	-1	400	100		30505036	1	-1	400	100		30505037	1	-1	400	100		30505038	1	-1	400	100		30505039	1	-1	400	100		30505034	1	-1	400	100		30505041	1	-1	400	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
191	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30509085	1	-1	2000	100	#G	30509057	1	-1	2000	100	#G	30509058	1	-1	2000	100	#G	30509026	1	-1	2200	100		30509025	1	-1	2200	100		30509063	1	-1	2000	100	#G	30509064	1	-1	2000	100	#G	30509065	1	-1	2000	100	#G	30509067	1	-1	2000	100	#G	30509068	1	-1	2000	100	#G	30509069	1	-1	2000	100	#G	30509039	1	-1	2000	100		30509041	1	-1	2000	100		30509051	1	-1	1800	100	#G	30509042	1	-1	1800	100		30509043	1	-1	1800	100		30509044	1	-1	1800	100		30509045	1	-1	1800	100		30509046	1	-1	1800	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
192	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30509012	1	-1	20000	100		30509071	1	-1	24000	100	#G	30509052	1	-1	24000	100	#G	30509029	1	-1	24000	100	#G	30509030	1	-1	24000	100		30509032	1	-1	24000	100		30509036	1	-1	24000	100		30509033	1	-1	24000	100		30509066	1	-1	24000	100	#G	30509031	1	-1	20000	100		30509035	1	-1	20000	100		0	1	-1	100	10000		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	10000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
193	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30900056	1	-1	38	100	#G	30900011	1	-1	8	100		30900015	1	-1	38	100		20109001	1	-1	8	100		20109002	1	-1	16	100		20109003	1	-1	24	100		20109004	1	-1	32	100		20109005	1	-1	40	100		20109006	1	-1	48	100		20109007	1	-1	56	100		20109008	1	-1	64	100		20109009	1	-1	72	100		20109010	1	-1	80	100		20109011	1	-1	100	100		20109012	1	-1	120	100		20109101	1	-1	110	90	#G	30900009	1	-1	24	100		30900010	1	-1	98	100		30900037	1	-1	16	100		30900038	1	-1	80	50		30900039	1	-1	400	20		30900040	1	-1	2000	20		30900041	1	-1	10000	20		30900042	1	-1	20000	20		30900043	1	-1	30000	20		30900044	1	-1	40000	20		30900026	1	-1	40	100		30900027	1	-1	80	100		30900028	1	-1	120	100		30900029	1	-1	200	100		30900030	1	-1	360	100		30900031	1	-1	600	100		30900032	1	-1	920	100	#G	30900033	1	-1	1400	100	#G	30900034	1	-1	1850	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																												
194	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30309654	1	-1	2888	100		30309190	1	-1	3080	50	#G	30309191	1	-1	3240	50	#G	30309754	1	-1	3360	50	#G	30309683	1	-1	3734	30	#G	30309151	1	-1	2980	50		30309164	1	-1	3120	50		30309612	1	-1	3720	50		30309733	1	-1	5776	50		30309734	1	-1	5776	50		30309155	1	-1	1200	80		30309168	1	-1	1250	80		30309152	1	-1	2240	50		30309165	1	-1	2320	50		30309757	1	-1	1900	100		30309758	1	-1	2800	100		30309759	1	-1	2900	100		30309760	1	-1	2900	100		30309761	1	-1	1900	100		30309762	1	-1	3600	100		30309763	1	-1	5000	100		30309764	1	-1	1500	100		30309765	1	-1	1500	100		30309766	1	-1	1500	100		30309767	1	-1	1500	100		30309768	1	-1	1500	100		30309769	1	-1	1500	100		30309770	1	-1	1500	100		30309771	1	-1	1500	100		30309772	1	-1	1500	100		30309773	1	-1	2800	100		30309774	1	-1	3600	100		30309775	1	-1	3000	100		30309776	1	-1	3000	100		30309777	1	-1	5000	100		30309778	1	-1	3000	100		30309779	1	-1	1000	100		30309780	1	-1	2000	100		30309781	1	-1	5000	100		30309782	1	-1	5000	100		30309783	1	-1	5000	100		30309784	1	-1	5000	100		30309785	1	-1	5000	100		30309786	1	-1	5000	100		30309787	1	-1	5000	100		30309788	1	-1	5000	100																																																																								
195	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30504019	1	-1	11400	69		30008002	1	-1	60	100		30008003	-1	76	50		30008016	1	-1	40	60		30503017	1	-1	39	100		30503018	1	-1	55	100		30503019	1	-1	72	100		30503020	1	-1	98	100	#G	30503012	1	-1	198	20		30607000	1	-1	120	50		30607001	1	-1	232	50		30606002	1	-1	20	100		30502000	10	-1	240	100		30502001	10	-1	320	100		30502002	10	-1	400	100		30503021	1	-1	2000	30		0	1	-1	1800	65		30508501	1	-1	2400	50		30508502	1	-1	3200	50		30508503	1	-1	4000	100		10470000	1	20	100	100		10470001	1	20	100	100		10470002	1	20	100	100		10470003	1	20	100	100		10470004	1	20	100	100		10470005	1	20	100	100		10470006	1	20	100	100		10470007	1	20	100	100		10470008	1	20	100	100		10470009	1	20	100	100		10470010	1	20	100	100		10470011	1	20	100	100		10470012	1	20	100	100		10470013	1	20	100	100		10470014	1	20	100	100		10470015	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																	
196	40	0	1	8	1	1	1	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302121	1	-1	100	100		30302122	1	-1	100	100		30302123	1	-1	100	100		30302124	1	-1	100	100		30302125	1	-1	100	100		30302126	1	-1	100	100		30302127	1	-1	100	100		30302128	1	-1	100	100		30302129	1	-1	100	100		30302130	1	-1	100	100		30302131	1	-1	100	100		30302132	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	#G	0	1	-1	100	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	84		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
