INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
71	41423	459090	35809	286594	200532	859782	200532	859782	53714	429891	53714	429891	200532	859782	35809	286594	200532	859782	200532	859782	53714	429891	53714	429891	200532	859782	35809	286594	200532	859782	200532	859782	53714	429891	53714	429891	200532	859782	35809	286594	200532	859782	200532	859782	53714	429891	53714	429891	200532	859782	35809	286594	200532	859782	200532	859782	53714	429891	53714	429891	200532	859782	35809	286594	200532	859782	200532	859782	53714	429891	53714	429891	200532	859782	35809	286594	200532	859782	200532	859782	53714	429891	53714	429891	200532	859782	35809	286594	200532	859782	200532	859782	53714	429891	53714	429891	200532	859782	35809	286594	200532	859782	200532	859782	53714	429891	53714	429891	200532	859782	214856	1146376	214856	1146376	214856	1146376	214856	1146376	214856	1146376	214856	1146376	214856	1146376	214856	1146376	214856	1146376
72	43515	479803	37839	306375	211898	919125	211898	919125	56759	459563	56759	459563	211898	919125	37839	306375	211898	919125	211898	919125	56759	459563	56759	459563	211898	919125	37839	306375	211898	919125	211898	919125	56759	459563	56759	459563	211898	919125	37839	306375	211898	919125	211898	919125	56759	459563	56759	459563	211898	919125	37839	306375	211898	919125	211898	919125	56759	459563	56759	459563	211898	919125	37839	306375	211898	919125	211898	919125	56759	459563	56759	459563	211898	919125	37839	306375	211898	919125	211898	919125	56759	459563	56759	459563	211898	919125	37839	306375	211898	919125	211898	919125	56759	459563	56759	459563	211898	919125	37839	306375	211898	919125	211898	919125	56759	459563	56759	459563	211898	919125	227034	1225500	227034	1225500	227034	1225500	227034	1225500	227034	1225500	227034	1225500	227034	1225500	227034	1225500	227034	1225500
73	45680	500901	39952	327732	223729	983195	223729	983195	59928	491597	59928	491597	223729	983195	39952	327732	223729	983195	223729	983195	59928	491597	59928	491597	223729	983195	39952	327732	223729	983195	223729	983195	59928	491597	59928	491597	223729	983195	39952	327732	223729	983195	223729	983195	59928	491597	59928	491597	223729	983195	39952	327732	223729	983195	223729	983195	59928	491597	59928	491597	223729	983195	39952	327732	223729	983195	223729	983195	59928	491597	59928	491597	223729	983195	39952	327732	223729	983195	223729	983195	59928	491597	59928	491597	223729	983195	39952	327732	223729	983195	223729	983195	59928	491597	59928	491597	223729	983195	39952	327732	223729	983195	223729	983195	59928	491597	59928	491597	223729	983195	239710	1310926	239710	1310926	239710	1310926	239710	1310926	239710	1310926	239710	1310926	239710	1310926	239710	1310926	239710	1310926
74	47918	522382	42147	350708	236025	1052123	236025	1052123	63221	526061	63221	526061	236025	1052123	42147	350708	236025	1052123	236025	1052123	63221	526061	63221	526061	236025	1052123	42147	350708	236025	1052123	236025	1052123	63221	526061	63221	526061	236025	1052123	42147	350708	236025	1052123	236025	1052123	63221	526061	63221	526061	236025	1052123	42147	350708	236025	1052123	236025	1052123	63221	526061	63221	526061	236025	1052123	42147	350708	236025	1052123	236025	1052123	63221	526061	63221	526061	236025	1052123	42147	350708	236025	1052123	236025	1052123	63221	526061	63221	526061	236025	1052123	42147	350708	236025	1052123	236025	1052123	63221	526061	63221	526061	236025	1052123	42147	350708	236025	1052123	236025	1052123	63221	526061	63221	526061	236025	1052123	252884	1402830	252884	1402830	252884	1402830	252884	1402830	252884	1402830	252884	1402830	252884	1402830	252884	1402830	252884	1402830
75	50200	544247	44426	376534	248787	1129602	248787	1129602	66639	564801	66639	564801	248787	1129602	44426	376534	248787	1129602	248787	1129602	66639	564801	66639	564801	248787	1129602	44426	376534	248787	1129602	248787	1129602	66639	564801	66639	564801	248787	1129602	44426	376534	248787	1129602	248787	1129602	66639	564801	66639	564801	248787	1129602	44426	376534	248787	1129602	248787	1129602	66639	564801	66639	564801	248787	1129602	44426	376534	248787	1129602	248787	1129602	66639	564801	66639	564801	248787	1129602	44426	376534	248787	1129602	248787	1129602	66639	564801	66639	564801	248787	1129602	44426	376534	248787	1129602	248787	1129602	66639	564801	66639	564801	248787	1129602	44426	376534	248787	1129602	248787	1129602	66639	564801	66639	564801	248787	1129602	266557	1506136	266557	1506136	266557	1506136	266557	1506136	266557	1506136	266557	1506136	266557	1506136	266557	1506136	266557	1506136
76	52526	566496	46788	405300	262013	1215900	262013	1215900	70182	607950	70182	607950	262013	1215900	46788	405300	262013	1215900	262013	1215900	70182	607950	70182	607950	262013	1215900	46788	405300	262013	1215900	262013	1215900	70182	607950	70182	607950	262013	1215900	46788	405300	262013	1215900	262013	1215900	70182	607950	70182	607950	262013	1215900	46788	405300	262013	1215900	262013	1215900	70182	607950	70182	607950	262013	1215900	46788	405300	262013	1215900	262013	1215900	70182	607950	70182	607950	262013	1215900	46788	405300	262013	1215900	262013	1215900	70182	607950	70182	607950	262013	1215900	46788	405300	262013	1215900	262013	1215900	70182	607950	70182	607950	262013	1215900	46788	405300	262013	1215900	262013	1215900	70182	607950	70182	607950	262013	1215900	280729	1621200	280729	1621200	280729	1621200	280729	1621200	280729	1621200	280729	1621200	280729	1621200	280729	1621200	280729	1621200
77	54896	589130	49233	437097	275705	1311290	275705	1311290	73850	655645	73850	655645	275705	1311290	49233	437097	275705	1311290	275705	1311290	73850	655645	73850	655645	275705	1311290	49233	437097	275705	1311290	275705	1311290	73850	655645	73850	655645	275705	1311290	49233	437097	275705	1311290	275705	1311290	73850	655645	73850	655645	275705	1311290	49233	437097	275705	1311290	275705	1311290	73850	655645	73850	655645	275705	1311290	49233	437097	275705	1311290	275705	1311290	73850	655645	73850	655645	275705	1311290	49233	437097	275705	1311290	275705	1311290	73850	655645	73850	655645	275705	1311290	49233	437097	275705	1311290	275705	1311290	73850	655645	73850	655645	275705	1311290	49233	437097	275705	1311290	275705	1311290	73850	655645	73850	655645	275705	1311290	295398	1748386	295398	1748386	295398	1748386	295398	1748386	295398	1748386	295398	1748386	295398	1748386	295398	1748386	295398	1748386
78	57310	612146	51761	472013	289862	1416038	289862	1416038	77642	708019	77642	708019	289862	1416038	51761	472013	289862	1416038	289862	1416038	77642	708019	77642	708019	289862	1416038	51761	472013	289862	1416038	289862	1416038	77642	708019	77642	708019	289862	1416038	51761	472013	289862	1416038	289862	1416038	77642	708019	77642	708019	289862	1416038	51761	472013	289862	1416038	289862	1416038	77642	708019	77642	708019	289862	1416038	51761	472013	289862	1416038	289862	1416038	77642	708019	77642	708019	289862	1416038	51761	472013	289862	1416038	289862	1416038	77642	708019	77642	708019	289862	1416038	51761	472013	289862	1416038	289862	1416038	77642	708019	77642	708019	289862	1416038	51761	472013	289862	1416038	289862	1416038	77642	708019	77642	708019	289862	1416038	310567	1888050	310567	1888050	310567	1888050	310567	1888050	310567	1888050	310567	1888050	310567	1888050	310567	1888050	310567	1888050
79	59768	635548	54372	510139	304484	1530417	304484	1530417	81558	765209	81558	765209	304484	1530417	54372	510139	304484	1530417	304484	1530417	81558	765209	81558	765209	304484	1530417	54372	510139	304484	1530417	304484	1530417	81558	765209	81558	765209	304484	1530417	54372	510139	304484	1530417	304484	1530417	81558	765209	81558	765209	304484	1530417	54372	510139	304484	1530417	304484	1530417	81558	765209	81558	765209	304484	1530417	54372	510139	304484	1530417	304484	1530417	81558	765209	81558	765209	304484	1530417	54372	510139	304484	1530417	304484	1530417	81558	765209	81558	765209	304484	1530417	54372	510139	304484	1530417	304484	1530417	81558	765209	81558	765209	304484	1530417	54372	510139	304484	1530417	304484	1530417	81558	765209	81558	765209	304484	1530417	326233	2040556	326233	2040556	326233	2040556	326233	2040556	326233	2040556	326233	2040556	326233	2040556	326233	2040556	326233	2040556
80	62270	659333	57066	561645	319571	1684935	319571	1684935	85600	842468	85600	842468	319571	1684935	57066	561645	319571	1684935	319571	1684935	85600	842468	85600	842468	319571	1684935	57066	561645	319571	1684935	319571	1684935	85600	842468	85600	842468	319571	1684935	57066	561645	319571	1684935	319571	1684935	85600	842468	85600	842468	319571	1684935	57066	561645	319571	1684935	319571	1684935	85600	842468	85600	842468	319571	1684935	57066	561645	319571	1684935	319571	1684935	85600	842468	85600	842468	319571	1684935	57066	561645	319571	1684935	319571	1684935	85600	842468	85600	842468	319571	1684935	57066	561645	319571	1684935	319571	1684935	85600	842468	85600	842468	319571	1684935	57066	561645	319571	1684935	319571	1684935	85600	842468	85600	842468	319571	1684935	342398	2246580	342398	2246580	342398	2246580	342398	2246580	342398	2246580	342398	2246580	342398	2246580	342398	2246580	342398	2246580
81	64815	683502	59844	639732	335124	1919195	335124	1919195	89765	959597	89765	959597	335124	1919195	59844	639732	335124	1919195	335124	1919195	89765	959597	89765	959597	335124	1919195	59844	639732	335124	1919195	335124	1919195	89765	959597	89765	959597	335124	1919195	59844	639732	335124	1919195	335124	1919195	89765	959597	89765	959597	335124	1919195	59844	639732	335124	1919195	335124	1919195	89765	959597	89765	959597	335124	1919195	59844	639732	335124	1919195	335124	1919195	89765	959597	89765	959597	335124	1919195	59844	639732	335124	1919195	335124	1919195	89765	959597	89765	959597	335124	1919195	59844	639732	335124	1919195	335124	1919195	89765	959597	89765	959597	335124	1919195	59844	639732	335124	1919195	335124	1919195	89765	959597	89765	959597	335124	1919195	359061	2558926	359061	2558926	359061	2558926	359061	2558926	359061	2558926	359061	2558926	359061	2558926	359061	2558926	359061	2558926
82	67405	708055	62704	758198	351141	2274593	351141	2274593	94056	1137296	94056	1137296	351141	2274593	62704	758198	351141	2274593	351141	2274593	94056	1137296	94056	1137296	351141	2274593	62704	758198	351141	2274593	351141	2274593	94056	1137296	94056	1137296	351141	2274593	62704	758198	351141	2274593	351141	2274593	94056	1137296	94056	1137296	351141	2274593	62704	758198	351141	2274593	351141	2274593	94056	1137296	94056	1137296	351141	2274593	62704	758198	351141	2274593	351141	2274593	94056	1137296	94056	1137296	351141	2274593	62704	758198	351141	2274593	351141	2274593	94056	1137296	94056	1137296	351141	2274593	62704	758198	351141	2274593	351141	2274593	94056	1137296	94056	1137296	351141	2274593	62704	758198	351141	2274593	351141	2274593	94056	1137296	94056	1137296	351141	2274593	376223	3032790	376223	3032790	376223	3032790	376223	3032790	376223	3032790	376223	3032790	376223	3032790	376223	3032790	376223	3032790
83	70038	732993	65647	931444	367624	2794332	367624	2794332	98471	1397166	98471	1397166	367624	2794332	65647	931444	367624	2794332	367624	2794332	98471	1397166	98471	1397166	367624	2794332	65647	931444	367624	2794332	367624	2794332	98471	1397166	98471	1397166	367624	2794332	65647	931444	367624	2794332	367624	2794332	98471	1397166	98471	1397166	367624	2794332	65647	931444	367624	2794332	367624	2794332	98471	1397166	98471	1397166	367624	2794332	65647	931444	367624	2794332	367624	2794332	98471	1397166	98471	1397166	367624	2794332	65647	931444	367624	2794332	367624	2794332	98471	1397166	98471	1397166	367624	2794332	65647	931444	367624	2794332	367624	2794332	98471	1397166	98471	1397166	367624	2794332	65647	931444	367624	2794332	367624	2794332	98471	1397166	98471	1397166	367624	2794332	393883	3725776	393883	3725776	393883	3725776	393883	3725776	393883	3725776	393883	3725776	393883	3725776	393883	3725776	393883	3725776
84	72716	758314	68674	1174470	384572	3523410	384572	3523410	103010	1761705	103010	1761705	384572	3523410	68674	1174470	384572	3523410	384572	3523410	103010	1761705	103010	1761705	384572	3523410	68674	1174470	384572	3523410	384572	3523410	103010	1761705	103010	1761705	384572	3523410	68674	1174470	384572	3523410	384572	3523410	103010	1761705	103010	1761705	384572	3523410	68674	1174470	384572	3523410	384572	3523410	103010	1761705	103010	1761705	384572	3523410	68674	1174470	384572	3523410	384572	3523410	103010	1761705	103010	1761705	384572	3523410	68674	1174470	384572	3523410	384572	3523410	103010	1761705	103010	1761705	384572	3523410	68674	1174470	384572	3523410	384572	3523410	103010	1761705	103010	1761705	384572	3523410	68674	1174470	384572	3523410	384572	3523410	103010	1761705	103010	1761705	384572	3523410	412041	4697880	412041	4697880	412041	4697880	412041	4697880	412041	4697880	412041	4697880	412041	4697880	412041	4697880	412041	4697880
85	75437	784019	71783	1502877	401985	4508630	401985	4508630	107675	2254315	107675	2254315	401985	4508630	71783	1502877	401985	4508630	401985	4508630	107675	2254315	107675	2254315	401985	4508630	71783	1502877	401985	4508630	401985	4508630	107675	2254315	107675	2254315	401985	4508630	71783	1502877	401985	4508630	401985	4508630	107675	2254315	107675	2254315	401985	4508630	71783	1502877	401985	4508630	401985	4508630	107675	2254315	107675	2254315	401985	4508630	71783	1502877	401985	4508630	401985	4508630	107675	2254315	107675	2254315	401985	4508630	71783	1502877	401985	4508630	401985	4508630	107675	2254315	107675	2254315	401985	4508630	71783	1502877	401985	4508630	401985	4508630	107675	2254315	107675	2254315	401985	4508630	71783	1502877	401985	4508630	401985	4508630	107675	2254315	107675	2254315	401985	4508630	430698	6011506	430698	6011506	430698	6011506	430698	6011506	430698	6011506	430698	6011506	430698	6011506	430698	6011506	430698	6011506
86	78202	810108	74976	1932863	419863	5798588	419863	5798588	112463	2899294	112463	2899294	419863	5798588	74976	1932863	419863	5798588	419863	5798588	112463	2899294	112463	2899294	419863	5798588	74976	1932863	419863	5798588	419863	5798588	112463	2899294	112463	2899294	419863	5798588	74976	1932863	419863	5798588	419863	5798588	112463	2899294	112463	2899294	419863	5798588	74976	1932863	419863	5798588	419863	5798588	112463	2899294	112463	2899294	419863	5798588	74976	1932863	419863	5798588	419863	5798588	112463	2899294	112463	2899294	419863	5798588	74976	1932863	419863	5798588	419863	5798588	112463	2899294	112463	2899294	419863	5798588	74976	1932863	419863	5798588	419863	5798588	112463	2899294	112463	2899294	419863	5798588	74976	1932863	419863	5798588	419863	5798588	112463	2899294	112463	2899294	419863	5798588	449853	7731450	449853	7731450	449853	7731450	449853	7731450	449853	7731450	449853	7731450	449853	7731450	449853	7731450	449853	7731450
87	81012	836582	78251	2481229	438206	7443687	438206	7443687	117377	3721844	117377	3721844	438206	7443687	78251	2481229	438206	7443687	438206	7443687	117377	3721844	117377	3721844	438206	7443687	78251	2481229	438206	7443687	438206	7443687	117377	3721844	117377	3721844	438206	7443687	78251	2481229	438206	7443687	438206	7443687	117377	3721844	117377	3721844	438206	7443687	78251	2481229	438206	7443687	438206	7443687	117377	3721844	117377	3721844	438206	7443687	78251	2481229	438206	7443687	438206	7443687	117377	3721844	117377	3721844	438206	7443687	78251	2481229	438206	7443687	438206	7443687	117377	3721844	117377	3721844	438206	7443687	78251	2481229	438206	7443687	438206	7443687	117377	3721844	117377	3721844	438206	7443687	78251	2481229	438206	7443687	438206	7443687	117377	3721844	117377	3721844	438206	7443687	469507	9924916	469507	9924916	469507	9924916	469507	9924916	469507	9924916	469507	9924916	469507	9924916	469507	9924916	469507	9924916
88	83865	863438	81610	3165375	457014	9496125	457014	9496125	122415	4748063	122415	4748063	457014	9496125	81610	3165375	457014	9496125	457014	9496125	122415	4748063	122415	4748063	457014	9496125	81610	3165375	457014	9496125	457014	9496125	122415	4748063	122415	4748063	457014	9496125	81610	3165375	457014	9496125	457014	9496125	122415	4748063	122415	4748063	457014	9496125	81610	3165375	457014	9496125	457014	9496125	122415	4748063	122415	4748063	457014	9496125	81610	3165375	457014	9496125	457014	9496125	122415	4748063	122415	4748063	457014	9496125	81610	3165375	457014	9496125	457014	9496125	122415	4748063	122415	4748063	457014	9496125	81610	3165375	457014	9496125	457014	9496125	122415	4748063	122415	4748063	457014	9496125	81610	3165375	457014	9496125	457014	9496125	122415	4748063	122415	4748063	457014	9496125	489658	12661500	489658	12661500	489658	12661500	489658	12661500	489658	12661500	489658	12661500	489658	12661500	489658	12661500	489658	12661500
89	91227	890680	85052	4003302	476288	12009905	476288	12009905	127577	6004952	127577	6004952	476288	12009905	85052	4003302	476288	12009905	476288	12009905	127577	6004952	127577	6004952	476288	12009905	85052	4003302	476288	12009905	476288	12009905	127577	6004952	127577	6004952	476288	12009905	85052	4003302	476288	12009905	476288	12009905	127577	6004952	127577	6004952	476288	12009905	85052	4003302	476288	12009905	476288	12009905	127577	6004952	127577	6004952	476288	12009905	85052	4003302	476288	12009905	476288	12009905	127577	6004952	127577	6004952	476288	12009905	85052	4003302	476288	12009905	476288	12009905	127577	6004952	127577	6004952	476288	12009905	85052	4003302	476288	12009905	476288	12009905	127577	6004952	127577	6004952	476288	12009905	85052	4003302	476288	12009905	476288	12009905	127577	6004952	127577	6004952	476288	12009905	510309	16013206	510309	16013206	510309	16013206	510309	16013206	510309	16013206	510309	16013206	510309	16013206	510309	16013206	510309	16013206
90	98315	918305	88576	5013608	496027	15040823	496027	15040823	132864	7520411	132864	7520411	496027	15040823	88576	5013608	496027	15040823	496027	15040823	132864	7520411	132864	7520411	496027	15040823	88576	5013608	496027	15040823	496027	15040823	132864	7520411	132864	7520411	496027	15040823	88576	5013608	496027	15040823	496027	15040823	132864	7520411	132864	7520411	496027	15040823	88576	5013608	496027	15040823	496027	15040823	132864	7520411	132864	7520411	496027	15040823	88576	5013608	496027	15040823	496027	15040823	132864	7520411	132864	7520411	496027	15040823	88576	5013608	496027	15040823	496027	15040823	132864	7520411	132864	7520411	496027	15040823	88576	5013608	496027	15040823	496027	15040823	132864	7520411	132864	7520411	496027	15040823	88576	5013608	496027	15040823	496027	15040823	132864	7520411	132864	7520411	496027	15040823	531457	20054430	531457	20054430	531457	20054430	531457	20054430	531457	20054430	531457	20054430	531457	20054430	531457	20054430	531457	20054430
91	105634	946314	92184	6215494	516231	18646482	516231	18646482	138276	9323241	138276	9323241	516231	18646482	92184	6215494	516231	18646482	516231	18646482	138276	9323241	138276	9323241	516231	18646482	92184	6215494	516231	18646482	516231	18646482	138276	9323241	138276	9323241	516231	18646482	92184	6215494	516231	18646482	516231	18646482	138276	9323241	138276	9323241	516231	18646482	92184	6215494	516231	18646482	516231	18646482	138276	9323241	138276	9323241	516231	18646482	92184	6215494	516231	18646482	516231	18646482	138276	9323241	138276	9323241	516231	18646482	92184	6215494	516231	18646482	516231	18646482	138276	9323241	138276	9323241	516231	18646482	92184	6215494	516231	18646482	516231	18646482	138276	9323241	138276	9323241	516231	18646482	92184	6215494	516231	18646482	516231	18646482	138276	9323241	138276	9323241	516231	18646482	553104	24861976	553104	24861976	553104	24861976	553104	24861976	553104	24861976	553104	24861976	553104	24861976	553104	24861976	553104	24861976
92	114811	974707	95875	7628760	536900	22886280	536900	22886280	143813	11443140	143813	11443140	536900	22886280	95875	7628760	536900	22886280	536900	22886280	143813	11443140	143813	11443140	536900	22886280	95875	7628760	536900	22886280	536900	22886280	143813	11443140	143813	11443140	536900	22886280	95875	7628760	536900	22886280	536900	22886280	143813	11443140	143813	11443140	536900	22886280	95875	7628760	536900	22886280	536900	22886280	143813	11443140	143813	11443140	536900	22886280	95875	7628760	536900	22886280	536900	22886280	143813	11443140	143813	11443140	536900	22886280	95875	7628760	536900	22886280	536900	22886280	143813	11443140	143813	11443140	536900	22886280	95875	7628760	536900	22886280	536900	22886280	143813	11443140	143813	11443140	536900	22886280	95875	7628760	536900	22886280	536900	22886280	143813	11443140	143813	11443140	536900	22886280	575250	30515040	575250	30515040	575250	30515040	575250	30515040	575250	30515040	575250	30515040	575250	30515040	575250	30515040	575250	30515040
93	122632	1003485	99649	9273807	558034	27821420	558034	27821420	149473	13910710	149473	13910710	558034	27821420	99649	9273807	558034	27821420	558034	27821420	149473	13910710	149473	13910710	558034	27821420	99649	9273807	558034	27821420	558034	27821420	149473	13910710	149473	13910710	558034	27821420	99649	9273807	558034	27821420	558034	27821420	149473	13910710	149473	13910710	558034	27821420	99649	9273807	558034	27821420	558034	27821420	149473	13910710	149473	13910710	558034	27821420	99649	9273807	558034	27821420	558034	27821420	149473	13910710	149473	13910710	558034	27821420	99649	9273807	558034	27821420	558034	27821420	149473	13910710	149473	13910710	558034	27821420	99649	9273807	558034	27821420	558034	27821420	149473	13910710	149473	13910710	558034	27821420	99649	9273807	558034	27821420	558034	27821420	149473	13910710	149473	13910710	558034	27821420	597893	37095226	597893	37095226	597893	37095226	597893	37095226	597893	37095226	597893	37095226	597893	37095226	597893	37095226	597893	37095226
94	130683	1032646	103506	11171633	579633	33514898	579633	33514898	155259	16757449	155259	16757449	579633	33514898	103506	11171633	579633	33514898	579633	33514898	155259	16757449	155259	16757449	579633	33514898	103506	11171633	579633	33514898	579633	33514898	155259	16757449	155259	16757449	579633	33514898	103506	11171633	579633	33514898	579633	33514898	155259	16757449	155259	16757449	579633	33514898	103506	11171633	579633	33514898	579633	33514898	155259	16757449	155259	16757449	579633	33514898	103506	11171633	579633	33514898	579633	33514898	155259	16757449	155259	16757449	579633	33514898	103506	11171633	579633	33514898	579633	33514898	155259	16757449	155259	16757449	579633	33514898	103506	11171633	579633	33514898	579633	33514898	155259	16757449	155259	16757449	579633	33514898	103506	11171633	579633	33514898	579633	33514898	155259	16757449	155259	16757449	579633	33514898	621036	44686530	621036	44686530	621036	44686530	621036	44686530	621036	44686530	621036	44686530	621036	44686530	621036	44686530	621036	44686530
95	116341	1062191	107446	13343839	601698	40031517	601698	40031517	161169	20015759	161169	20015759	601698	40031517	107446	13343839	601698	40031517	601698	40031517	161169	20015759	161169	20015759	601698	40031517	107446	13343839	601698	40031517	601698	40031517	161169	20015759	161169	20015759	601698	40031517	107446	13343839	601698	40031517	601698	40031517	161169	20015759	161169	20015759	601698	40031517	107446	13343839	601698	40031517	601698	40031517	161169	20015759	161169	20015759	601698	40031517	107446	13343839	601698	40031517	601698	40031517	161169	20015759	161169	20015759	601698	40031517	107446	13343839	601698	40031517	601698	40031517	161169	20015759	161169	20015759	601698	40031517	107446	13343839	601698	40031517	601698	40031517	161169	20015759	161169	20015759	601698	40031517	107446	13343839	601698	40031517	601698	40031517	161169	20015759	161169	20015759	601698	40031517	644676	53375356	644676	53375356	644676	53375356	644676	53375356	644676	53375356	644676	53375356	644676	53375356	644676	53375356	644676	53375356
96	126652	1092120	111469	15812625	624227	47437875	624227	47437875	167204	23718938	167204	23718938	624227	47437875	111469	15812625	624227	47437875	624227	47437875	167204	23718938	167204	23718938	624227	47437875	111469	15812625	624227	47437875	624227	47437875	167204	23718938	167204	23718938	624227	47437875	111469	15812625	624227	47437875	624227	47437875	167204	23718938	167204	23718938	624227	47437875	111469	15812625	624227	47437875	624227	47437875	167204	23718938	167204	23718938	624227	47437875	111469	15812625	624227	47437875	624227	47437875	167204	23718938	167204	23718938	624227	47437875	111469	15812625	624227	47437875	624227	47437875	167204	23718938	167204	23718938	624227	47437875	111469	15812625	624227	47437875	624227	47437875	167204	23718938	167204	23718938	624227	47437875	111469	15812625	624227	47437875	624227	47437875	167204	23718938	167204	23718938	624227	47437875	668815	63250500	668815	63250500	668815	63250500	668815	63250500	668815	63250500	668815	63250500	668815	63250500	668815	63250500	668815	63250500
97	135464	1122434	115575	18600792	647222	55802375	647222	55802375	173363	27901187	173363	27901187	647222	55802375	115575	18600792	647222	55802375	647222	55802375	173363	27901187	173363	27901187	647222	55802375	115575	18600792	647222	55802375	647222	55802375	173363	27901187	173363	27901187	647222	55802375	115575	18600792	647222	55802375	647222	55802375	173363	27901187	173363	27901187	647222	55802375	115575	18600792	647222	55802375	647222	55802375	173363	27901187	173363	27901187	647222	55802375	115575	18600792	647222	55802375	647222	55802375	173363	27901187	173363	27901187	647222	55802375	115575	18600792	647222	55802375	647222	55802375	173363	27901187	173363	27901187	647222	55802375	115575	18600792	647222	55802375	647222	55802375	173363	27901187	173363	27901187	647222	55802375	115575	18600792	647222	55802375	647222	55802375	173363	27901187	173363	27901187	647222	55802375	693452	74403166	693452	74403166	693452	74403166	693452	74403166	693452	74403166	693452	74403166	693452	74403166	693452	74403166	693452	74403166
98	146393	1153130	119765	21731738	670682	65195213	670682	65195213	179647	32597606	179647	32597606	670682	65195213	119765	21731738	670682	65195213	670682	65195213	179647	32597606	179647	32597606	670682	65195213	119765	21731738	670682	65195213	670682	65195213	179647	32597606	179647	32597606	670682	65195213	119765	21731738	670682	65195213	670682	65195213	179647	32597606	179647	32597606	670682	65195213	119765	21731738	670682	65195213	670682	65195213	179647	32597606	179647	32597606	670682	65195213	119765	21731738	670682	65195213	670682	65195213	179647	32597606	179647	32597606	670682	65195213	119765	21731738	670682	65195213	670682	65195213	179647	32597606	179647	32597606	670682	65195213	119765	21731738	670682	65195213	670682	65195213	179647	32597606	179647	32597606	670682	65195213	119765	21731738	670682	65195213	670682	65195213	179647	32597606	179647	32597606	670682	65195213	718588	86926950	718588	86926950	718588	86926950	718588	86926950	718588	86926950	718588	86926950	718588	86926950	718588	86926950	718588	86926950
99	157650	1184212	124037	25229464	694607	75688392	694607	75688392	186056	37844196	186056	37844196	694607	75688392	124037	25229464	694607	75688392	694607	75688392	186056	37844196	186056	37844196	694607	75688392	124037	25229464	694607	75688392	694607	75688392	186056	37844196	186056	37844196	694607	75688392	124037	25229464	694607	75688392	694607	75688392	186056	37844196	186056	37844196	694607	75688392	124037	25229464	694607	75688392	694607	75688392	186056	37844196	186056	37844196	694607	75688392	124037	25229464	694607	75688392	694607	75688392	186056	37844196	186056	37844196	694607	75688392	124037	25229464	694607	75688392	694607	75688392	186056	37844196	186056	37844196	694607	75688392	124037	25229464	694607	75688392	694607	75688392	186056	37844196	186056	37844196	694607	75688392	124037	25229464	694607	75688392	694607	75688392	186056	37844196	186056	37844196	694607	75688392	744222	100917856	744222	100917856	744222	100917856	744222	100917856	744222	100917856	744222	100917856	744222	100917856	744222	100917856	744222	100917856
100	167287	1215677	128393	25630410	718998	76891230	718998	76891230	192589	38445615	192589	38445615	718998	76891230	128393	25630410	718998	76891230	718998	76891230	192589	38445615	192589	38445615	718998	76891230	128393	25630410	718998	76891230	718998	76891230	192589	38445615	192589	38445615	718998	76891230	128393	25630410	718998	76891230	718998	76891230	192589	38445615	192589	38445615	718998	76891230	128393	25630410	718998	76891230	718998	76891230	192589	38445615	192589	38445615	718998	76891230	128393	25630410	718998	76891230	718998	76891230	192589	38445615	192589	38445615	718998	76891230	128393	25630410	718998	76891230	718998	76891230	192589	38445615	192589	38445615	718998	76891230	128393	25630410	718998	76891230	718998	76891230	192589	38445615	192589	38445615	718998	76891230	128393	25630410	718998	76891230	718998	76891230	192589	38445615	192589	38445615	718998	76891230	770355	102521640	770355	102521640	770355	102521640	770355	102521640	770355	102521640	770355	102521640	770355	102521640	770355	102521640	770355	102521640
101	179161	1247526	132831	26042232	743853	78126695	743853	78126695	199247	39063347	199247	39063347	743853	78126695	132831	26042232	743853	78126695	743853	78126695	199247	39063347	199247	39063347	743853	78126695	132831	26042232	743853	78126695	743853	78126695	199247	39063347	199247	39063347	743853	78126695	132831	26042232	743853	78126695	743853	78126695	199247	39063347	199247	39063347	743853	78126695	132831	26042232	743853	78126695	743853	78126695	199247	39063347	199247	39063347	743853	78126695	132831	26042232	743853	78126695	743853	78126695	199247	39063347	199247	39063347	743853	78126695	132831	26042232	743853	78126695	743853	78126695	199247	39063347	199247	39063347	743853	78126695	132831	26042232	743853	78126695	743853	78126695	199247	39063347	199247	39063347	743853	78126695	132831	26042232	743853	78126695	743853	78126695	199247	39063347	199247	39063347	743853	78126695	796986	104168926	796986	104168926	796986	104168926	796986	104168926	796986	104168926	796986	104168926	796986	104168926	796986	104168926	796986	104168926
